cluster_nums
0
26
26
0
25
26
29
22
23
34
27
33
26
33
26
25
37
36
34
28
22
22
52
29
31
22
29
0
0
37
25
25
25
32
22
37
28
33
31
31
28
30
23
0
38
22
31
22
26
0
31
23
30
22
26
31
24
0
25
0
23
25
30
37
26
28
23
0
33
24
26
23
26
0
23
28
25
29
31
0
22
28
26
26
36
30
23
23
0
0
36
31
34
22
22
0
22
31
27
23
38
23
11
31
0
32
33
34
33
25
52
22
31
25
27
25
0
23
26
52
26
30
26
24
25
26
0
36
33
22
31
23
26
24
27
23
0
31
22
36
26
0
14
31
28
25
30
25
36
35
26
31
22
34
22
0
32
22
13
0
30
0
25
31
23
30
25
31
23
33
26
36
32
30
22
22
31
25
29
26
24
25
26
26
30
25
23
23
26
29
36
28
23
28
31
26
33
23
30
24
31
31
30
23
33
27
22
22
33
30
22
30
36
28
23
28
36
26
31
22
22
0
0
33
0
23
25
23
0
26
26
0
27
0
23
30
23
0
22
0
23
33
30
26
0
33
23
0
27
23
32
26
22
0
28
14
23
22
25
23
25
35
31
33
52
0
26
30
23
26
23
31
30
22
38
22
30
28
33
38
22
22
28
30
23
37
0
30
23
26
23
28
0
25
26
23
14
22
22
30
37
29
26
22
25
31
32
31
38
23
0
28
37
23
23
33
37
28
23
37
30
33
31
0
38
31
22
29
23
0
38
0
23
0
25
22
25
23
35
0
36
22
23
0
23
52
39
39
40
41
0
42
39
39
39
23
43
44
0
0
39
0
44
41
42
45
39
44
0
42
40
41
39
0
43
39
26
25
40
39
43
44
0
0
0
41
0
39
44
43
0
46
48
0
47
39
0
48
47
0
47
39
0
39
39
49
44
49
22
44
0
43
45
44
43
44
48
0
48
41
44
46
0
41
45
0
50
46
0
42
44
41
44
48
39
46
0
48
41
47
0
0
39
0
45
0
51
46
0
0
0
0
0
46
46
0
43
0
47
0
39
0
39
39
47
23
23
0
0
25
0
41
39
43
44
51
23
41
47
0
51
46
48
0
42
0
39
41
47
0
45
26
39
44
0
42
44
41
44
39
45
51
42
39
0
48
50
33
44
45
50
41
0
41
46
46
0
41
0
42
39
0
0
23
49
0
39
0
45
22
45
45
47
44
46
49
0
0
46
49
51
41
44
46
39
50
0
41
40
0
39
44
0
49
0
50
48
45
46
23
47
44
40
43
47
46
0
41
46
39
46
41
45
41
0
46
0
44
46
26
0
43
39
46
45
47
51
0
40
39
0
45
46
0
48
45
44
45
45
0
43
0
48
47
0
41
50
39
45
41
43
47
41
42
45
41
43
39
0
0
45
0
40
47
0
41
45
25
40
45
47
44
39
48
42
0
0
0
44
44
42
44
0
48
41
39
45
45
46
0
44
0
39
45
46
48
39
41
0
42
45
39
49
41
0
43
46
46
0
0
43
0
45
46
0
41
44
39
39
39
48
31
50
51
48
0
39
41
0
39
45
0
44
0
46
46
43
46
44
0
49
47
39
26
41
50
44
50
47
45
45
42
39
0
39
41
39
0
41
39
0
0
40
46
0
0
39
0
0
45
44
46
0
0
45
45
45
50
44
46
44
0
47
44
0
0
44
43
48
47
0
46
48
46
0
46
51
39
41
46
0
40
46
46
41
0
51
0
51
51
41
0
46
47
40
22
0
46
0
48
0
46
47
0
0
0
41
44
0
0
41
0
44
46
40
46
39
0
0
39
42
45
0
0
44
48
41
41
52
51
44
0
40
39
0
43
48
45
45
46
46
46
0
51
48
46
0
45
0
41
51
39
50
0
48
45
39
45
49
0
0
46
46
44
49
44
0
0
0
44
41
39
40
39
41
0
0
0
44
39
39
44
48
51
48
0
48
47
47
45
43
47
40
46
46
0
44
43
39
45
39
41
45
46
39
41
47
44
46
39
44
41
41
46
44
47
48
46
46
47
46
41
28
48
39
44
46
46
45
0
47
41
48
47
45
39
39
47
45
46
45
47
47
45
46
46
41
44
48
45
44
44
46
22
45
28
39
44
45
41
39
48
46
41
39
46
44
0
46
45
0
44
44
41
46
47
47
44
45
47
45
0
46
48
45
48
45
46
41
39
0
39
44
44
44
46
46
48
39
41
45
39
46
45
48
45
44
46
47
48
45
46
45
44
39
41
39
46
41
39
45
46
25
45
47
25
39
45
47
39
39
39
47
47
44
0
46
47
39
47
45
48
44
46
39
0
23
41
39
46
46
45
39
0
41
47
44
0
41
44
44
46
48
45
46
25
47
39
22
45
45
23
45
44
48
47
39
47
46
23
44
46
46
41
45
45
46
0
44
41
46
48
0
44
25
39
39
46
39
39
41
45
41
44
23
47
0
46
23
39
41
28
45
48
41
46
0
39
45
39
45
46
48
31
44
48
45
46
41
47
45
45
41
39
41
41
45
39
23
26
45
46
39
48
45
39
45
0
45
0
45
41
44
46
47
44
41
47
47
41
48
44
33
41
45
44
39
46
46
47
44
41
39
48
39
44
23
48
47
39
39
46
39
0
39
39
39
39
44
39
47
44
44
45
46
46
39
44
45
41
48
46
46
46
44
45
44
46
44
39
47
46
0
41
44
41
0
39
47
41
22
44
47
46
45
39
0
31
39
41
41
41
39
44
44
41
41
46
41
48
48
45
46
45
0
0
45
41
0
39
39
23
48
41
48
48
44
46
39
0
44
44
0
44
44
41
46
46
45
44
0
0
0
0
46
0
0
0
0
0
0
