cluster_nums
7
1
2
2
2
3
2
4
0
5
3
6
6
4
1
4
2
0
3
1
4
4
0
6
1
1
2
4
2
7
6
0
5
4
6
5
4
3
10
5
2
2
5
7
4
1
5
5
4
5
0
1
5
2
6
6
2
4
3
3
4
6
0
2
4
3
1
6
6
6
1
1
2
0
0
6
1
2
1
4
0
1
5
9
3
10
2
6
5
6
6
3
0
4
5
3
1
5
0
4
6
2
4
6
1
1
1
6
5
0
6
2
2
6
0
5
3
6
5
0
3
4
4
6
0
3
1
3
2
6
3
2
4
5
4
10
5
2
3
1
0
6
6
6
1
3
1
4
0
2
5
4
2
4
6
3
0
1
0
2
6
3
1
3
4
2
2
6
1
5
3
1
3
0
6
6
6
0
3
5
4
3
6
1
4
2
1
4
0
1
0
5
6
5
1
3
2
1
8
6
5
5
3
1
6
5
3
4
3
4
5
0
1
4
2
1
5
6
3
10
6
2
6
0
3
0
2
6
4
3
6
0
4
4
2
1
4
7
5
4
6
5
1
0
2
5
3
6
6
3
5
0
5
5
3
1
2
1
6
7
1
1
4
6
4
4
0
3
4
1
2
5
6
1
2
0
5
6
1
6
4
0
5
3
2
1
3
6
1
2
0
3
2
1
2
2
5
2
6
3
2
0
3
0
1
5
4
0
4
2
3
2
1
0
2
1
4
3
6
3
3
1
1
0
5
6
1
2
3
5
2
2
1
4
0
2
1
1
2
0
3
5
3
1
0
1
1
4
6
4
4
1
2
2
2
1
6
8
4
0
2
1
4
6
5
10
6
6
3
6
6
1
0
9
2
8
6
5
2
2
6
5
5
5
1
4
0
1
1
1
4
5
4
2
0
6
1
0
1
2
2
3
1
1
0
0
6
1
5
4
1
3
1
6
1
3
0
3
1
3
6
10
4
1
9
2
3
4
1
3
5
0
1
6
6
6
8
4
1
2
1
5
2
1
6
6
5
0
6
5
1
1
6
7
5
4
2
3
2
5
6
5
1
6
7
1
5
4
3
6
0
6
1
3
2
8
6
1
5
5
3
1
4
4
9
6
1
2
2
0
5
3
5
8
4
2
4
2
0
4
1
1
2
3
6
2
1
5
6
0
5
6
0
1
9
1
1
3
5
2
1
0
1
1
1
5
4
0
0
4
6
5
1
4
4
5
1
2
3
7
2
2
6
1
6
3
6
1
6
0
4
6
4
4
5
6
5
0
6
1
4
5
3
5
6
0
1
7
4
1
1
4
4
5
10
2
2
2
3
6
5
2
2
6
3
0
3
6
1
1
3
1
0
4
1
3
3
4
7
2
6
4
6
1
2
5
4
9
9
6
1
6
0
4
5
4
7
3
6
5
3
6
5
6
2
1
0
2
4
4
1
3
6
1
3
0
0
2
5
4
4
2
1
2
5
0
1
5
0
3
4
3
4
0
4
5
6
3
2
1
10
5
6
1
5
1
1
1
4
5
7
6
1
9
0
4
3
6
6
5
6
1
4
6
2
6
8
2
4
5
0
6
4
6
2
6
1
0
0
1
3
5
1
4
2
8
4
9
1
5
6
5
4
2
6
6
2
0
4
9
4
1
4
0
6
7
4
10
4
2
1
1
5
6
2
6
0
2
1
4
1
2
4
3
6
2
0
5
3
2
5
5
2
1
0
5
2
3
1
5
3
8
5
2
1
6
10
6
1
1
5
6
5
5
3
1
0
6
1
5
6
4
4
6
1
4
1
0
1
3
5
4
5
5
2
0
9
2
3
0
1
1
3
2
5
6
3
2
6
5
5
8
3
4
2
4
2
0
2
6
4
1
4
6
0
1
3
1
4
4
10
4
1
6
4
2
2
4
1
2
3
4
7
1
6
3
6
3
5
1
0
2
6
5
0
6
3
4
3
4
9
5
0
5
2
5
1
5
1
4
5
0
3
5
2
1
6
0
5
2
3
6
1
3
4
10
3
5
1
0
6
4
4
3
5
3
4
4
5
5
6
0
1
5
6
2
9
4
0
6
5
3
1
0
5
6
4
4
5
3
5
6
6
0
6
4
5
4
2
5
3
3
1
6
0
1
6
5
5
2
0
4
5
4
6
3
6
1
5
0
2
10
3
4
1
4
2
1
3
2
5
0
1
3
2
6
4
5
3
0
2
6
4
0
0
1
4
2
6
6
3
1
6
6
3
2
0
6
2
0
6
2
5
6
1
5
1
1
2
0
11
12
13
15
12
0
12
12
13
14
5
12
14
15
16
12
0
21
0
19
17
15
17
17
17
17
12
13
0
14
16
15
13
15
13
17
18
17
14
17
12
13
17
14
12
0
14
0
11
20
12
17
19
12
13
11
17
20
12
11
11
0
13
11
0
14
16
11
14
0
17
14
12
12
15
14
14
12
14
0
11
17
0
12
0
0
17
14
12
21
17
0
17
0
14
11
14
0
0
14
13
15
19
14
0
14
17
14
15
15
12
0
11
0
11
17
12
19
3
13
4
21
0
0
14
11
12
17
14
11
12
0
14
0
13
12
14
15
1
14
14
12
0
18
14
14
11
17
16
17
13
14
0
11
1
17
13
14
17
5
0
17
17
0
14
0
11
15
17
11
17
14
0
17
5
13
14
0
19
20
14
12
16
12
12
13
14
14
11
11
0
17
14
14
14
17
13
0
11
0
0
11
17
0
15
12
12
14
12
0
0
11
14
12
11
17
17
6
11
12
17
14
0
0
15
11
15
21
12
12
19
0
17
11
17
14
11
12
12
16
17
12
14
17
13
14
15
20
11
17
13
14
11
16
0
11
12
17
0
14
0
0
19
17
11
17
11
0
13
15
0
12
17
14
14
16
13
11
14
19
0
11
12
11
11
11
0
12
11
17
21
11
0
14
0
0
12
12
14
11
0
18
17
14
17
19
14
17
12
15
0
12
15
18
19
0
13
0
17
17
11
13
13
11
0
12
13
15
13
0
0
14
13
11
19
15
14
0
0
6
15
0
13
0
11
17
11
17
17
0
17
14
0
17
0
15
14
0
17
13
17
11
14
16
13
13
0
11
15
14
0
14
17
13
16
12
17
15
11
0
14
0
17
0
17
13
14
0
12
4
12
12
4
0
13
17
13
13
14
18
14
11
19
17
17
14
18
14
13
0
12
6
11
15
17
14
14
17
0
0
13
13
12
0
11
0
17
13
0
17
11
11
11
12
17
21
0
11
17
13
14
15
11
0
17
15
11
18
17
12
14
14
11
0
11
0
14
13
0
14
12
17
16
12
12
11
17
13
12
0
11
17
13
12
0
18
0
12
14
14
12
12
15
11
16
17
12
0
17
0
17
17
19
14
13
15
0
13
0
17
15
17
12
11
13
13
0
11
13
20
13
14
0
13
11
2
11
14
14
13
14
0
17
15
13
12
15
17
0
0
17
14
0
0
15
14
20
11
12
13
12
13
17
12
18
12
17
16
13
0
14
0
13
14
0
13
19
13
13
0
21
17
19
12
19
17
21
17
0
0
12
11
17
12
17
14
14
14
11
0
11
19
17
17
20
12
12
11
17
14
12
14
17
17
16
14
0
13
0
13
14
19
17
14
19
13
0
17
17
12
13
12
17
21
17
16
13
15
14
0
11
11
15
19
21
11
14
13
13
12
13
20
12
16
14
13
0
14
0
15
16
12
14
16
14
17
17
14
11
14
14
15
0
11
0
13
14
11
2
20
13
17
2
15
14
11
12
0
17
17
0
17
0
17
6
15
0
17
11
17
14
0
14
14
13
17
18
17
0
17
12
14
0
17
14
12
11
20
17
11
0
17
13
14
0
11
11
0
11
17
13
15
17
21
14
17
15
0
11
11
11
13
13
11
0
14
0
14
14
15
13
11
14
0
13
0
32
0
22
0
36
23
24
25
26
26
35
36
27
25
23
26
28
27
22
25
0
0
22
26
29
22
26
52
26
30
31
25
26
23
24
23
29
32
33
28
25
27
26
23
23
22
25
0
34
0
0
33
23
31
35
0
31
35
22
25
31
23
26
22
0
34
0
30
23
32
22
22
23
25
28
26
24
25
35
36
22
30
33
24
36
28
23
25
25
31
31
0
25
24
31
0
26
28
27
26
25
34
25
12
33
30
27
0
26
22
26
19
32
22
25
0
29
26
25
27
30
22
0
0
0
28
0
22
22
33
25
22
25
34
25
32
36
26
23
35
36
23
30
0
22
28
22
30
52
31
52
24
26
32
0
22
28
22
22
34
0
31
25
22
31
26
35
33
30
26
24
0
0
29
31
23
25
27
23
0
22
26
22
30
25
31
0
0
26
0
22
23
27
27
23
22
0
26
25
23
25
32
29
23
28
33
23
52
25
29
28
31
0
26
31
25
22
24
0
34
22
0
37
26
25
36
28
0
22
0
12
33
24
36
31
0
0
23
33
0
25
34
23
25
25
22
26
30
30
22
27
23
23
0
25
30
29
33
36
23
31
27
0
27
23
31
23
35
36
22
0
26
26
34
31
26
11
26
33
28
