movie_id,studio
tt1205537,Paramount Pictures
tt0114781,Warner Bros.
tt6266538,Annapurna Distribution
tt0118583,Twentieth Century Fox
tt0822854,Paramount Pictures
tt0120791,Warner Bros.
tt1321870,Warner Bros.
tt2398241,Columbia Pictures
tt1213641,Universal Pictures
tt1045778,Columbia Pictures
tt1226273,Warner Bros.
tt0253754,Paramount Pictures
tt0253556,Buena Vista Pictures
tt0762125,TriStar Pictures
tt1135487,Universal Pictures
tt1034331,Overture Films
tt1057500,Warner Bros.
tt0473705,Universal Pictures
tt0120764,Buena Vista Pictures
tt0443632,Twentieth Century Fox
tt2083383,Warner Bros.
tt0138524,Universal Pictures
tt0120004,Paramount Pictures
tt0120749,Universal Pictures
tt0181875,DreamWorks Distribution
tt5719748,Lionsgate
tt0289848,Warner Bros.
tt0821642,Paramount Pictures
tt1538403,Sony Pictures Releasing
tt0146984,DreamWorks Distribution
tt0259288,Universal Pictures
tt0822847,Screen Gems
tt0455499,Twentieth Century Fox
tt0329774,Columbia Pictures
tt0119081,
tt0165982,DreamWorks Distribution
tt0382628,Buena Vista Pictures
tt0118661,Warner Bros.
tt0387877,Universal Pictures
tt0131369,Universal Pictures
tt0831887,Lionsgate
tt0272020,DreamWorks Distribution
tt0134983,United Artists
tt0454824,Mayer
tt1837709,Warner Bros.
tt0120701,Buena Vista Pictures
tt0765476,Twentieth Century Fox
tt0326905,Miramax
tt2822672,Summit Premiere
tt3045616,Lionsgate
tt0294357,Paramount Pictures
tt2479478,
tt2296777,Paramount Pictures
tt6811018,Twentieth Century Fox
tt1431045,Twentieth Century Fox
tt2179136,Warner Bros.
tt1051904,Columbia Pictures
tt0095956,TriStar Pictures
tt0114319,Paramount Pictures
tt0485985,Twentieth Century Fox
tt0425123,DreamWorks Distribution
tt2234155,Twentieth Century Fox
tt0158622,Universal Pictures
tt0379865,Universal Pictures
tt5442430,Columbia Pictures
tt1314228,Columbia Pictures
tt1000774,New Line Cinema
tt1220634,Screen Gems
tt1232200,Columbia Pictures
tt0118971,Warner Bros.
tt5280288,
tt0116136,Universal Pictures
tt0367479,New Line Cinema
tt0238112,Universal Pictures
tt2180411,Walt Disney Studios Motion Pictures
tt0305224,Columbia Pictures
tt0395699,Buena Vista Pictures
tt0351977,Mayer
tt7286456,Warner Bros.
tt0109830,Paramount Pictures
tt0952640,Twentieth Century Fox
tt1727824,Twentieth Century Fox
tt0386588,Columbia Pictures
tt0212338,Universal Pictures
tt0454921,Columbia Pictures
tt0114148,Buena Vista Pictures
tt0078346,Warner Bros.
tt0117218,Universal Pictures
tt4465564,Universal Pictures
tt1535109,Columbia Pictures
tt0119190,Buena Vista Pictures
tt0328828,Universal Pictures
tt3402236,Twentieth Century Fox
tt0455944,Columbia Pictures
tt4477536,Universal Pictures
tt0112642,Universal Pictures
tt1279935,Twentieth Century Fox
tt0252076,Columbia Pictures
tt0112740,Buena Vista Pictures
tt0408790,Buena Vista Pictures
tt0109635,Warner Bros.
tt0120632,Warner Bros.
tt1109624,Dimension
tt0449089,Columbia Pictures
tt0111282,UA Distribution Company
tt0131325,Universal Pictures
tt0422704,Miramax
tt0098439,Warner Bros.
tt0104070,Universal Pictures
tt0184894,Buena Vista Pictures
tt0116253,Warner Bros.
tt1621039,Relativity Media
tt0349773,
tt0865556,Lionsgate
tt0293508,Warner Bros.
tt2281587,Walt Disney Studios Motion Pictures
tt0116250,Buena Vista Pictures
tt4302938,Focus Features
tt0122690,United Artists
tt1126591,Screen Gems
tt0116409,Paramount Pictures
tt0824747,Universal Pictures
tt1298649,Twentieth Century Fox
tt0269347,Paramount Pictures
tt0128278,Buena Vista Pictures
tt0338466,Twentieth Century Fox
tt0839980,New Line Cinema
tt2798920,Paramount Pictures
tt2554274,Universal Pictures
tt1430626,Columbia Pictures
tt0402022,Paramount Pictures
tt0115857,Twentieth Century Fox
tt0116277,TriStar Pictures
tt0414055,Universal Pictures
tt0780567,Paramount Pictures
tt0279111,Warner Bros.
tt0120390,Mayer
tt4047068,
tt0405676,Sony Pictures Releasing
tt0167456,Universal Pictures
tt0447666,
tt0338216,Warner Bros.
tt0130089,The Kushner-Locke Company
tt0160184,DEJ Productions
tt0463034,Universal Pictures
tt0814314,Columbia Pictures
tt0099674,Paramount Pictures
tt0368709,Paramount Pictures
tt0299930,Columbia Pictures
tt0162650,Paramount Pictures
tt0377818,Warner Bros.
tt1197624,Overture Films
tt1355683,Warner Bros.
tt0118617,Twentieth Century Fox
tt0203009,Twentieth Century Fox
tt0249478,Paramount Pictures
tt0418689,Paramount Pictures
tt0462322,Dimension Films
tt0120603,Buena Vista Pictures
tt1790885,Columbia Pictures
tt0264464,DreamWorks Distribution
tt0795421,Universal Pictures
tt0452594,Universal Pictures
tt0817230,New Line Cinema
tt0112641,Universal Pictures
tt1488555,Universal Pictures
tt0120863,The Criterion Collection
tt0125664,Universal Pictures
tt1179034,Lionsgate
tt0245803,Mayer
tt0183505,Twentieth Century Fox
tt4244998,Columbia Pictures
tt0790604,Twentieth Century Fox
tt1385826,Universal Pictures
tt1259571,Summit Entertainment
tt0126029,DreamWorks Distribution
tt1637725,Universal Pictures
tt2294449,Columbia Pictures
tt0102798,Warner Bros.
tt0116695,TriStar Pictures
tt1528854,Paramount Pictures
tt0119822,TriStar Pictures
tt0129290,Universal Pictures
tt1489889,Warner Bros.
tt1229340,Paramount Pictures
tt1650062,Paramount Pictures
tt0280590,Columbia Pictures
tt0195685,Universal Pictures
tt6343314,Mayer
tt5117670,Columbia Pictures
tt0251127,Paramount Pictures
tt0110148,Geffen Pictures
tt7959026,Warner Bros.
tt1068680,Warner Bros.
tt2024469,Universal Pictures
tt0120686,TriStar Pictures
tt0427229,Paramount Pictures
tt0454848,Universal Pictures
tt4877122,Columbia Pictures
tt1570728,Warner Bros.
tt6294822,Twentieth Century Fox
tt0120784,Paramount Pictures
tt0112715,Paramount Pictures
tt0448011,Summit Entertainment
tt0377109,DreamWorks Distribution
tt1389137,Twentieth Century Fox
tt1210166,Columbia Pictures
tt0388419,Columbia Pictures
tt0775408,
tt0114069,Warner Bros.
tt1075417,Walt Disney Studios Motion Pictures
tt0356618,Columbia Pictures
tt0400497,Buena Vista Pictures
tt0300471,Buena Vista Pictures
tt0381971,Universal Pictures
tt1605630,Universal Pictures
tt1428538,Paramount Pictures
tt1464540,Touchstone Pictures
tt0250797,Twentieth Century Fox
tt3532216,Universal Pictures
tt0365737,Warner Bros.
tt0318627,Screen Gems
tt2262227,Twentieth Century Fox
tt0118548,Columbia Pictures
tt0408345,Warner Bros.
tt0119174,Polygram Filmed Entertainment
tt0119173,Buena Vista Pictures
tt2106361,Warner Bros.
tt1872194,Warner Bros.
tt0384537,TriStar Pictures
tt1206885,Lionsgate
tt0191397,Warner Home Video
tt0120768,Warner Bros.
tt2005151,Warner Bros.
tt0109254,Paramount Pictures
tt0099700,Warner Bros.
tt0119874,DreamWorks Distribution
tt0313443,Mayer
tt0317198,Universal Pictures
tt0163978,Twentieth Century Fox
tt0110725,Warner Bros.
tt1186367,Warner Bros.
tt0350028,Buena Vista Pictures
tt3799694,Warner Bros.
tt0126916,Universal Pictures
tt0141109,Warner Bros.
tt1392197,Twentieth Century Fox
tt0117765,Columbia Pictures
tt1212419,Warner Bros.
tt0264935,Warner Bros.
tt0112401,Warner Bros.
tt5478478,Entertainment Studios Motion Pictures
tt1608290,Paramount Pictures
tt1571569,
tt0367959,Mayer
tt0160916,Universal Pictures
tt1517260,Open Road Films
tt0264395,Columbia Pictures
tt2199571,Warner Bros.
tt0309377,Warner Bros.
tt0963178,Columbia Pictures
tt0116225,Paramount Pictures
tt0315297,Paramount Pictures
tt5294550,Sony Pictures Releasing
tt0362270,Buena Vista Pictures
tt0129167,Fathom Events
tt2274648,Lionsgate
tt1240982,Universal Pictures
tt4477936,
tt1462041,Universal Pictures
tt1124037,STX Entertainment
tt1034032,Lionsgate
tt0331933,Columbia Pictures
tt0289992,Universal Pictures
tt1559547,Warner Bros.
tt0378109,Sony Pictures Releasing
tt0765443,Focus Features
tt0109190,Twentieth Century Fox
tt0151137,Columbia TriStar
tt0113010,Warner Bros.
tt1502404,Summit Entertainment
tt0119592,Warner Bros.
tt0114345,Buena Vista Pictures
tt0421054,New Line Cinema
tt0113451,Paramount Pictures
tt0891592,Twentieth Century Fox
tt0266452,Warner Bros.
tt4701724,Lionsgate
tt0315824,Warner Bros.
tt0181151,Columbia Pictures
tt4426464,Entertainment Studios Motion Pictures
tt7134096,Paramount Pictures
tt1014763,Lionsgate
tt1374992,Millennium Entertainment
tt7547410,Paramount Pictures
tt0267804,Columbia Pictures
tt1823672,Columbia Pictures
tt0098987,Twentieth Century Fox
tt1781769,Focus Features
tt0097576,Paramount Pictures
tt0298130,DreamWorks Distribution
tt0181865,USA Films
tt0258000,Columbia Pictures
tt1560220,Columbia Pictures
tt0155267,Mayer Distributing Corporation
tt7401588,Paramount Pictures
tt0145681,Universal Pictures
tt0120188,Warner Bros.
tt0808510,Twentieth Century Fox
tt0250687,Paramount Pictures
tt0381849,Lionsgate
tt0272152,Universal Pictures
tt0230030,Twentieth Century Fox
tt0120780,Universal Pictures
tt0087089,Orion Pictures
tt5033998,Sony Pictures Releasing
tt0462499,Lionsgate
tt1355631,Broad Green Pictures
tt0099422,Buena Vista Pictures Distribution
tt2543164,Paramount Pictures
tt0115798,Columbia Pictures
tt0106220,Paramount Pictures
tt1757737,Akanga Film Productions
tt0200027,Columbia Pictures
tt0307479,Twentieth Century Fox
tt1075747,Warner Bros.
tt0117002,Sony Pictures Releasing
tt0490215,Paramount Pictures
tt0119738,TriStar Pictures
tt0265029,Columbia Pictures
tt0117731,Paramount Pictures
tt0278504,Warner Bros.
tt1392214,Warner Bros.
tt0115956,Twentieth Century Fox
tt0119528,Universal Pictures
tt0120623,Buena Vista Pictures
tt1397280,Twentieth Century Fox
tt0109813,Universal Pictures
tt0306047,Miramax
tt0212346,Warner Bros.
tt4765284,Universal Pictures
tt0373051,Warner Bros.
tt0107798,Warner Bros.
tt0368933,Buena Vista Pictures
tt0825232,Warner Bros.
tt0109446,Warner Bros.
tt1204342,Walt Disney Studios Motion Pictures
tt0105112,Paramount Pictures
tt0369735,New Line Cinema
tt0139654,Warner Bros.
tt3631112,Universal Pictures
tt0177789,DreamWorks Distribution
tt0257106,Dimension Films
tt0120611,New Line Cinema
tt0393162,Paramount Pictures
tt1038919,Columbia Pictures
tt0264472,Paramount Pictures
tt0118615,Columbia Pictures
tt0401855,Screen Gems
tt3224458,TriStar Pictures
tt0200550,Buena Vista Pictures
tt0314331,Universal Pictures
tt0116669,Buena Vista Pictures
tt0111255,Warner Bros.
tt1711525,Paramount Pictures
tt0117918,Warner Bros.
tt0371724,Buena Vista Pictures
tt0432021,Screen Gems
tt0396592,Twentieth Century Fox
tt1615065,Universal Pictures
tt0110997,Universal Pictures
tt1086772,Warner Home Video
tt0408985,Paramount Pictures
tt0450232,Warner Bros.
tt0113419,Paramount Pictures
tt0337921,New Line Cinema
tt5606664,Warner Bros.
tt0429589,Warner Bros.
tt0274166,Universal Pictures
tt0087182,Universal Pictures
tt0775552,Twentieth Century Fox
tt0445922,Columbia Pictures
tt0959337,DreamWorks Distribution
tt0364970,Twentieth Century Fox
tt3513548,Warner Bros.
tt0109836,TriStar Pictures
tt0116421,Warner Bros.
tt1946502,STX Entertainment
tt0117108,Columbia Pictures
tt0237572,Warner Bros.
tt0117331,Paramount Pictures
tt0376108,Twentieth Century Fox
tt1139328,Summit Distribution
tt0149624,Columbia TriStar Home Entertainment
tt0814022,Lionsgate
tt0113987,Buena Vista Pictures
tt1343727,Lionsgate
tt0376136,FilmDistrict
tt0118956,Buena Vista Pictures Distribution
tt3289724,Universal Pictures
tt1634122,Universal Pictures
tt1046997,Walt Disney Studios Motion Pictures
tt0246464,Buena Vista Pictures
tt0484740,New Line Cinema
tt0255477,Miramax
tt0120107,Buena Vista Pictures
tt0249516,Lions Gate Films
tt1024648,Warner Bros.
tt0106977,Warner Bros.
tt0089880,Rialto Pictures
tt0117665,Warner Bros.
tt1438254,Universal Pictures
tt0116731,Columbia Pictures
tt2788710,Columbia Pictures
tt0080855,United Artists
tt2404463,Twentieth Century Fox
tt0181536,Columbia Pictures
tt0191754,Columbia Pictures
tt0253867,Columbia Pictures
tt5177088,Columbia Pictures
tt3416532,Focus Features
tt0472399,CBS Films
tt0106918,Paramount Pictures
tt1232829,Columbia Pictures
tt0125439,Universal Pictures
tt3281548,Columbia Pictures
tt0120630,DreamWorks Distribution
tt0343135,Universal Pictures
tt0103859,Paramount Pictures
tt0889583,Universal Pictures
tt0056937,Twentieth Century Fox
tt2334871,Twentieth Century Fox
tt1648179,Columbia Pictures
tt0257756,Twentieth Century Fox
tt0117057,TriStar Pictures
tt1486185,Warner Bros.
tt0265349,Screen Gems
tt0097742,United Artists
tt1255919,Columbia Pictures
tt1598828,Lionsgate
tt0179626,New Line Cinema
tt0399295,Lions Gate Films
tt0108255,Buena Vista Pictures
tt0104412,Columbia Pictures
tt1568338,Summit Distribution
tt1032751,Relativity Media
tt0119640,Universal Pictures
tt1634037,
tt0298203,Universal Pictures
tt2066051,Paramount Pictures
tt0183790,Columbia Pictures
tt0288045,TriStar Pictures
tt1053810,Fox 2000 Pictures
tt0167404,Buena Vista Pictures
tt0396269,New Line Cinema
tt1155076,Columbia Pictures
tt6146586,Lionsgate
tt2322441,Universal Pictures
tt8946378,Lionsgate
tt1041829,Walt Disney Studios Motion Pictures
tt1800241,Columbia Pictures
tt0349205,Twentieth Century Fox
tt2872732,Universal Pictures
tt1091191,Universal Pictures
tt0096874,Universal Pictures
tt0150377,Paramount Pictures
tt0338459,Miramax
tt0117913,Warner Bros.
tt0104694,Columbia Pictures
tt1285016,Columbia Pictures
tt1135503,Columbia Pictures
tt1001508,New Line Cinema
tt2869728,Universal Pictures
tt0362120,Dimension Films
tt2561572,KVH Media Group
tt0134084,Dimension Films
tt0099088,Universal Pictures
tt2140479,Warner Bros.
tt2096672,Universal Pictures
tt2203939,Twentieth Century Fox
tt0103874,Columbia Pictures
tt0397313,Buena Vista Pictures
tt0134119,Miramax
tt2361509,Warner Bros.
tt0104691,Twentieth Century Fox
tt0350258,Universal Pictures
tt0401792,Dimension Films
tt3682448,Walt Disney Studios Motion Pictures
tt0443274,Columbia Pictures
tt1155056,Dreamworks Distribution LLC
tt0256380,Twentieth Century Fox
tt0102138,Warner Bros.
tt0421729,Twentieth Century Fox
tt6189022,Lionsgate
tt2119543,Universal Pictures
tt2119532,Lionsgate
tt0236493,DreamWorks Distribution
tt1144884,Warner Bros.
tt0974661,New Line Cinema
tt1401152,Warner Bros.
tt1226229,Universal Pictures
tt0348836,Sony Pictures Entertainment
tt0159273,Twentieth Century Fox
tt1189340,Lionsgate
tt0358135,Miramax
tt0445990,Buena Vista Pictures
tt0765446,The Weinstein Company
tt0122718,DreamWorks Distribution
tt0120177,New Line Cinema
tt2170439,Warner Bros.
tt0245844,Buena Vista Pictures
tt0482571,Buena Vista Pictures
tt0410297,Warner Bros.
tt1424381,Twentieth Century Fox
tt1462769,Walt Disney Studios Motion Pictures
tt0093428,United Artists
tt0472043,Buena Vista Pictures
tt0758766,Warner Bros.
tt0091396,Universal Pictures
tt0363988,Columbia Pictures
tt0397101,Universal Pictures
tt1742044,Warner Bros.
tt0866439,Columbia Pictures
tt0119978,Paramount Pictures
tt0104839,Buena Vista Pictures
tt0118607,DreamWorks Distribution
tt2557490,Universal Pictures
tt1622979,Warner Bros.
tt4218572,Twentieth Century Fox
tt0332047,Twentieth Century Fox
tt0758730,Twentieth Century Fox
tt1153702,
tt1956620,Columbia Pictures
tt1262416,The Weinstein Company
tt0110989,Warner Bros.
tt0174480,Mayer Distributing Corporation
tt1092026,Universal Pictures
tt1694020,Paramount Pictures
tt1657507,Sony Pictures Releasing
tt0134273,Sony Pictures Entertainment
tt1590193,Lionsgate
tt0162983,Columbia Pictures
tt0101761,TriStar Pictures
tt0130121,Warner Bros.
tt6663582,Lionsgate
tt0223897,Warner Bros.
tt1334512,Warner Bros.
tt0817538,Paramount Pictures
tt4572514,Lionsgate
tt0111143,Universal Pictures
tt1129442,Lionsgate
tt1126618,Paramount Pictures
tt0430308,Paramount Pictures
tt2139881,Lionsgate
tt0160009,Warner Bros.
tt1661382,Warner Bros.
tt0163983,Paramount Pictures
tt0294870,Columbia Pictures
tt0129280,Paramount Pictures
tt3486626,Open Road Films
tt0116654,New Line Cinema
tt0246544,Miramax
tt2592614,Screen Gems
tt0467200,Columbia Pictures
tt4481514,Warner Bros.
tt0230838,Warner Bros.
tt0444682,Warner Bros.
tt0479997,Relativity Media
tt0110971,Buena Vista Pictures
tt0120800,Warner Bros.
tt0269095,Warner Bros.
tt0132512,Mayer
tt3522806,Lionsgate
tt0329691,Warner Bros.
tt0432283,Twentieth Century Fox
tt1308728,STX Entertainment
tt0114436,United Artists
tt0115907,Columbia Pictures
tt1430615,Universal Pictures
tt1649419,Lionsgate
tt0763831,Paramount Pictures
tt5390504,United Artists Releasing
tt0422720,Columbia Pictures
tt1846589,Lionsgate
tt0208988,Warner Bros.
tt0113552,Twentieth Century Fox
tt2387499,Twentieth Century Fox
tt0282687,Twentieth Century Fox
tt0093278,Columbia Pictures
tt0104850,Warner Bros.
tt1129445,Fox Searchlight Pictures
tt0450405,Universal Pictures
tt0363282,Warner Bros.
tt0120646,Columbia Pictures
tt0375173,Paramount Pictures
tt0295254,Warner Bros.
tt1111948,Mayer
tt2515034,Open Road Films
tt1188729,Overture Films
tt0266489,Miramax
tt1413495,Relativity Media
tt0081400,Associated Film Distribution
tt5360952,Entertainment Studios Motion Pictures
tt5292922,
tt1976009,Twentieth Century Fox
tt3864056,Warner Bros.
tt0283160,Paramount Pictures
tt0189192,Buena Vista Pictures
tt1706620,TWC
tt0448134,Fox Searchlight Pictures
tt0110074,Warner Bros.
tt2513074,TriStar Pictures
tt0091757,Cannon Film Distributors
tt0361500,Freestyle Releasing
tt0455782,Mayer
tt0457495,Mayer
tt1326972,Magnet Releasing
tt0357054,Buena Vista Pictures
tt2032572,Saban Films
tt1241317,
tt6820324,
tt0452694,New Line Cinema
tt0086393,Warner Bros.
tt0490084,Universal Pictures
tt1142977,Walt Disney Studios Motion Pictures
tt0117608,Universal Pictures
tt0379786,Universal Pictures
tt0465602,New Line Cinema
tt0312329,Paramount Pictures
tt0232500,Universal Pictures
tt0256415,Buena Vista Pictures
tt1142988,Columbia Pictures
tt0111280,Paramount Pictures
tt2091256,Twentieth Century Fox
tt3450650,Columbia Pictures
tt4501244,Twentieth Century Fox
tt1067583,Twentieth Century Fox
tt1055292,Warner Bros.
tt0174856,Universal Pictures
tt1411250,Universal Pictures
tt0125022,Mayer
tt0278435,Columbia Pictures
tt2304933,Columbia Pictures
tt0465580,Summit Entertainment
tt1979320,Universal Pictures
tt0225071,Warner Bros.
tt0279889,Twentieth Century Fox
tt3829920,Columbia Pictures
tt0116259,Columbia Pictures
tt0905372,Universal Pictures
tt0202470,Warner Bros.
tt5822564,Warner Bros.
tt0118158,Buena Vista Pictures
tt0970411,Walden
tt0119210,Paramount Pictures
tt4971344,United Artists Releasing
tt0193560,Echo Bridge Home Entertainment
tt1346913,
tt1586265,Lionsgate
tt1560747,The Weinstein Company
tt0469903,Universal Pictures
tt1099212,Summit Distribution
tt1723121,Warner Bros.
tt3076658,Warner Bros.
tt0840361,Warner Bros.
tt1564349,Warner Bros.
tt2704998,Warner Bros.
tt0887883,Focus Features
tt0337563,Columbia Pictures
tt0410377,Walden
tt1292566,Warner Bros.
tt1385867,Warner Bros.
tt1161864,Warner Bros.
tt0482603,Twentieth Century Fox
tt0175880,
tt1243974,Columbia Pictures
tt1517451,Warner Bros.
tt0251160,New Line Cinema
tt0181316,Sony Pictures Releasing
tt0086006,Warner Bros.
tt1231587,Mayer
tt0118771,Paramount Pictures
tt2978462,Warner Bros.
tt4682786,Warner Bros.
tt0266465,New Line Cinema
tt0184858,Dimension Films
tt0120834,Universal Pictures
tt0116410,Columbia Pictures
tt0119177,Columbia Pictures
tt0141399,Universal Pictures
tt1316616,Samuel Goldwyn Films
tt1837636,IFC Films
tt0325537,DreamWorks Distribution
tt1396484,New Line Cinema
tt1119646,Warner Bros.
tt0878804,Warner Bros.
tt0096895,Warner Bros.
tt0145660,New Line Cinema
tt1403865,Paramount Pictures
tt0104714,Warner Bros.
tt0120812,New Line Cinema
tt2024432,Universal Pictures
tt0458352,Fox 2000 Pictures
tt1499658,Warner Bros.
tt0227538,Dimension Films
tt3152624,Universal Pictures
tt2140373,Walt Disney Studios Motion Pictures
tt0079945,Paramount Pictures
tt0478087,Columbia Pictures
tt1033643,Twentieth Century Fox
tt0101540,Universal Pictures
tt0116209,Miramax
tt0785006,Paramount Pictures
tt0372237,Columbia Pictures
tt1758830,Universal Pictures
tt0119488,Warner Bros.
tt0405325,Buena Vista Pictures
tt0119360,Paramount Pictures
tt1179056,New Line Cinema
tt0209958,New Line Cinema
tt0114508,Mayer
tt0437863,Columbia Pictures
tt1028576,Walt Disney Studios Motion Pictures
tt0120744,Mayer
tt1632708,Screen Gems
tt4438848,Universal Pictures
tt0453556,Warner Bros.
tt0316465,Columbia Pictures
tt5052474,Sony Pictures Releasing
tt0976238,Walt Disney Studios Motion Pictures
tt0104797,Warner Bros.
tt1029360,Twentieth Century Fox
tt5664636,Columbia Pictures
tt1413492,Warner Bros.
tt0417001,Warner Bros.
tt0762114,Warner Bros.
tt0119008,Sony Pictures Releasing
tt0467197,Twentieth Century Fox
tt0120804,Screen Gems
tt0335245,Buena Vista Pictures
tt0491152,Warner Bros.
tt0762121,New Line Cinema
tt1637688,Twentieth Century Fox
tt1212436,CBS Films
tt1616195,Warner Bros.
tt0186894,Miramax
tt4560436,STX Entertainment
tt2967224,Warner Bros.
tt3322364,Columbia Pictures
tt1615160,STX Entertainment
tt0376541,Sony Pictures Entertainment
tt0111301,Universal Pictures
tt0265087,Twentieth Century Fox
tt0253474,Focus Features
tt0397065,Warner Bros.
tt0120681,Twentieth Century Fox
tt6306064,STX Entertainment
tt0790686,Twentieth Century Fox
tt3717252,Screen Gems
tt0238546,Warner Bros.
tt0880578,Screen Gems
tt0100403,Twentieth Century Fox
tt1600195,Lionsgate
tt0080745,Universal Pictures
tt0426592,Dimension Films
tt0124298,New Line Cinema
tt1712170,Summit Entertainment
tt0300051,Miramax
tt0119668,Warner Bros.
tt1473832,Miramax
tt0252503,Warner Bros.
tt0104427,20th Century Fox Home Entertainment
tt3553442,Paramount Pictures
tt0327679,Miramax
tt2679042,Twentieth Century Fox
tt5776858,Focus Features
tt0443701,Twentieth Century Fox
tt1547234,Columbia Pictures
tt1235522,Twentieth Century Fox
tt0361089,Buena Vista Pictures
tt0185014,Paramount Pictures
tt0257516,Miramax
tt0841046,Columbia Pictures
tt0240510,Paramount Pictures
tt0492389,Summit Entertainment
tt1904996,FilmDistrict
tt0360201,Universal Pictures
tt0211938,Warner Bros.
tt0891527,Mayer
tt0099587,Paramount Pictures
tt0478304,Fox Searchlight Pictures
tt0244000,Warner Bros.
tt1540128,FilmDistrict
tt0383060,Columbia Pictures
tt0120824,Miramax
tt0962736,Apparition
tt1742334,Open Road Films
tt0120724,Sony Pictures Entertainment
tt0365929,Warner Bros.
tt2358925,Twentieth Century Fox
tt3488710,TriStar Pictures
tt0414993,Warner Bros.
tt2304771,The Weinstein Company
tt0450314,Lionsgate
tt0304711,Twentieth Century Fox
tt0401445,Fox 2000 Pictures
tt3381008,Columbia Pictures
tt1758810,Universal Pictures
tt0280665,Warner Bros.
tt0120479,Mayer
tt0309820,S. Entertainment
tt2053331,Roadside Attractions
tt0105211,Columbia Pictures
tt2980210,Lionsgate
tt0120152,Fox Searchlight Pictures
tt0091767,M Entertainment
tt0081059,United Film Distribution Company
tt0134154,The Criterion Collection
tt1656186,Millennium Films
tt1674784,Millennium Films
tt0416496,Twentieth Century Fox
tt1321869,IFC Films
tt0490087,Capitol Films
tt1093357,Summit Entertainment
tt3890160,TriStar Pictures
tt1790864,Twentieth Century Fox
tt2726560,Twentieth Century Fox
tt0106226,Columbia Pictures
tt4073790,Twentieth Century Fox
tt0163579,Warner Bros.
tt0138304,New Line Cinema
tt0167203,Columbia Pictures
tt0082979,Paramount Pictures
tt0104257,Columbia Pictures
tt0208003,Twentieth Century Fox
tt0242445,Warner Bros.
tt2823054,Twentieth Century Fox
tt1800741,Lionsgate
tt0417148,New Line Cinema
tt0330793,Lions Gate Films
tt0204626,Universal Pictures
tt8688634,STX Entertainment
tt1656190,Lionsgate
tt0483607,Rogue Pictures
tt0120797,
tt1817771,Columbia Pictures
tt1478338,Universal Pictures
tt0976051,The Weinstein Company
tt1931435,Lionsgate
tt1655460,Universal Pictures
tt0319343,New Line Cinema
tt0117333,Buena Vista Pictures
tt1245492,Columbia Pictures
tt0281373,Buena Vista Pictures Distribution
tt0457510,Paramount Pictures
tt0096061,Paramount Pictures
tt1135084,Screen Gems
tt0945513,Summit Distribution
tt0145531,Mayer Distributing Corporation
tt0203019,Twentieth Century Fox
tt6791096,STX Entertainment
tt1464174,Twentieth Century Fox
tt0106246,Buena Vista Pictures
tt0481369,New Line Cinema
tt0078723,Universal Pictures
tt0418647,DreamWorks Distribution
tt6394270,Lionsgate
tt0399146,New Line Cinema
tt0790628,Warner Bros.
tt0114214,TriStar Pictures
tt0323033,New Line Cinema
tt6628394,Twentieth Century Fox
tt1322312,Warner Bros.
tt0163988,Paramount Pictures
tt1053424,Universal Pictures
tt0372873,Freestyle Releasing
tt0115725,Warner Bros.
tt0118829,Warner Bros.
tt0150216,Buena Vista Pictures
tt0452624,Warner Bros.
tt0306892,American World Pictures
tt0078788,Miramax
tt4545300,Foliage Films
tt6859418,
tt0453562,Warner Bros.
tt1907668,Paramount Pictures
tt0113862,Buena Vista Pictures
tt0089755,Universal Pictures
tt0079574,United Artists
tt2278388,Fox Searchlight Pictures
tt1524930,Warner Bros.
tt0099052,Buena Vista Pictures
tt0186151,New Line Cinema
tt0252501,Warner Bros.
tt1244659,CBS Films
tt0113161,Mayer
tt0087332,Columbia Pictures
tt0114709,Buena Vista Pictures
tt3104988,Warner Bros.
tt0299658,Miramax
tt0142342,Columbia Pictures
tt0252866,Universal Pictures
tt1606389,Screen Gems
tt0111257,Twentieth Century Fox
tt0099810,Paramount Pictures
tt1327773,The Weinstein Company
tt0210945,Buena Vista Pictures
tt1136608,Sony Pictures Releasing
tt0364725,Twentieth Century Fox
tt0101272,Paramount Pictures
tt0112281,Warner Bros.
tt0247638,Buena Vista Pictures
tt0122933,Warner Bros.
tt0116313,Paramount Pictures
tt0405159,Warner Bros.
tt0114369,New Line Cinema
tt0327056,Warner Bros.
tt1850457,Universal Pictures
tt1193138,Paramount Pictures
tt0332280,New Line Cinema
tt1114677,Walt Disney Studios Motion Pictures
tt0988595,Fox 2000 Pictures
tt0213203,Paramount Pictures
tt1959563,Lionsgate
tt0102713,Columbia Pictures
tt0430105,Paramount Pictures
tt0110322,TriStar Pictures
tt1276104,TriStar Pictures
tt1588173,Lionsgate
tt0257360,New Line Cinema
tt1821658,Open Road Films
tt0231775,Paramount Pictures
tt0112431,Universal Pictures
tt1535438,Columbia Pictures
tt0800039,Universal Pictures
tt0390022,Universal Pictures
tt0097481,Paramount Pictures
tt0871426,Universal Pictures
tt0119313,Twentieth Century Fox
tt0901476,Twentieth Century Fox
tt0364751,Paramount Pictures
tt1605783,Sony Pictures Classics
tt4555426,Focus Features
tt0312004,DreamWorks Distribution
tt0431308,Warner Bros.
tt0121164,Warner Bros.
tt5619332,Warner Bros.
tt0892318,Summit Entertainment
tt0221027,New Line Cinema
tt0139462,Warner Bros.
tt1798684,The Weinstein Company
