movie_id,studio
tt0098382,Paramount Pictures
tt2406566,Focus Features
tt0308506,Twentieth Century Fox
tt0110622,Paramount Pictures
tt0783233,Focus Features
tt0090264,UA Entertainment Company
tt0376105,Warner Bros.
tt3397884,Lionsgate
tt0096933,Paramount Pictures
tt0093058,Warner Bros.
tt1259528,STX Entertainment
tt0383010,Twentieth Century Fox
tt0382918,Warner Bros.
tt2911666,Lionsgate
tt0385726,Buena Vista Pictures
tt1655441,Lionsgate
tt1193631,Walt Disney Studios Motion Pictures
tt1127180,Universal Pictures
tt7371706,
tt0327137,New Line Cinema
tt0420223,Columbia Pictures
tt0993842,Focus Features
tt0300532,Universal Pictures
tt0389722,Sony Pictures Releasing
tt0091419,Warner Bros.
tt0421206,Sony Pictures Entertainment
tt0095631,Universal Pictures
tt1073498,Twentieth Century Fox
tt0093894,TriStar Pictures
tt2404311,Relativity EuropaCorp Distribution
tt6802308,Warner Bros.
tt0119707,
tt1583420,Universal Pictures
tt1939659,Screen Gems
tt8623904,Universal Pictures
tt0446046,New Line Cinema
tt1137450,Mayer
tt1674771,Warner Bros.
tt0161083,Mayer
tt2053463,Open Road Films
tt0472033,Focus Features
tt2377322,Screen Gems
tt2473602,Universal Pictures
tt4209788,STX Entertainment
tt1195478,Universal Pictures
tt1449283,Walt Disney Studios Motion Pictures
tt0118798,
tt0329028,New Line Cinema
tt4537896,Columbia Pictures
tt0114857,Paramount Pictures
tt0120776,Universal Pictures
tt0881320,Universal Pictures
tt0465624,Twentieth Century Fox
tt6245710,
tt0339412,Buena Vista Pictures
tt4463894,New Line Cinema
tt1458175,Lionsgate
tt6421110,Screen Gems
tt2072233,Open Road Films
tt0361841,Columbia Pictures
tt0398712,Rogue Pictures
tt2364841,Twentieth Century Fox
tt0120008,Columbia Pictures
tt4849438,Great India Films
tt0370032,Screen Gems
tt0395972,Warner Bros.
tt1438176,Walt Disney Studios Motion Pictures
tt5109784,Paramount Pictures
tt2080374,Universal Pictures
tt0271367,Warner Bros.
tt0116320,Mayer
tt1602001,
tt5160558,
tt0327247,Warner Bros.
tt0091225,Universal Pictures
tt0482572,New Line Cinema
tt0402901,Screen Gems
tt0335121,Lions Gate Films
tt0318283,Warner Bros.
tt0324554,Mayer Distributing Corporation
tt0402399,New Line Cinema
tt0765447,Focus Features
tt1549920,Lionsgate
tt0120710,DreamWorks Distribution
tt0131646,Twentieth Century Fox
tt4513674,Lionsgate
tt0218817,Mayer
tt2101341,FilmDistrict
tt1098327,Twentieth Century Fox
tt0361620,Twentieth Century Fox
tt0350261,Miramax
tt3922818,STX Entertainment
tt7456310,Lionsgate
tt1054606,Sony Pictures Classics
tt0280380,Columbia Pictures
tt6017942,Lionsgate
tt0087843,The Ladd Company
tt3881784,Roadside Attractions
tt0120683,Mill Creek Entertainment
tt4154916,Entertainment Studios Motion Pictures
tt0443680,Warner Bros.
tt0379889,Sony Pictures Classics
tt0403016,Twentieth Century Fox
tt0482546,Mayer
tt1586752,Relativity Media
tt2231253,Lionsgate
tt2814362,Screen Media Films
tt0064552,
tt2095649,The Weinstein Company
tt1935194,Paramount Pictures
tt0438859,
tt0265651,Fine Line Features
tt2126235,Open Road Films
tt2848292,Universal Pictures
tt0358273,Twentieth Century Fox
tt6781982,Universal Pictures
tt2702724,Universal Pictures
tt0114746,Universal Pictures
tt0285823,Columbia Pictures
tt0171433,Buena Vista Pictures
tt5439796,Fingerprint Releasing
tt4136084,Paramount Pictures
tt7545266,Paramount Pictures
tt0870111,Universal Pictures
tt0387575,Focus Features
tt0261289,Paramount Pictures
tt0270288,Miramax
tt1127896,Focus Features
tt0092804,Universal Pictures
tt10059518,Solstice Studios
tt0140397,Buena Vista Pictures Distribution
tt0366627,Warner Independent Pictures
tt0103639,Buena Vista Pictures
tt0087469,Paramount Pictures
tt1398426,Universal Pictures
tt3564472,Universal Pictures
tt0134067,Paramount Pictures
tt0095016,Twentieth Century Fox
tt0164334,Paramount Pictures
tt6359956,STX Entertainment
tt1702439,Relativity Media
tt1596363,Paramount Pictures
tt3387520,Lionsgate
tt0430922,Universal Pictures
tt1698641,Walt Disney Studios Motion Pictures
tt0349825,Buena Vista Pictures
tt1204975,CBS Films
tt0209475,Columbia Pictures
tt0363547,Universal Pictures
tt0082398,United Artists
tt2854926,Warner Bros.
tt0265666,Buena Vista Pictures
tt0309698,Columbia Pictures
tt0240890,Miramax
tt1250777,Lionsgate
tt0196229,Paramount Pictures
tt0111438,Universal Pictures
tt0481141,Warner Bros.
tt0107120,Buena Vista Pictures
tt0414387,Focus Features
tt1622547,Columbia Pictures
tt0219653,Dimension Films
tt0083658,Warner Bros.
tt0114287,United Artists
tt2172934,Relativity EuropaCorp Distribution
tt1650554,Universal Pictures
tt0498399,Columbia Pictures
tt0365907,Universal Pictures
tt1273678,Lionsgate
tt1430612,Relativity EuropaCorp Distribution
tt0397078,Twentieth Century Fox
tt0160484,New Line Cinema
tt3316948,Lionsgate
tt1374989,Screen Gems
tt0134618,
tt0120133,Universal Pictures
tt1018765,Warner Bros.
tt0119485,Buena Vista Pictures
tt0455538,Mayer
tt6807754,
tt0478311,Universal Pictures
tt0086034,UA Entertainment Company
tt1078588,New Line Cinema
tt0494652,Universal Pictures
tt1710396,Warner Bros.
tt0087892,Columbia Pictures
tt0465551,Fox Searchlight Pictures
tt0804522,New Line Cinema
tt1521197,Columbia Pictures
tt1219289,Relativity Media
tt0102975,Paramount Pictures
tt8350360,Warner Bros.
tt0119468,Paramount Pictures
tt0080455,Universal Pictures
tt0110213,Buena Vista Pictures
tt1018785,Warner Bros.
tt2241351,Sony Pictures Releasing
tt0276751,Universal Pictures
tt0139414,Fox 2000 Pictures
tt0425210,Mayer
tt0086197,Warner Bros.
tt1772232,
tt0118929,New Line Cinema
tt0864761,Paramount Vantage
tt0373908,Paramount Pictures
tt0089908,Buena Vista Distribution Company
tt0120769,Twentieth Century Fox
tt0324127,Paramount Pictures
tt0415965,New Line Cinema
tt0155711,Mayer
tt5449004,
tt0486674,Magnolia Pictures
tt0340376,Sony Pictures Classics
tt4682804,Fox Searchlight Pictures
tt0073822,Surrogate
tt1114740,Columbia Pictures
tt0322330,Buena Vista Pictures
tt0405422,Universal Pictures
tt0138097,Miramax
tt0099938,Universal Pictures
tt0910936,Columbia Pictures
tt0107818,TriStar Pictures
tt0120631,Twentieth Century Fox
tt0099582,Columbia Pictures
tt0316356,Buena Vista Pictures
tt0421239,DreamWorks Distribution
tt1598822,Warner Bros.
tt0075784,United Artists
tt1980209,Paramount Pictures
tt0309593,New Line Cinema
tt0190590,Buena Vista Pictures
tt0385267,Universal Pictures
tt1038686,Screen Gems
tt1212450,The Weinstein Company
tt0157472,Paramount Pictures
tt0090022,Columbia Pictures
tt0765010,Lionsgate
tt1972779,Relativity Media
tt0358349,Mayer
tt1798603,Broad Green Pictures
tt0218922,Mayer Distributing Corporation
tt1486192,Rogue Pictures
tt0361925,Twentieth Century Fox
tt2140379,Focus Features
tt0385887,Warner Bros.
tt0256524,DreamWorks Distribution
tt1837703,Walt Disney Studios Motion Pictures
tt1747958,Roadside Attractions
tt1137470,Alchemy
tt0116322,Universal Pictures
tt0387131,Focus Features
tt1175491,Lionsgate
tt0335345,Newmarket Films
tt0107614,Twentieth Century Fox
tt0095953,United Artists
tt1454029,Walt Disney Studios Motion Pictures
tt4846340,Twentieth Century Fox
tt1205489,Warner Bros.
tt1408253,Universal Pictures
tt0103855,Warner Bros.
tt0108052,Universal Pictures
tt0333780,Mayer Distributing Corporation
tt0331632,Warner Bros.
tt0357413,DreamWorks Distribution
tt0329101,New Line Cinema
tt0398808,Buena Vista Pictures
tt0268397,Paramount Pictures
tt1060277,Paramount Pictures
tt0989757,Screen Gems
tt0103060,New Line Cinema
tt1047540,Twentieth Century Fox
tt0094226,Paramount Pictures
tt0477348,Hispanic Education And Media Group
tt0243155,Miramax
tt0241303,Miramax
tt1411238,Paramount Pictures
tt1524137,Universal Pictures
tt1753383,Universal Pictures
tt1327194,Warner Bros.
tt0108358,Buena Vista Pictures
tt0165929,Warner Bros.
tt0466909,Twentieth Century Fox
tt0414982,New Line Cinema
tt1787759,Lionsgate
tt0308644,Miramax
tt2180290,
tt0382077,Twentieth Century Fox
tt0090859,Cannon Film Distributors
tt0852713,Columbia Pictures
tt0313911,Mayer
tt0099685,Warner Bros.
tt0435651,The Weinstein Company
tt0086250,Universal Pictures
tt0119807,Buena Vista Pictures
tt0093389,Artisan Entertainment
tt3530002,Columbia Pictures
tt0106400,Twentieth Century Fox
tt0274558,Paramount Pictures
tt0119695,New Line Cinema
tt0469494,Paramount Vantage
tt0282120,Paramount Pictures
tt0337711,Paramount Pictures
tt0403508,Warner Bros.
tt0279493,Universal Pictures
tt1322269,The Weinstein Company
tt0271027,Twentieth Century Fox
tt1647668,Walt Disney Studios Motion Pictures
tt0388500,Mayer Distributing Corporation
tt0286788,Warner Bros.
tt0388146,UA Home Entertainment
tt4916630,Warner Bros.
tt6850820,STX Entertainment
tt0452625,Lionsgate
tt0306685,Warner Bros.
tt0454945,DreamWorks
tt2039393,Paramount Pictures
tt0453451,Universal Pictures
tt4824302,Open Road Films
tt0144120,Universal Pictures
tt3401882,Warner Bros.
tt0426931,Warner Bros.
tt0366174,Sony Pictures Releasing
tt1366344,Twentieth Century Fox
tt0127536,Gramercy Pictures
tt0066473,Twentieth Century Fox
tt2223990,Summit Entertainment
tt0111161,Columbia Pictures
tt0498381,Paramount Pictures
tt1153706,Paramount Pictures
tt0231402,Paramount Pictures
tt0116778,UA Distribution Company
tt0396652,Buena Vista Pictures
tt0480255,Warner Bros.
tt1082601,Rogue Pictures
tt0499556,Lionsgate
tt0391304,Buena Vista Pictures
tt0124718,Buena Vista Pictures
tt1034389,Focus Features
tt2872750,Lionsgate
tt1633356,Relativity Media
tt0493405,Warner Bros.
tt0272338,Columbia Pictures
tt0356150,DreamWorks Distribution
tt1966359,Warner Bros.
tt0963794,Paramount Pictures
tt2461150,Relativity Media
tt2193215,Twentieth Century Fox
tt0488658,Warner Bros.
tt2328900,Focus Features
tt0094799,United Artists
tt0297162,Screen Gems
tt0091224,
tt0115472,New Line Cinema
tt0388980,Buena Vista Pictures
tt0362478,Warner Bros.
tt0156841,Paramount Pictures
tt0872230,Rogue
tt0265208,Twentieth Century Fox
tt0486321,K2 Studios
tt0117011,Columbia Pictures
tt0265808,Columbia Pictures
tt0787475,Paramount Pictures
tt1291584,Lionsgate
tt0145653,Paramount Pictures
tt4622512,Fox Searchlight Pictures
tt1792647,Paramount Pictures
tt2006295,Alcon Entertainment
tt0089489,The Cannon Group
tt1867009,
tt0289408,Warner Bros.
tt0090728,Twentieth Century Fox
tt0117039,Geffen Pictures
tt0489281,Paramount Pictures
tt0107007,New Line Cinema
tt0267248,Paramount Pictures
tt0999913,Screen Gems
tt0120620,Twentieth Century Fox
tt0256276,Focus Features
tt0117104,TriStar Pictures
tt0102984,Columbia Pictures
tt6476140,Aviron Pictures
tt0898367,Dimension Films
tt1226837,Amazon Studios
tt5968394,Focus Features
tt0088103,Columbia Pictures
tt0373416,Miramax
tt0239949,Twentieth Century Fox
tt0412080,Magnolia Pictures
tt0800240,Twentieth Century Fox
tt0114614,United Artists
tt0388183,New Line Cinema
tt0861689,Miramax
tt5314190,Fun Academy Motion Pictures
tt1692486,Sony Pictures Classics
tt0491203,The Weinstein Company
tt3569230,Universal Pictures
tt1095217,First Look Pictures
tt2140037,The Weinstein Company
tt0428251,Dimension Films
tt0373450,THINKFilm
tt0119934,Warner Bros.
tt0337692,IFC Films
tt1125929,Entertainment One
tt7178988,
tt5932728,Vertical Entertainment
tt1233301,ARC Entertainment
tt1946381,Aldamisa Releasing
tt0066549,Paramount Pictures
tt1822382,
tt2071441,Well Go USA Entertainment
tt0092007,Paramount Pictures
tt0120082,Dimension Films
tt1620981,United Artists Releasing
tt0302886,DreamWorks Distribution
tt0479143,Mayer
tt2239832,Screen Gems
tt2671706,Paramount Pictures
tt0190138,Warner Bros.
tt1068242,Paramount Pictures
tt2568862,Warner Bros.
tt0102685,Twentieth Century Fox
tt0101889,TriStar Pictures
tt0130018,Columbia Pictures
tt0465494,Twentieth Century Fox
tt0064418,Twentieth Century Fox
tt0122459,Mayer Distributing Corporation
tt1234548,Overture Films
tt1007028,The Weinstein Company
tt0238948,Buena Vista Pictures
tt0172493,Columbia Pictures
tt0171580,USA Films
tt0464154,Dimension Films
tt1433108,CBS Films
tt0078504,Universal Pictures
tt0335559,DreamWorks Distribution
tt0158811,Columbia Pictures
tt0217756,Warner Bros.
tt1100089,Sony Pictures Classics
tt1742650,The Weinstein Company
tt0196857,Buena Vista Pictures
tt1833673,Yash Raj Films
tt0363473,Lions Gate Films
tt0120645,Walt Disney Studios Home Entertainment
tt0790665,Power
tt1156398,Columbia Pictures
tt0120484,Buena Vista Pictures
tt0102510,Paramount Pictures
tt6966692,Universal Pictures
tt0112442,Columbia Pictures
tt0884732,Screen Gems
tt0195714,New Line Cinema
tt0074751,Paramount Pictures
tt1124035,Columbia Pictures
tt0134847,USA Films
tt5580266,Twentieth Century Fox
tt0244970,Fox 2000 Pictures
tt2785390,
tt0206314,Twentieth Century Fox
tt2138062,
tt0149691,
tt0241025,Focus Features
tt8115904,20th Century Fox Home Entertainment
tt0198386,Buena Vista Pictures
tt0116999,Miramax
tt0360139,Warner Bros.
tt1091751,Mayer
tt0172396,Columbia Pictures
tt0102005,Mayer
tt0478134,Warner Independent Pictures
tt1179258,Miramax
tt1893256,Roadside Attractions
tt1388882,
tt0094012,Mayer
tt0450385,Mayer
tt4550098,Focus Features
tt3007512,Warner Bros.
tt0099653,Paramount Pictures
tt0129387,Twentieth Century Fox
tt0111070,Buena Vista Pictures
tt5814060,Warner Bros.
tt0492956,Buena Vista Pictures
tt0265662,Buena Vista Pictures
tt0112579,Warner Bros.
tt3210686,Twentieth Century Fox
tt0255798,Columbia Pictures
tt2980648,Walt Disney Studios Motion Pictures
tt0083987,Columbia Pictures
tt0320691,Screen Gems
tt0113957,Columbia Pictures
tt2023453,Twentieth Century Fox
tt0277027,New Line Cinema
tt0398017,The Weinstein Company
tt8367814,STX Entertainment
tt1130080,Warner Bros.
tt2387559,Walt Disney Studios Motion Pictures
tt0475290,Universal Pictures
tt0261392,Dimension Films
tt0108101,Savoy Pictures
tt0988047,Overture Films
tt0367652,Columbia Pictures
tt6003368,Twentieth Century Fox
tt0951216,Overture Films
tt2312718,Open Road Films
tt0465502,Mayer Distributing Corporation
tt0239948,Columbia Pictures
tt0162677,Buena Vista Pictures
tt0221218,Columbia Pictures
tt2938956,Relativity EuropaCorp Distribution
tt0080934,Universal Pictures
tt0236348,Universal Pictures
tt2150592,Allodox Productions
tt0192255,New Line Cinema
tt0356721,Fox Searchlight Pictures
tt6000478,Columbia Pictures
tt1206543,Relativity Media
tt0107978,Orion Pictures
tt0160236,Universal Pictures
tt5721088,Broad Green Pictures
tt0065611,Paramount Pictures
tt1726592,Clarius Entertainment
tt1423995,Overture Films
tt0485244,
tt0076740,Universal Pictures
tt0796335,Sony Pictures Classics
tt0465538,Warner Bros.
tt0137363,Screen Gems
tt0117119,Warner Bros.
tt1859650,Sony Pictures Classics
tt1045658,The Weinstein Company
tt2531344,Universal Pictures
tt0837563,Paramount Pictures
tt0158983,Paramount Pictures
tt0083943,Warner Bros.
tt1321509,Screen Gems
tt0108308,New Line Cinema
tt0180734,Paramount Pictures
tt1405500,Lionsgate
tt0463998,Paramount Pictures
tt1298644,United Artists Releasing
tt1458169,Aviron Pictures
tt0293662,Twentieth Century Fox
tt1023111,Summit Distribution
tt1340800,Focus Features
tt0120596,New Line Cinema
tt0144814,United Artists
tt1027862,Walt Disney Studios Motion Pictures
tt1176740,Focus Features
tt0179098,Touchstone Home Video
tt1321860,Summit Entertainment
tt3182620,Roadside Attractions
tt0143746,Mayer
tt7043012,
tt5503686,STX Entertainment
tt0120907,Dimension Films
tt0083642,Universal Pictures
tt0454919,Dimension Films
tt0082971,Paramount Pictures
tt0101414,Buena Vista Pictures
tt6857112,Universal Pictures
tt0104431,Twentieth Century Fox
tt0075860,Columbia Pictures
tt0092644,Paramount Pictures
tt3783958,Lionsgate
tt1457767,New Line Cinema
tt0305669,Buena Vista Pictures
tt2543472,Lionsgate
tt0102926,Orion Pictures
tt0105793,Paramount Pictures
tt1116184,Paramount Pictures
tt4651520,STX Entertainment
tt6823368,Universal Pictures
tt0077766,Universal Pictures
tt1014775,Walt Disney Studios Motion Pictures
tt2103254,Warner Bros.
tt7343762,Universal Pictures
tt0368578,Sony Pictures Entertainment
tt1033575,Fox Searchlight Pictures
tt0332379,Paramount Pictures
tt0486822,DreamWorks
tt0106965,Warner Bros.
tt5325452,Lionsgate
tt0113855,New Line Cinema
tt0381707,Columbia Pictures
tt1198138,Screen Gems
tt0311289,Buena Vista Pictures
tt1294226,Walt Disney Studios Motion Pictures
tt1391137,Lionsgate
tt2872518,Lionsgate
tt2024544,Twentieth Century Fox
tt0303933,
tt2674426,Warner Bros.
tt7634968,Paramount Pictures
tt3628584,New Line Cinema
tt0099487,Twentieth Century Fox
tt7040874,Lionsgate
tt4355418,
tt0081353,Paramount Pictures
tt0466342,Twentieth Century Fox
tt0283426,
tt0477071,Sony Pictures Releasing
tt0357507,Screen Gems
tt0220099,Walt Disney Pictures
tt1895587,Open Road Films
tt8722346,Universal Pictures
tt6063050,Lionsgate
tt3369806,Warner Bros.
tt1047494,Lionsgate
tt1148204,Warner Bros.
tt4587656,Columbia Pictures
tt0799949,Twentieth Century Fox
tt0947802,Screen Gems
tt0433386,Columbia Pictures
tt3531824,Lionsgate
tt0082198,Universal Pictures
tt0120703,Twentieth Century Fox
tt0101452,Orion Pictures
tt0483726,Universal Pictures
tt3231054,Columbia Pictures
tt1666186,Twentieth Century Fox
tt0078869,Buena Vista Distribution Company
tt1440728,Focus Entertainment
tt0120094,Warner Bros.
tt1268799,Warner Bros.
tt0338013,Focus Features
tt1572315,Lionsgate
tt0449467,Paramount Vantage
tt1371150,Warner Bros.
tt0918927,Miramax
tt0372588,Paramount Pictures
tt0112722,Warner Bros.
tt0815236,Paramount Pictures
tt1013753,Focus Features
tt0064782,Paramount Pictures
tt2023631,
tt0288477,Warner Bros.
tt0200465,Lionsgate
tt0120890,Columbia Pictures
tt0814335,Screen Gems
tt0146882,Buena Vista Pictures
tt0430634,Buena Vista Pictures
tt0479968,Warner Bros.
tt0116260,Paramount Pictures
tt0421073,Fox Searchlight Pictures
tt1213663,Focus Features
tt0116367,Dimension Films
tt1414382,Walt Disney Studios Motion Pictures
tt0479500,Warner Bros.
tt4669788,Focus Features
tt2318092,Universal Pictures
tt0475944,Screen Gems
tt1067774,Fox 2000 Pictures
tt0441796,Buena Vista Pictures
tt4799050,Columbia Pictures
tt0155975,Universal Pictures
tt0102744,Mayer
tt0114681,Columbia Pictures
tt1100119,Warner Bros.
tt0120877,Columbia Pictures
tt0800308,New Line Cinema
tt1741273,STX Entertainment
tt0403703,4K Media Group
tt0490204,Sony Pictures Entertainment
tt1046163,Lionsgate
tt0791304,Universal Pictures
tt0083254,Orion Pictures
tt0089457,Warner Bros.
tt0758758,Paramount Pictures
tt0124879,Buena Vista Pictures
tt0407121,Buena Vista Pictures
tt0462519,Mayer
tt0113321,Paramount Pictures
tt1730768,Focus Features
tt1083456,Screen Gems
tt0373074,Sony Pictures Classics
tt0276033,Buena Vista Pictures
tt2039338,Columbia Pictures
tt0455760,Universal Pictures
tt0315733,Focus Features
tt0913354,Screen Gems
tt0419887,Paramount Vantage
tt0338325,Twentieth Century Fox
tt0295289,Mayer
tt0059245,United Artists
tt0217630,Sony Pictures Entertainment
tt0119594,Paramount Pictures
tt1232207,Overture Films
tt1592525,Open Road Films
tt1213644,Lionsgate
tt0770703,Twentieth Century Fox
tt0120483,Warner Bros.
tt2503944,The Weinstein Company
tt0326856,DreamWorks Distribution
tt0430431,8x Entertainment
tt0109348,Miramax
tt0995039,Paramount Pictures
tt0258068,Miramax
tt1712261,Open Road Films
tt2547584,Walt Disney Studios Motion Pictures
tt0384680,Paramount Pictures
tt0281322,Miramax
tt1160368,Fox Atomic
tt1228987,Overture Films
tt0109015,TriStar Pictures
tt0799934,New Line Cinema
tt0413015,The Weinstein Company
tt0118954,Fine Line Features
tt0144640,Warner Bros.
tt0098625,Paramount Pictures
tt0116242,Miramax
tt0804461,Twentieth Century Fox
tt3960412,Universal Pictures
tt2776878,Universal Pictures
tt0780511,Miramax
tt0270846,Sony Pictures Releasing
tt1532958,Screen Gems
tt2865120,Gramercy Pictures
tt0795368,Mayer
tt0399327,New Line Cinema
tt0462229,New Line Cinema
tt1791528,Warner Bros.
tt2002718,Open Road Films
tt0065054,Universal Pictures
tt0763304,The Weinstein Company
tt0377107,Miramax
tt1190617,Vivendi Entertainment
tt0310357,New Line Cinema
tt0489282,Paramount Pictures
tt1810683,Open Road Films
tt0151568,USA Films
tt1629757,Twentieth Century Fox
tt2937898,A24
tt1571222,Sony Pictures Classics
tt0405296,Warner Independent Pictures
tt0976222,Summit Entertainment
tt0369226,Lions Gate Films
tt0337876,Fine Line Features
tt1781827,The Weinstein Company
tt3361792,Fox Searchlight Pictures
tt1092082,Echo Bridge Home Entertainment
tt1054588,Universal Pictures
tt1366365,Summit Entertainment
tt0383028,Sony Pictures Classics
tt1034415,Amazon Studios
tt3719896,Aviron Pictures
tt0080492,Associated Film Distribution
tt0266747,Paramount Pictures
tt0238380,Dimension Films
tt1520498,Kenn Viselman Presents
tt0889588,Sony Pictures Classics
tt0138946,Miramax
tt1175709,Magnolia Pictures
tt3707106,Universal Pictures
tt0354595,IFC Films
tt0110944,Warner Bros.
tt1274300,Walt Disney Studios Motion Pictures
tt0940709,Sony Pictures Classics
tt3319920,TWC
tt2544766,XLrator Media
tt1488181,Sony Pictures Home Entertainment
tt3247714,Alchemy
tt0443533,
tt1134666,Vertical Entertainment
tt4280822,Breaking Glass Pictures
tt3492042,
tt2737304,
tt5580390,Fox Searchlight Pictures
tt0446755,Warner Independent Pictures
tt2005374,Lionsgate
tt1270262,Herrick Entertainment
tt0088763,Universal Pictures
tt0099348,Orion Pictures
tt0175142,Dimension Films
tt1284575,Columbia Pictures
tt1700841,Columbia Pictures
tt0098273,Universal Pictures
tt0305711,Twentieth Century Fox
tt1385912,Lionsgate
tt0356470,Warner Bros.
tt0081505,Warner Bros.
tt0185371,Warner Bros.
tt0455407,Overture Films
tt0472198,Fox Searchlight Pictures
tt8097306,Paramount Pictures
tt0889573,Miramax
tt1216492,Universal Pictures
tt0816442,Twentieth Century Fox
tt0452623,Miramax
tt0205461,Destination Films
tt0056264,Mayer
tt1838544,Summit Entertainment
tt1135985,Summit Distribution
tt0120670,Twentieth Century Fox
tt0810922,Relativity Media
tt1870529,Twentieth Century Fox
tt6495770,Paramount Pictures
tt0058085,Paramount Pictures
tt0107719,Warner Bros.
tt0116745,Fine Line Features
tt0485236,
tt0384806,Mayer Distributing Corporation
tt0268126,Columbia Pictures
tt1058017,Warner Bros.
tt0120669,Universal Pictures
tt8244784,Universal Pictures
tt2004420,Universal Pictures
tt0443453,Twentieth Century Fox
tt0110475,New Line Cinema
tt0094737,Twentieth Century Fox
tt0250494,Mayer Distributing Corporation
tt0377092,Paramount Pictures
tt0088170,Paramount Pictures
tt0404032,Screen Gems
tt0205000,Buena Vista Pictures
tt0337579,Mayer Distributing Corporation
tt0356680,Fox 2000 Pictures
tt0307987,Dimension Films
tt0093773,Twentieth Century Fox
tt3760922,Universal Pictures
tt3862750,Screen Gems
tt0118655,New Line Cinema
tt1650043,Twentieth Century Fox
tt0086879,Orion Pictures
tt0926129,Screen Gems
tt1596346,TriStar Pictures
tt0328589,Buena Vista Pictures
tt7334528,Lionsgate
tt2562232,Fox Searchlight Pictures
tt0091738,TriStar Pictures
tt0280707,USA Films
tt0273923,Paramount Pictures
tt2334873,Sony Pictures Classics
tt0475276,Universal Pictures
tt0322589,Universal Pictures
tt0432291,Columbia Pictures
tt0117723,Buena Vista Pictures
tt3623726,Sony Pictures Releasing
tt0097441,TriStar Pictures
tt1478839,Walt Disney Studios Motion Pictures
tt0087078,Universal Pictures
tt2279339,Lionsgate
tt0065528,Paramount Pictures
tt1197628,Warner Bros.
tt0081398,United Artists
tt0899106,Universal Pictures
tt1016075,Mayer
tt4287320,STX Entertainment
tt0090357,Paramount Pictures
tt1542344,Twentieth Century Fox
tt0196216,DreamWorks Distribution
tt0210616,Columbia Pictures
tt1594972,Lionsgate
tt0337917,Fox 2000 Pictures
tt2357129,Open Road Films
tt0264796,New Line Cinema
tt2465146,Clarius Entertainment
tt1032815,Twentieth Century Fox
tt0082085,Filmways Pictures
tt0236784,Columbia Pictures
tt0082648,Universal Pictures
tt2167202,Warner Bros.
tt0119349,Fox Searchlight Pictures
tt0340012,Sony Pictures Classics
tt0098519,Columbia Pictures
tt0082288,Paramount Pictures
tt0109707,Buena Vista Pictures
tt1032755,Warner Bros.
tt0084316,Twentieth Century Fox
tt0116477,Columbia Pictures
tt0114272,Miramax
tt2649554,Warner Bros.
tt4540710,Relativity EuropaCorp Distribution
tt2172935,ArtAffects Entertainment
tt0313792,DreamWorks Distribution
tt0118040,Mayer
tt2763304,Sony Pictures Releasing
tt0090568,TriStar Pictures
tt1922685,XLI41
tt0235737,Warner Bros.
tt0120775,Orion Pictures
tt1321865,IFC Films
tt0386741,Miramax
tt1024744,TF1 International
tt3212232,Saban Films
tt1403241,Ketchup Entertainment
tt0489018,Millennium Films
tt1085492,Lionsgate
tt5127300,d Entertainment
tt0089893,UA Entertainment Company
tt1748179,Millennium Entertainment
tt0829482,Columbia Pictures
tt1142800,Lionsgate
tt1023481,Walt Disney Studios Motion Pictures
tt4064028,
tt0395169,United Artists
tt0486551,Warner Bros.
tt1425922,Fox Searchlight Pictures
tt0804540,
tt6644200,Paramount Pictures
tt0230600,Miramax
tt0090605,Twentieth Century Fox
tt1924435,Twentieth Century Fox
tt0119345,Columbia Pictures
tt0058385,Warner Bros.
tt0375063,Fox Searchlight Pictures
tt2083355,Universal Pictures
tt0758746,New Line Cinema
tt1981677,Universal Pictures
tt1288558,Sony Pictures Releasing
tt2097298,Walt Disney Studios Motion Pictures
tt4648786,Focus Features
tt4649416,Universal Pictures
tt0454841,Fox Searchlight Pictures
tt8364368,Paramount Pictures
tt0243736,Miramax
tt0326900,
tt1148297,
tt0120770,Paramount Pictures
tt1152398,CBS Films
tt5210194,
tt0084827,Buena Vista Distribution Company
tt0979434,Warner Bros.
tt0325258,Paramount Pictures
tt0466856,Warner Bros.
tt0234829,Warner Bros.
tt0120324,
tt0462395,Lions Gate Films
tt0094074,Warner Bros.
tt0159421,Columbia Pictures
tt0056800,Allied Artists Pictures
tt0865559,Fox Searchlight Pictures
tt0465142,Universal Pictures
tt0404390,New Line Cinema
tt1433822,Warner Bros.
tt0375104,Film Foundry Releasing
tt0091934,Mayer
tt0083001,Drafthouse Films
tt0312549,Buena Vista Pictures
tt1703957,Lionsgate
tt0075909,Twentieth Century Fox
tt8332922,Paramount Pictures
tt1002563,Focus Features
tt0422295,Picturehouse
tt0102492,Columbia Pictures
tt0094291,Twentieth Century Fox
tt0114388,Columbia Pictures
tt0443543,Freestyle Releasing
tt0416508,Miramax
tt0315983,DreamWorks Distribution
tt0815244,Morgan Creek International
tt0097165,Buena Vista Pictures Distribution
tt0098635,Columbia Pictures
tt0215129,DreamWorks Distribution
tt0084855,Twentieth Century Fox
tt0139699,Paramount Pictures
tt1748122,Focus Features
tt1655442,The Weinstein Company
tt1139668,Rogue Pictures
tt0295427,Columbia Pictures
tt0420294,New Line Cinema
tt1265990,Screen Gems
tt0425430,Columbia Pictures
tt0087553,Warner Bros.
tt0250720,Warner Bros.
