movie_id,title,release_year,release_date,runtime,mpa_rating,mpa_rating_origin,imdb_score,votes,reviews_users,reviews_critics,budget,income_usa,income_ww,theater_opening,theater_total,genre_1,genre_2,genre_3,country_1,country_2,country_3,director,actor_1,actor_2,actor_3,studio,description,contract_price,studio_score,price_class
tt5742374,You Were Never Really Here,2017,04-06-2018,89,R,R,6.8,81153,569,339,.,2528078,9360514,3,233,Crime,Drama,Mystery,UK,France,USA,Lynne Ramsay,Joaquin Phoenix,Dante Pereira-Olson,Larry Canady,Amazon,"A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",630,2,3
tt1034415,Suspiria,2018,11-02-2018,152,R,R,6.8,46628,509,330,20000000,2483472,7942093,2,311,Fantasy,Horror,Mystery,Ita,USA,,Luca Guadagnino,Chlo¢®¢® Grace Mo,Tilda Swinton,Doris Hick,Amazon,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",570,2,1
tt6107548,Late Night,2019,06-14-2019,102,R,R,6.6,12989,204,165,4000000,15499454,22367121,4,2220,Comedy,Drama,,USA,,,Nisha Ganatra,Emma Thompson,Mindy Kaling,John Lithgow,Amazon,A late night talk show host suspects that she may soon lose her long-running show.,570,2,1
tt2141751,God Help the Girl,2014,09-05-2014,112,NC-17,Unrat,6.4,8152,29,85,1850000,102757,423306,2,59,Drama,Music,Romance,UK,,,Stuart Murdoch,Emily Browning,Olly Alexander,Hannah Murray,Ampl.,"As Eve begins writing songs as a way to sort through some emotional problems, she meets James and Cassie, two musicians each at crossroads of their own.",610,1,3
tt1294213,Solitary Man,2009,06-25-2010,90,R,R,6.3,15117,63,116,15000000,4360548,5245746,4,177,Comedy,Drama,Romance,USA,,,Brian Koppelman,Michael Douglas,Susan Sarandon,Danny DeVito,Anch.,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,570,2,1
tt1763264,No One Lives,2012,05-10-2013,86,R,R,6,17257,99,136,2900000,74918,1048704,53,53,Horror,Thriller,,USA,UK,,Ry¢®¢®hei Kitamur,Luke Evans,Adelaide Clemens,Lee Tergesen,Anch.,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,630,2,3
tt0497972,Sex and Death 101,2007,02-22-2008,117,R,R,6,10381,29,47,5000000,23624,1229330,5,6,Comedy,Drama,Fantasy,USA,,,Daniel Waters,Robert Wisdom,Tanc Sade,Patton Oswalt,Anch.,"A guy's life is turned around by an email, which includes the names of everyone he's had sex with and ever will have sex with. His situation gets worse when he encounters a femme fatale (Ryder) who targets men guilty of sex crime.",570,2,1
tt1037218,Flashbacks of a Fool,2008,10-17-2008,109,R,R,6.8,11514,58,32,.,1664,1117269,2,2,Drama,,,UK,,,Baillie Walsh,Emile Robert,Scoutt Lowe,Daniel Craig,Anch.,A fading Hollywood star looks back at the days of his youth as he returns home from his best friend's funeral.,570,2,1
tt2980472,Just Before I Go,2014,04-24-2015,95,R,R,6.4,16902,69,16,.,10970,10970,2,2,Comedy,Drama,,USA,,,Courteney Cox,Seann William Sco,Olivia Thirlby,Garret Dillahunt,Anch.,"On the verge of giving up on life, a guy travels to his hometown to make amends.",570,2,1
tt1174730,City Island,2009,04-30-2010,104,PG-13,PG-13,7.4,29670,104,146,6000000,6671036,7875862,2,269,Comedy,Drama,,USA,,,Raymond De Felitt,Andy Garcia,Julianna Margulies,Steven Strait,Anch.,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought ...",840,2,10
tt5390504,Detroit,2017,08-04-2017,143,R,R,7.3,42530,190,312,34000000,16790139,23355100,20,3007,Crime,Drama,History,USA,,,Kathryn Bigelow,Chris Chalk,Mason Alban,Bennett Deady,Annapurna,Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,670,4,3
tt6266538,Vice,2018,12-25-2018,132,R,R,7.2,92468,666,310,60000000,47836282,76073488,2442,2534,Biography,Comedy,Drama,USA,,,Adam McKay,Christian Bale,Amy Adams,Steve Carell,Annapurna,The story of,610,4,1
tt5688932,Sorry to Bother You,2018,07-13-2018,112,R,R,7,47756,359,188,.,17493096,18170707,16,1050,Comedy,Fantasy,Sci-Fi,USA,,,Boots Riley,LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,Annapurna,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed.",670,4,3
tt5884230,Brad's Status,2017,09-15-2017,102,R,R,6.5,14158,132,135,.,2133158,3805422,4,453,Comedy,Drama,Music,USA,,,Mike White,Ben Stiller,Austin Abrams,Jenna Fischer,Annapurna,A father takes his son to tour colleges on the East Coast and meets up with an old friend who makes him feel inferior about his life's choices.,610,4,1
tt7125860,If Beale Street Could Talk,2018,12-25-2018,119,R,R,7.2,31263,255,264,12000000,14915773,20572691,4,1018,Drama,Romance,,USA,,,Barry Jenkins,KiKi Layne,Stephan James,Regina King,Annapurna,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,610,4,1
tt3480796,Vice,2015,01-16-2015,96,R,R,4.2,14709,135,49,10000000,.,1568954,2442,2534,Action,Adventure,Sci-Fi,USA,,,Brian A. Miller,Ambyr Childers,Thomas Jane,Bryan Greenberg,Annapurna,"Bruce Willis stars in this Sci-Fi thriller about ultimate resort: VICE, where customers can play out their wildest fantasies with artificial inhabitants who look like humans.",610,4,1
tt1017451,The Runaways,2010,03-19-2010,106,R,R,6.5,44319,133,265,10000000,3573673,4681651,244,244,Biography,Drama,Music,USA,,,Floria Sigismondi,Kristen Stewart,Dakota Fanning,Michael Shannon,App.,A coming-of-age biographical film about the 1970s teenage all-girl rock band,570,2,1
tt1300851,The Boondock Saints II: All Saints Day,2009,12-11-2009,118,R,R,6.3,59374,192,86,8000000,10273188,10629321,68,524,Action,Crime,Thrille,USA,,,Troy Duffy,Sean Patrick Flan,Norman Reedus,Billy Connolly,App.,"The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",570,2,1
tt0962736,The Young Victoria,2009,01-08-2010,105,PG,PG,7.3,54838,102,188,35000000,11001272,27424469,44,476,Biography,Drama,History,UK,USA,,Jean-Marc Vall¢®¢,Emily Blunt,Rupert Friend,Paul Bettany,App.,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",840,2,10
tt2368254,A Private War,2018,11-16-2018,110,R,R,6.7,12288,113,104,.,1633208,3826678,4,865,Biography,Drama,War,UK,USA,,Matthew Heineman,Rosamund Pike,Alexandra Moen,Tom Hollander,Aviron,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.",610,1,3
tt1178665,A Walk in the Woods,2015,09-02-2015,104,R,R,6.3,22559,151,168,8000000,29504281,37461274,1960,2158,Adventure,Biography,Comedy,USA,,,Ken Kwapis,Robert Redford,Nick Nolte,Emma Thompson,BG,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",570,2,1
tt1974419,The Neon Demon,2016,06-24-2016,117,R,R,6.2,75662,386,490,7000000,1333124,3377430,783,783,Horror,Thriller,,Den,France,,Nicolas Winding R,Elle Fanning,Karl Glusman,Jena Malone,BG,"An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.",570,2,1
tt2062700,Song to Song,2017,03-17-2017,129,R,R,5.7,16308,98,165,.,443684,1848459,4,95,Drama,Music,Romance,USA,,,Terrence Malick,Ryan Gosling,Rooney Mara,Michael Fassbender,BG,"Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.",570,2,1
tt2101383,Knight of Cups,2015,03-04-2016,118,R,R,5.7,22920,156,258,.,566006,1026288,4,68,Drama,Romance,,USA,,,Terrence Malick,Christian Bale,Cate Blanchett,Natalie Portman,BG,A writer indulging in all that Los Angeles and Las Vegas has to offer undertakes a search for love and self via a series of adventures with six different women.,570,2,1
tt1355631,The Infiltrator,2016,07-13-2016,127,R,R,7,63184,106,185,28000000,15436808,21011110,1601,1601,Biography,Crime,Drama,UK,USA,,Brad Furman,Bryan Cranston,Leanne Best,Daniel Mays,BG,A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,840,2,10
tt5322012,Wish Upon,2017,07-14-2017,90,PG-13,PG-13,5,15906,138,139,12000000,14301505,23468586,2250,2250,Drama,Fantasy,Horror,USA,Canada,,John R. Leonetti,Joey King,Ryan Phillippe,Ki Hong Lee,BG,A teenage girl discovers a box that carries magic powers and a deadly price for using them.,570,2,1
tt3062976,Learning to Drive,2014,08-21-2015,90,R,R,6.4,6942,41,104,.,3447633,5967516,4,339,Comedy,Drama,Romance,UK,USA,,Isabel Coixet,Patricia Clarkson,Ben Kingsley,Jake Weber,BG,"As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.",630,2,3
tt1798603,Bad Santa 2,2016,11-23-2016,92,R,R,5.6,20577,103,139,26000000,17782178,24079268,2920,2945,Comedy,Crime,Drama,USA,,,Mark Waters,Billy Bob Thornto,Kathy Bates,Tony Cox,BG,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",570,2,1
tt2891174,99 Homes,2014,10-09-2015,112,R,R,7.1,27471,107,210,8000000,1411927,1828232,2,691,Drama,,,Spa,UK,,Ramin Bahrani,Michael Shannon,Douglas M. Griffin,Randy Austin,BG,A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,570,2,1
tt1878841,The Darkness,2016,05-13-2016,92,PG-13,PG-13,4.4,12774,113,78,4000000,10753574,10898293,1755,1769,Horror,Thriller,,USA,,,Greg McLean,Kevin Bacon,Radha Mitchell,David Mazouz,BH Tilt,"A family unknowingly awakens an ancient supernatural entity on a Grand Canyon vacation, and must fight for survival when it follows them home.",570,2,1
tt6499752,Upgrade,2018,06-01-2018,100,R,R,7.5,119599,968,226,5000000,11977130,14377130,1457,1458,Action,Sci-Fi,Thrille,Aus,,,Leigh Whannell,Logan Marshall-Gr,Melanie Vallejo,Steve Danielsen,BH Tilt,"Set in the near-future, technology controls nearly all aspects of life. But when Grey, a self-identified technophobe, has his world turned upside down, his only hope for revenge is an experimental computer chip implant called Stem.",840,2,10
tt3216348,Incarnate,2016,12-02-2016,91,PG-13,PG-13,5.2,10596,64,74,5000000,4799774,6341855,1737,1737,Horror,Thriller,,USA,,,Brad Peyton,Aaron Eckhart,Carice van Houten,Catalina Sandino M,BH Tilt,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.",570,2,1
tt4761916,Unfriended: Dark Web,2018,07-20-2018,92,R,R,5.9,16533,192,125,1000000,8866745,16024987,1546,1547,Horror,Mystery,Thrille,USA,Russia,,Stephen Susco,Colin Woodell,Stephanie Nogueras,Betty Gabriel,BH Tilt,"A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him, but will also do anything to get it back.",570,2,1
tt1082807,The Belko Experiment,2016,03-17-2017,89,R,R,6.1,39833,196,191,5000000,10166820,11084630,1341,1341,Horror,Thriller,,USA,,,Greg McLean,John Gallagher Jr,Tony Goldwyn,Adria Arjona,BH Tilt,"In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in BogotÃ¡, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.",570,2,1
tt4573516,Sleight,2016,04-28-2017,89,R,R,5.9,7304,39,43,250000,3986245,3989705,565,591,Action,Drama,Sci-Fi,USA,,,J.D. Dillard,Jacob Latimore,Seychelle Gabriel,Storm Reid,BH Tilt,"A young street magician (Jacob Latimore) is left to care for his little sister after their parents' passing, and turns to illegal activities to keep a roof over their heads. When he gets in...",570,2,1
tt2720826,Birth of the Dragon,2016,08-25-2017,95,PG-13,PG-13,5.4,6382,165,61,31000000,6901965,7215027,1618,1633,Action,Biography,Drama,USA,Mandar,,George Nolfi,Yu Xia',Wang Xi'An,Hai Yu,BH Tilt,"Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-coming Bruce Lee and kung fu master Wong Jack Man - a battle that gave birth to a legend.",570,2,1
tt2403021,The Green Inferno,2013,09-25-2015,100,R,R,5.3,34595,251,324,5000000,7192291,12666449,1540,1543,Adventure,Horror,,USA,Chile,Canad,Eli Roth,Lorenza Izzo,Ariel Levy,Daryl Sabara,BH Tilt,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",570,2,1
tt1532957,Paa,2009,12-04-2009,133,NC-17,Unrat,7.2,10803,51,13,.,199228,230422,67,67,Comedy,Drama,,Ind,,,R. Balki,Amitabh Bachchan,Abhishek Bachchan,Vidya Balan,BPics,A father tries to help his son cope with a rare condition that causes the young boy to age beyond his years.,610,1,3
tt4679210,Premam,2015,06-12-2015,156,NC-17,Unrat,8.3,14459,62,53,.,178000,.,112,112,Comedy,Drama,Romance,Ind,,,Alphonse Puthren,Nivin Pauly,Sai Pallavi,Madonna Sebastian,BSC,A young man has three opportunities to find love. Will the third time be the charm?,610,1,3
tt7153766,Unsane,2018,03-23-2018,98,R,R,6.4,34587,310,258,1500000,7732899,14293601,2023,2023,Drama,Horror,Mystery,USA,,,Steven Soderbergh,Joshua Leonard,Claire Foy,Sarah Stiles,BST,"A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear--but is it real or a product of her delusion?",670,4,3
tt2057392,Eye in the Sky,2015,04-01-2016,102,R,R,7.3,73936,307,261,13000000,18704595,35259653,5,1089,Drama,Thriller,War,UK,Canada,,Gavin Hood,Faisa Hassan,Aisha Takow,Armaan Haggio,BST,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.",610,4,1
tt5461944,Hotel Mumbai,2018,03-29-2019,123,R,R,7.6,35062,325,150,.,9651611,20296746,4,930,Drama,History,Thrille,Ind,Austra,USA,Anthony Maras,Amandeep Singh,Suhail Nayyar,Manoj Mehra,BST,The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,880,4,10
tt1772288,Danny Collins,2015,04-10-2015,106,R,R,7,28160,121,151,10000000,5637066,10835752,5,739,Biography,Comedy,Drama,USA,,,Dan Fogelman,Al Pacino,Annette Bening,Jennifer Garner,BST,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by,610,4,1
tt1667321,On Chesil Beach,2017,05-18-2018,110,R,R,6.3,7335,84,133,.,745971,3335913,4,203,Drama,Music,Romance,UK,,,Dominic Cooke,Billy Howle,Saoirse Ronan,Andy Burse,BST,"Based on Ian McEwan's novel. In 1962 England, a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",610,4,1
tt5439796,Logan Lucky,2017,08-18-2017,118,PG-13,PG-13,7,110979,282,341,29000000,27780977,48453605,3031,3031,Comedy,Crime,Drama,USA,,,Steven Soderbergh,Farrah Mackenzie,Channing Tatum',Jim O'Heir,BST,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,610,4,1
tt3553976,Captain Fantastic,2016,07-29-2016,118,R,R,7.9,166665,414,310,.,5879835,22787101,4,550,Comedy,Drama,,USA,,,Matt Ross,Viggo Mortensen,George MacKay,Samantha Isler,BST,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",730,4,5
tt4669264,Beirut,2018,04-11-2018,109,R,R,6.4,16129,115,95,.,5019226,7509436,755,755,Drama,Thriller,,USA,,,Brad Anderson,Jon Hamm,Jay Potter,Khalid Benchagra,BST,"Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.",610,4,1
tt4645330,Denial,2016,10-21-2016,109,PG-13,PG-13,6.7,17227,108,162,10000000,4073489,7994527,5,648,Biography,Drama,,UK,USA,,Mick Jackson,Rachel Weisz,Tom Wilkinson,Timothy Spall,BST,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",610,4,1
tt4899370,Megan Leavey,2017,06-09-2017,116,PG-13,PG-13,7.1,19834,77,74,.,13406883,14510490,1956,1956,Biography,Drama,War,USA,,,Gabriela Cowperth,Kate Mara,Edie Falco,Alisa Harris,BST,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,610,4,1
tt6225520,The Man Who Invented Christmas,2017,11-22-2017,104,PG,PG,7,9854,89,125,.,5676486,8096007,626,720,Biography,Comedy,Drama,Ire,Canada,,Bharat Nalluri,Dan Stevens,Mark Schrier,Patrick Joseph Byr,BST,"The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.",670,4,3
tt6108178,Disobedience,2017,04-27-2018,114,R,R,6.6,20296,131,153,6000000,3498782,7870127,5,247,Drama,Romance,,Ire,UK,USA,Sebasti¢®¢®n Leli,Anton Lesser,Alessandro Nivola,Allan Corduner,BST,"A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",610,4,1
tt1212428,The Lost City of Z,2016,04-21-2017,141,PG-13,PG-13,6.6,69528,229,281,30000000,8580410,19263938,4,866,Biography,Drama,History,USA,,,James Gray,Charlie Hunnam,Robert Pattinson,Sienna Miller,BST,"A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",610,4,1
tt5023260,The Last Word,2017,03-03-2017,108,R,R,6.6,6615,42,68,.,1783421,2982004,4,380,Comedy,Drama,,USA,,,Mark Pellington,Shirley MacLaine,Amanda Seyfried,AnnJewel Lee Dixon,BST,"Harriet is a retired businesswoman who tries to control everything around her. When she decides to write her own obituary, a young journalist takes up the task of finding out the truth resulting in a life-altering friendship.",610,4,1
tt1596345,Pawn Sacrifice,2014,09-25-2015,115,PG-13,PG-13,7,36182,113,149,19000000,2436633,5578519,33,781,Biography,Drama,Sport,USA,,,Edward Zwick,Tobey Maguire,Liev Schreiber,Michael Stuhlbarg,BST,"Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire.",610,4,1
tt1210819,The Lone Ranger,2013,07-03-2013,150,PG-13,PG-13,6.4,211883,749,464,215000000,89302115,260502115,3904,3904,Action,Adventure,Western,USA,,,Gore Verbinski,Johnny Depp,Armie Hammer,William Fichtner,BUENA VISTA,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",790,10,3
tt0382932,Ratatouille,2007,06-29-2007,111,G,G,8,595590,693,332,150000000,206445654,623722818,3940,3940,Animation,Adventure,Comedy,USA,,,Brad Bird,Patton Oswalt,Ian Holm,Lou Romano,BUENA VISTA,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,1000,10,10
tt1772341,Wreck-It Ralph,2012,11-02-2012,101,PG,PG,7.7,355094,419,392,165000000,189422889,471222889,3752,3752,Animation,Adventure,Comedy,USA,,,Rich Moore,John C. Reilly,Sarah Silverman,Jack McBrayer,BUENA VISTA,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",1000,10,10
tt3896198,Guardians of the Galaxy Vol. 2,2017,05-05-2017,136,PG-13,PG-13,7.6,510984,971,572,200000000,389813101,863756051,4347,4347,Action,Adventure,Comedy,USA,,,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,BUENA VISTA,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",730,10,1
tt3606756,Incredibles 2,2018,06-15-2018,118,PG,PG,7.7,219133,1033,385,200000000,608581744,1242805359,4410,4410,Animation,Action,Adventu,USA,,,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,BUENA VISTA,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",1000,10,10
tt1027862,Swing Vote,2008,08-01-2008,120,PG-13,PG-13,6.1,17061,83,131,21000000,16289867,17635397,2213,2213,Comedy,Drama,,USA,,,Joshua Michael St,Kevin Costner,Madeline Carroll,Paula Patton,BUENA VISTA,"In a remarkable turn-of-events, the result of the presidential election comes down to one man's vote.",730,10,1
tt0402894,Casanova,2005,01-06-2006,112,R,R,6.5,50071,152,127,.,11304403,37691644,37,1011,Adventure,Comedy,Drama,USA,,,Lasse Hallstr¢®¢®,Heath Ledger,Sienna Miller,Jeremy Irons,BUENA VISTA,The fabled romantic,730,10,1
tt0462590,Step Up,2006,08-11-2006,104,PG-13,PG-13,6.5,105833,285,99,12000000,65328121,114197742,2467,2647,Crime,Drama,Music,USA,,,Anne Fletcher,Channing Tatum,Jenna Dewan,Damaine Radcliff',BUENA VISTA,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",730,10,1
tt0397892,Bolt,2008,11-21-2008,96,PG,PG,6.8,178257,206,232,150000000,114053579,309979994,3651,3654,Animation,Adventure,Comedy,USA,,,Byron Howard,John Travolta,Miley Cyrus,Susie Essman,BUENA VISTA,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,790,10,3
tt5028340,Mary Poppins Returns,2018,12-19-2018,130,PG,PG,6.8,63260,1023,296,130000000,171958438,349537494,4090,4090,Comedy,Family,Fantasy,USA,UK,,Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,BUENA VISTA,"Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives.",730,10,1
tt0986263,Surrogates,2009,09-25-2009,89,PG-13,PG-13,6.3,164666,270,268,80000000,38577772,122444772,2951,2992,Action,Crime,Sci-Fi,USA,,,Jonathan Mostow,Bruce Willis,Radha Mitchell,Rosamund Pike,BUENA VISTA,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",730,10,1
tt1587310,Maleficent,2014,05-30-2014,97,PG,PG,7,319504,718,425,180000000,241410378,758410378,3948,3948,Action,Adventure,Family,USA,,,Robert Stromberg,Angelina Jolie,Elle Fanning,Sharlto Copley,BUENA VISTA,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",730,10,1
tt0960731,Bedtime Stories,2008,12-25-2008,99,PG,PG,6,83857,130,147,80000000,110101975,212874864,3681,3684,Comedy,Family,Fantasy,USA,,,Adam Shankman,Adam Sandler,Keri Russell,Guy Pearce,BUENA VISTA,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.,790,10,3
tt1049413,Up,2009,05-29-2009,96,PG,PG,8.2,869605,810,421,175000000,293004164,735099082,3766,3886,Animation,Adventure,Comedy,USA,,,Pete Docter,Edward Asner,Christopher Plummer,Jordan Nagai,BUENA VISTA,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",1000,10,10
tt2547584,The Light Between Oceans,2016,09-02-2016,133,PG-13,PG-13,7.2,47844,160,254,20000000,12545979,25975621,1500,1500,Drama,Romance,,UK,New Ze,USA,Derek Cianfrance,Michael Fassbende,Alicia Vikander,Rachel Weisz,BUENA VISTA,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,730,10,1
tt0435761,Toy Story 3,2010,06-18-2010,103,G,G,8.3,707349,825,474,200000000,415004880,1066969703,4028,4028,Animation,Adventure,Comedy,USA,,,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,BUENA VISTA,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",1000,10,10
tt1211837,Doctor Strange,2016,11-04-2016,115,PG-13,PG-13,7.5,541463,880,571,165000000,232641920,677718395,3882,3882,Action,Adventure,Fantasy,USA,,,Scott Derrickson,Benedict Cumberba,Chiwetel Ejiofor,Rachel McAdams,BUENA VISTA,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",730,10,1
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,07-07-2006,151,PG-13,PG-13,7.3,623360,1867,320,225000000,423315812,1066179725,4133,4133,Action,Adventure,Fantasy,USA,,,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,BUENA VISTA,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",730,10,1
tt1046997,Miracle at St. Anna,2008,09-26-2008,160,R,R,6.1,17300,192,150,45000000,7919117,9323833,1185,1185,Action,Drama,War,USA,Italy,,Spike Lee,Derek Luke,Michael Ealy,Laz Alonso,BUENA VISTA,"Set in 1944 Italy, the story of four black American soldiers who get trapped in a Tuscan village during WWII.",730,10,1
tt1142977,Frankenweenie,2012,10-05-2012,87,PG,PG,6.9,91564,188,386,39000000,35291068,81491068,3005,3005,Animation,Comedy,Family,USA,,,Tim Burton,Catherine O'Hara,Martin Short,Martin Landau,BUENA VISTA,"When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.",730,10,1
tt0441796,Stay Alive,2006,03-24-2006,85,PG-13,PG-13,5.1,28983,281,113,7000000,23086480,27105095,2009,2009,Fantasy,Horror,Mystery,USA,,,William Brent Bel,Jon Foster,Samaire Armstrong,Frankie Muniz,BUENA VISTA,"For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess.",730,10,1
tt2245084,Big Hero 6,2014,11-07-2014,102,PG,PG,7.8,381958,506,408,165000000,222527828,657827828,3761,3773,Animation,Action,Adventu,USA,,,Don Hall,Scott Adsit,Ryan Potter,Daniel Henney,BUENA VISTA,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",1000,10,10
tt1028576,Secretariat,2010,10-08-2010,123,PG,PG,7.2,25003,140,164,35000000,59713955,60251371,3072,3108,Biography,Drama,Family,USA,,,Randall Wallace,Diane Lane,John Malkovich,Dylan Walsh,BUENA VISTA,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",730,10,1
tt1075417,Race to Witch Mountain,2009,03-13-2009,98,PG,PG,5.7,52376,118,170,65000000,67172594,106387141,3187,3268,Action,Adventure,Family,USA,,,Andy Fickman,Dwayne Johnson,AnnaSophia Robb,Alexander Ludwig,BUENA VISTA,A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,730,10,1
