movie_id,title,release_year,release_date,runtime,mpa_rating,mpa_rating_origin,imdb_score,votes,reviews_users,reviews_critics,budget,income_usa,income_ww,theater_opening,theater_total,genre_1,genre_2,genre_3,country_1,country_2,country_3,director,actor_1,actor_2,actor_3,studio,description,contract_price,studio_score,price_class
tt0484562,The Seeker: The Dark Is Rising,2007,10-05-2007,99,PG,PG,4.8,14378,167,105,45000000,8794452,31400740,3141,3173,Adventure,Drama,Family,USA,,,David L. Cunningh,Alexander Ludwig,Christopher Eccleston,Ian McShane,20th Century Fox,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,650,6,1
tt1047540,Parental Guidance,2012,12-25-2012,105,PG,PG,6,24024,119,139,25000000,77267296,119772232,3367,3368,Comedy,Family,,USA,,,Andy Fickman,Billy Crystal,Bette Midler,Marisa Tomei,20th Century Fox,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,710,6,3
tt0770703,What's Your Number?,2011,09-30-2011,106,R,R,6.1,69065,102,147,20000000,14011084,30426096,3002,3011,Comedy,Romance,,USA,,,Mark Mylod,Anna Faris,Chris Evans,Ari Graynor,20th Century Fox,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,650,6,1
tt1596350,This Means War,2012,02-17-2012,103,PG-13,PG-13,6.3,169657,258,243,65000000,54760791,156491279,3189,3189,Action,Comedy,Romance,USA,,,McG,Reese Witherspoon,Chris Pine,Tom Hardy,20th Century Fox,A pair of C.I.A. operatives wage an epic battle against one another when they discover they are dating the same woman.,710,6,3
tt0358082,Robots,2005,03-11-2005,91,PG,PG,6.3,125016,284,165,75000000,128200012,260696994,3776,3776,Animation,Adventure,Comedy,USA,,,Chris Wedge,Paula Abdul,Halle Berry,Lucille Bliss,20th Century Fox,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",650,6,1
tt0804461,Death Sentence,2007,08-31-2007,105,R,R,6.8,66747,330,174,20000000,9534258,16974459,1822,1823,Action,Crime,Thrille,USA,,,James Wan,Kevin Bacon,Garrett Hedlund,Kelly Preston,20th Century Fox,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",650,6,1
tt0449010,Eragon,2006,12-15-2006,104,PG,PG,5.1,118326,1713,182,100000000,75030163,249488115,3020,3030,Action,Adventure,Family,USA,UK,Hunga,Stefen Fangmeier,Ed Speleers,Jeremy Irons,Sienna Guillory,20th Century Fox,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.",710,6,3
tt2364841,Runner Runner,2013,10-04-2013,88,R,R,5.6,58803,104,187,30000000,19316646,62675095,3026,3026,Crime,Thriller,,USA,,,Brad Furman,Justin Timberlake,Ben Affleck,Gemma Arterton,20th Century Fox,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",650,6,1
tt0808510,Tooth Fairy,2010,01-22-2010,101,PG,PG,5,39057,82,115,48000000,60022256,112462508,3344,3345,Comedy,Family,Fantasy,USA,Canada,,Michael Lembeck,Dwayne Johnson,Ashley Judd,Stephen Merchant,20th Century Fox,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.,710,6,3
tt2193215,The Counselor,2013,10-25-2013,117,R,R,5.3,93140,479,343,25000000,16973715,71009334,3044,3044,Crime,Drama,Thrille,UK,USA,,Ridley Scott,Michael Fassbende,Pen¢®¢®lope Cruz,Cameron Diaz,20th Century Fox,A lawyer finds himself in over his head when he gets involved in drug trafficking.,650,6,1
tt0364970,Babylon A.D.,2008,08-29-2008,90,PG-13,PG-13,5.6,90797,223,166,70000000,22532572,72109200,3390,3425,Action,Adventure,Crime,Fra,UK,,Mathieu Kassovitz,Vin Diesel,Michelle Yeoh,M¢®¢®lanie Thierry,20th Century Fox,Veteran-turned-mercenary Toorop takes the high-risk job of escorting a woman from Russia to America. Little does he know that she is host to an organism that a cult wants to harvest in order to produce a genetically modified Messiah.,650,6,1
tt0120667,Fantastic Four,2005,07-08-2005,106,PG-13,PG-13,5.7,301054,1018,283,100000000,154696080,330120875,3995,4004,Action,Adventure,Fantasy,USA,,,Tim Story,Ioan Gruffudd,Jessica Alba,Chris Evans,20th Century Fox,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",650,6,1
tt1870529,Won't Back Down,2012,09-28-2012,121,PG,PG,6.4,5982,40,99,.,5310554,5378228,2515,2517,Drama,,,USA,,,Daniel Barnz,Maggie Gyllenhaal,Viola Davis,Oscar Isaac,20th Century Fox,"Two determined mothersÂ­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children.",650,6,1
tt0332047,Fever Pitch,2005,04-08-2005,104,PG-13,PG-13,6.2,40671,209,124,30000000,42071069,50451307,3267,3275,Comedy,Drama,Romance,USA,,,Bobby Farrelly,Drew Barrymore,Jimmy Fallon,Jason Spevack,20th Century Fox,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,650,6,1
tt1131734,Jennifer's Body,2009,09-18-2009,102,R,R,5.2,108560,323,314,16000000,16204793,31556061,2702,2738,Comedy,Horror,,USA,,,Karyn Kusama,Megan Fox,Amanda Seyfried,Johnny Simmons,20th Century Fox,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,650,6,1
tt0489099,Jumper,2008,02-14-2008,88,PG-13,PG-13,6.1,275818,508,239,85000000,80172128,222231186,3428,3430,Action,Adventure,Sci-Fi,USA,Italy,Japan,Doug Liman,Hayden Christense,Jamie Bell,Rachel Bilson,20th Century Fox,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,650,6,1
tt0481499,The Croods,2013,03-22-2013,98,PG,PG,7.2,180334,217,268,135000000,187168425,587204668,4046,4065,Animation,Action,Adventu,USA,,,Kirk DeMicco,Nicolas Cage,Emma Stone,Ryan Reynolds,20th Century Fox,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",920,6,10
tt0443632,The Sentinel,2006,04-21-2006,108,PG-13,PG-13,6.1,46336,224,163,60000000,36280697,77920346,2819,2851,Action,Crime,Thrille,USA,,,Clark Johnson,Michael Douglas,Kiefer Sutherland,Eva Longoria,20th Century Fox,A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,650,6,1
tt0465624,My Super Ex-Girlfriend,2006,07-21-2006,96,PG-13,PG-13,5.1,59822,208,150,30000000,22530295,60984606,2702,2702,Comedy,Romance,Sci-Fi,USA,,,Ivan Reitman,Uma Thurman,Luke Wilson,Anna Faris,20th Century Fox,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",650,6,1
tt1078912,Night at the Museum: Battle of the Smithsoni,2009,05-22-2009,105,PG,PG,6,164831,220,185,150000000,177243721,413106170,4096,4101,Adventure,Comedy,Family,USA,Canada,,Shawn Levy,Ben Stiller,Amy Adams,Owen Wilson,20th Century Fox,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",650,6,1
tt2023453,Diary of a Wimpy Kid: Dog Days,2012,08-03-2012,94,PG,PG,6.3,20111,44,87,22000000,49008662,77112176,3391,3401,Comedy,Family,,USA,Canada,,David Bowers,Zachary Gordon,Steve Zahn,Robert Capron,20th Century Fox,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",710,6,3
tt1196141,Diary of a Wimpy Kid,2010,03-19-2010,94,PG,PG,6.2,39545,116,108,15000000,64003625,75700498,3077,3083,Comedy,Drama,Family,USA,UK,,Thor Freudenthal,Zachary Gordon,Robert Capron,Rachael Harris,20th Century Fox,"The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.",710,6,3
tt0790604,Deck the Halls,2006,11-22-2006,93,PG,PG,4.9,20846,118,74,.,35093569,47231070,3205,3205,Comedy,Family,,USA,,,John Whitesell,Danny DeVito,Matthew Broderick,Kristin Davis,20th Century Fox,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,650,6,1
tt0499549,Avatar,2009,12-18-2009,162,PG-13,PG-13,7.8,1066602,3304,727,237000000,760507625,2789968301,3452,3461,Action,Adventure,Fantasy,USA,,,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,20th Century Fox,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,920,6,10
tt1033643,What Happens in Vegas,2008,05-09-2008,99,PG-13,PG-13,6.1,159201,161,148,35000000,80277646,219375562,3215,3255,Comedy,Romance,,USA,,,Tom Vaughan,Cameron Diaz,Ashton Kutcher,Rob Corddry,20th Century Fox,"A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",650,6,1
tt0485985,Red Tails,2012,01-20-2012,125,PG-13,PG-13,5.9,32163,297,147,58000000,49876377,50365377,2512,2573,Action,Adventure,Drama,USA,Italy,Germa,Anthony Hemingway,Terrence Howard,Cuba Gooding Jr.,Nate Parker,20th Century Fox,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",710,6,3
tt0434215,Flicka,2006,10-20-2006,95,PG,PG,6.1,7082,76,45,15000000,21000147,21893591,2877,2877,Adventure,Drama,Family,USA,UK,,Michael Mayer,Tim McGraw,Maria Bello,Alison Lohman,20th Century Fox,Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of one day taking over the family ranch.,650,6,1
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,03-25-2011,99,PG,PG,6.5,23804,50,101,21000000,52698535,72417394,3167,3169,Comedy,Family,,USA,,,David Bowers,Zachary Gordon,Devon Bostick,Rachael Harris,20th Century Fox,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",710,6,3
tt0320661,Kingdom of Heaven,2005,05-06-2005,144,R,R,7.2,254276,989,225,130000000,47398413,211652051,3216,3219,Action,Adventure,Drama,USA,Arabic,Latin,Ridley Scott,Martin Hancock,Michael Sheen,Nathalie Cox,20th Century Fox,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",650,6,1
tt0371257,Stay,2005,10-21-2005,99,R,R,6.8,71166,372,121,50000000,3626883,8342132,1684,1684,Drama,Mystery,Thrille,USA,,,Marc Forster,Ewan McGregor,Ryan Gosling,Kate Burton,20th Century Fox,This movie focuses on the attempts of a psychiatrist to prevent one of his patients from committing suicide while trying to maintain his own grip on reality.,650,6,1
tt1098327,Dragonball Evolution,2009,04-10-2009,85,PG,PG,2.5,67100,568,140,30000000,9362785,55720772,2181,2181,Action,Adventure,Fantasy,USA,Japan,Hindi,James Wong,Justin Chatwin,Yun-Fat Chow,Emmy Rossum,20th Century Fox,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",650,6,1
tt0357277,Elektra,2005,01-14-2005,97,PG-13,PG-13,4.7,83621,395,201,43000000,24409722,56681566,3204,3204,Action,Adventure,Crime,USA,Japan,,Rob Bowman,Jennifer Garner,Goran Visnjic,Kirsten Zien,20th Century Fox,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",650,6,1
tt0980970,The Chronicles of Narnia: The Voyage of the,2010,12-10-2010,113,PG,PG,6.3,132679,237,228,155000000,104386950,415686217,3555,3555,Adventure,Family,Fantasy,USA,UK,,Michael Apted,Georgie Henley,Skandar Keynes,Ben Barnes,20th Century Fox,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.",650,6,1
tt1067583,Water for Elephants,2011,04-22-2011,120,PG-13,PG-13,6.9,106985,273,276,38000000,58709717,117094902,2817,2820,Drama,Romance,,USA,,,Francis Lawrence,Reese Witherspoon,Robert Pattinson,Christoph Waltz,20th Century Fox,"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.",710,6,3
tt0799949,Epic Movie,2007,01-26-2007,86,PG-13,PG-13,2.4,98960,681,113,20000000,39739367,86865564,2801,2840,Adventure,Comedy,,USA,,,Jason Friedberg,Kal Penn,Adam Campbell,Jennifer Coolidge,20th Century Fox,A spoof on previous years' epic movies (,650,6,1
tt0429591,Aquamarine,2006,03-03-2006,104,PG,PG,5.3,36175,148,66,12000000,18597342,22978953,2512,2538,Comedy,Family,Fantasy,USA,,,Elizabeth Allen R,Emma Roberts,JoJo,Sara Paxton,20th Century Fox,Two teenage girls discover a mermaid in their beach club's swimming pool.,650,6,1
tt0419946,The Marine,2006,10-13-2006,92,PG-13,PG-13,4.7,31189,300,83,20000000,18844784,22164661,2545,2545,Action,Comedy,Drama,USA,Arabic,,John Bonito,John Cena,Robert Patrick,Kelly Carlson,20th Century Fox,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,650,6,1
tt1392197,Marmaduke,2010,06-04-2010,87,PG,PG,4.2,13553,67,98,50000000,33644788,83761844,3213,3213,Comedy,Family,,USA,,,Tom Dey,Owen Wilson,Emma Stone,George Lopez,20th Century Fox,"A suburban family moves to a new neighborhood with their large, yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way.",650,6,1
tt0465494,Hitman,2007,11-21-2007,100,R,R,6.3,155578,388,196,24000000,39687694,99965792,2458,2468,Action,Crime,Thrille,Fra,USA,,Xavier Gens,Timothy Olyphant,Dougray Scott,Olga Kurylenko,20th Century Fox,"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",650,6,1
tt1464174,"Big Mommas: Like Father, Like Son",2011,02-18-2011,107,PG-13,PG-13,4.4,23976,50,86,32000000,37915414,82686066,2821,2821,Action,Comedy,Crime,USA,,,John Whitesell,Martin Lawrence,Brandon T. Jackson,Jessica Lucas,20th Century Fox,Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,650,6,1
tt0317132,Because of Winn-Dixie,2005,02-18-2005,106,PG,PG,6.3,9892,92,97,14000000,32647042,33589427,3188,3188,Comedy,Drama,Family,USA,,,Wayne Wang,AnnaSophia Robb,Jeff Daniels,Cicely Tyson,20th Century Fox,A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,650,6,1
tt0936501,Taken,2008,01-30-2009,94,PG-13,PG-13,7.8,545012,1039,315,25000000,145000989,226830568,3183,3184,Action,Thriller,,Fra,USA,,Pierre Morel,Liam Neeson,Maggie Grace,Leland Orser,20th Century Fox,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",920,6,10
tt1067774,Monte Carlo,2011,07-01-2011,109,PG,PG,5.8,39300,51,91,20000000,23186769,39667665,2473,2473,Adventure,Comedy,Family,Hun,USA,,Thomas Bezucha,Selena Gomez,Katie Cassidy,Leighton Meester,20th Century Fox,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,650,6,1
tt1424381,Predators,2010,07-09-2010,107,R,R,6.4,203187,660,370,40000000,52000688,127233108,2669,2669,Action,Adventure,Sci-Fi,USA,,,Nimr¢®¢®d Antal,Adrien Brody,Topher Grace,Alice Braga,20th Century Fox,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,710,6,3
tt1298649,The Watch,2012,07-27-2012,102,R,R,5.7,117303,224,268,68000000,35353000,68267862,3168,3168,Action,Comedy,Horror,USA,,,Akiva Schaffer,Ben Stiller,Vince Vaughn,Jonah Hill,20th Century Fox,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,650,6,1
tt1160368,12 Rounds,2009,03-27-2009,108,PG-13,PG-13,5.6,26261,118,117,22000000,12234694,17280326,2331,2331,Action,Crime,Thrille,USA,,,Renny Harlin,John Cena,Aidan Gillen,Ashley Scott,20th Century Fox,"Detective Danny Fisher discovers his girlfriend has been kidnapped by an ex-con tied to Fisher's past, and he'll have to successfully complete 12 challenges in order to secure her safe release.",650,6,1
tt0790686,Mirrors,2008,08-15-2008,110,R,R,6.1,98383,251,215,35000000,30691439,77488607,2664,2664,Horror,Mystery,,USA,Romani,Germa,Alexandre Aja,Kiefer Sutherland,Paula Patton,Cameron Boyce,20th Century Fox,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,650,6,1
tt2234155,The Internship,2013,06-07-2013,119,PG-13,PG-13,6.3,182178,302,251,58000000,44672764,93492844,3366,3399,Comedy,,,USA,,,Shawn Levy,Vince Vaughn,Owen Wilson,Rose Byrne,20th Century Fox,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",650,6,1
tt0432283,Fantastic Mr. Fox,2009,11-25-2009,87,PG,PG,7.8,181297,296,350,40000000,21002919,46471023,4,2304,Animation,Adventure,Comedy,USA,UK,,Wes Anderson,George Clooney,Meryl Streep,Jason Schwartzman,20th Century Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,650,6,1
tt0376994,X-Men: The Last Stand,2006,05-26-2006,104,PG-13,PG-13,6.7,461912,1948,345,210000000,234362462,459256008,3690,3714,Action,Sci-Fi,,Can,USA,UK,Brett Ratner,Hugh Jackman,Halle Berry,Ian McKellen,20th Century Fox,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",650,6,1
tt0462538,The Simpsons Movie,2007,07-27-2007,87,PG-13,PG-13,7.3,296792,842,305,75000000,183135014,527071022,3922,3926,Animation,Adventure,Comedy,USA,,,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright,20th Century Fox,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the family are declared fugitives.",920,6,10
tt1629757,Chasing Mavericks,2012,10-26-2012,116,PG,PG,7.1,29433,83,120,20000000,6002756,6633207,2002,2030,Biography,Drama,Sport,USA,,,Michael Apted,Gerard Butler,Jonny Weston,Elisabeth Shue,20th Century Fox,"When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.",650,6,1
tt0901476,Bride Wars,2009,01-09-2009,89,PG,PG,5.5,96055,141,159,30000000,58715510,115154152,3226,3228,Comedy,Romance,,USA,,,Gary Winick,Kate Hudson,Anne Hathaway,Bryan Greenberg,20th Century Fox,Two best friends become rivals when they schedule their respective weddings on the same day.,710,6,3
tt1235522,Broken City,2013,01-18-2013,109,R,R,6.2,72520,146,300,35000000,19701164,34737199,2620,2622,Crime,Drama,Thrille,USA,,,Allen Hughes,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jon,20th Century Fox,"In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler.",650,6,1
tt0891592,Street Fighter: The Legend of Chun-Li,2009,02-27-2009,96,PG-13,PG-13,3.7,22174,193,109,18000000,8742261,12764201,1136,1164,Action,Crime,Thrille,Can,India,USA,Andrzej Bartkowia,Kristin Kreuk,Chris Klein,Neal McDonough,20th Century Fox,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",650,6,1
tt1366344,The Sitter,2011,12-09-2011,81,R,R,5.7,66185,124,144,25000000,30441326,34942188,2750,2752,Comedy,,,USA,,,David Gordon Gree,Jonah Hill,Max Records,Ari Graynor,20th Century Fox,"A college student on suspension is coaxed into babysitting the kids next door, though he is fully unprepared for the wild night ahead of him.",650,6,1
tt0775552,Aliens in the Attic,2009,07-31-2009,86,PG,PG,5.4,19742,64,79,45000000,25200412,57881056,3106,3108,Animation,Adventure,Comedy,USA,Canada,,John Schultz,Carter Jenkins,Austin Butler,Ashley Tisdale,20th Century Fox,A group of kids must protect their vacation home from invading aliens.,650,6,1
tt0356680,The Family Stone,2005,12-16-2005,103,PG-13,PG-13,6.3,57250,509,143,18000000,60062868,92283851,2466,2469,Comedy,Drama,Romance,USA,,,Thomas Bezucha,Claire Danes,Diane Keaton,Rachel McAdams,20th Century Fox,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",710,6,3
tt1397280,Taken 2,2012,10-05-2012,92,PG-13,PG-13,6.2,277349,485,361,45000000,139854287,376141306,3661,3706,Action,Thriller,,Fra,USA,,Olivier Megaton,Liam Neeson,Maggie Grace,Famke Janssen,20th Century Fox,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",650,6,1
tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,12-16-2011,87,G,G,4.3,29039,65,89,75000000,133110742,342695435,3723,3734,Animation,Adventure,Comedy,USA,,,Mike Mitchell,Jason Lee,David Cross,Jenny Slate,20th Century Fox,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",650,6,1
tt0410377,Nim's Island,2008,04-04-2008,96,PG,PG,6,32022,114,142,37000000,48006762,100076342,3513,3518,Adventure,Family,Fantasy,USA,,,Jennifer Flackett,Abigail Breslin,Jodie Foster,Gerard Butler,20th Century Fox,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,650,6,1
tt0466342,Date Movie,2006,02-17-2006,83,PG-13,PG-13,2.8,55445,614,101,20000000,48548426,84795656,2896,2898,Comedy,Romance,,USA,,,Aaron Seltzer,Alyson Hannigan,Adam Campbell,Sophie Monk,20th Century Fox,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",650,6,1
tt0458352,The Devil Wears Prada,2006,06-30-2006,109,PG-13,PG-13,6.9,347126,678,195,35000000,124740460,326551094,2847,2882,Comedy,Drama,,USA,France,,David Frankel,Meryl Streep,Anne Hathaway,Emily Blunt,20th Century Fox,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",650,6,1
tt0988595,27 Dresses,2008,01-18-2008,111,PG-13,PG-13,6.1,147107,166,178,30000000,76808654,160259319,3057,3074,Comedy,Romance,,USA,,,Anne Fletcher,Brian Kerwin,Charli Barcena,Peyton List,20th Century Fox,"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",710,6,3
tt1389137,We Bought a Zoo,2011,12-23-2011,124,PG,PG,7.1,128679,222,261,50000000,75624550,120081841,3117,3170,Comedy,Drama,Family,USA,,,Cameron Crowe,Matt Damon,Scarlett Johansson,Thomas Haden Churc,20th Century Fox,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",770,6,5
tt0359950,The Secret Life of Walter Mitty,2013,12-25-2013,114,PG,PG,7.3,279940,605,375,90000000,58236838,188133322,2909,2922,Comedy,Drama,Fantasy,USA,UK,,Ben Stiller,Ben Stiller,Kristen Wiig,Jon Daly,20th Century Fox,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",770,6,5
tt1318514,Rise of the Planet of the Apes,2011,08-05-2011,105,PG-13,PG-13,7.6,479057,693,553,93000000,176760185,481800873,3648,3691,Action,Drama,Sci-Fi,USA,UK,Canad,Rupert Wyatt,Andy Serkis,Karin Konoval,Terry Notary,20th Century Fox,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,920,6,10
tt0383010,The Three Stooges,2012,04-13-2012,92,PG,PG,5,28892,207,163,30000000,44338224,54819301,3477,3482,Comedy,Family,,USA,,,Bobby Farrelly,Sean Hayes,Will Sasso,Chris Diamantopoul,20th Century Fox,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",650,6,1
tt0477347,Night at the Museum,2006,12-22-2006,108,PG,PG,6.4,293583,465,170,110000000,250863268,574480841,3685,3768,Adventure,Comedy,Family,USA,UK,,Shawn Levy,Ben Stiller,Carla Gugino,Dick Van Dyke,20th Century Fox,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,650,6,1
tt1396218,Mr. Popper's Penguins,2011,06-17-2011,94,PG,PG,6,82233,119,186,55000000,68224452,187361754,3339,3342,Comedy,Family,Fantasy,USA,,,Mark Waters,Jim Carrey,Carla Gugino,Angela Lansbury,20th Century Fox,"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",710,6,3
tt1436562,Rio,2011,04-15-2011,96,G,G,6.9,195129,202,240,90000000,143619809,483866518,3826,3842,Animation,Adventure,Comedy,USA,Brazil,,Carlos Saldanha,Karen Disher,Jason Fricchione,Sofia Scarpa Salda,20th Century Fox,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",650,6,1
tt0454876,Life of Pi,2012,11-21-2012,127,PG,PG,7.9,547296,841,562,120000000,124987023,609016565,2927,2946,Adventure,Drama,Fantasy,USA,Taiwan,UK,Ang Lee,Suraj Sharma,Irrfan Khan,Ayush Tandon,20th Century Fox,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",920,6,10
tt0493949,Ramona and Beezus,2010,07-23-2010,103,G,G,6.5,16371,55,78,15000000,26167002,27293743,2719,2719,Adventure,Comedy,Family,USA,,,Elizabeth Allen R,Joey King,Selena Gomez,John Corbett,20th Century Fox,"An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.",650,6,1
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,12-23-2009,88,PG,PG,4.5,40409,103,106,75000000,219614612,443140005,3700,3747,Animation,Comedy,Family,USA,,,Betty Thomas,Zachary Levi,David Cross,Jason Lee,20th Century Fox,"The world famous singing pre-teen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",650,6,1
tt1279935,Date Night,2010,04-09-2010,88,PG-13,PG-13,6.3,146596,233,257,55000000,98711404,152263880,3374,3380,Comedy,Crime,Romance,USA,,,Shawn Levy,Steve Carell,Tina Fey,Mark Wahlberg,20th Century Fox,"In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.",650,6,1
