movie_id,item_id,inv_exist,cluster_kmeans
tt1075747,.,0,13
tt0117002,.,0,23
tt0490215,.,0,10
tt0119738,.,0,6
tt0265029,.,0,19
tt0117731,.,0,21
tt0278504,.,0,6
tt1392214,.,0,21
tt0115956,.,0,6
tt0119528,.,0,19
tt0120623,.,0,19
tt1397280,.,0,19
tt0109813,.,0,19
tt0306047,.,0,19
tt0212346,.,0,19
tt4765284,.,0,13
tt0373051,.,0,19
tt0107798,.,0,6
tt0368933,.,0,19
tt0825232,.,0,23
tt0109446,.,0,6
tt1204342,.,0,19
tt0105112,.,0,6
tt0369735,.,0,7
tt0139654,.,0,21
tt3631112,.,0,1
tt0177789,.,0,13
tt0257106,.,0,19
tt0120611,.,0,13
tt0393162,.,0,6
tt1038919,.,0,23
tt0264472,.,0,23
tt0118615,.,0,19
tt0401855,.,0,1
tt0200550,.,0,23
tt0314331,.,0,21
tt0116669,.,0,23
tt0111255,.,0,13
tt1711525,.,0,23
tt0117918,.,0,11
tt0371724,.,0,19
tt0432021,.,0,1
tt0396592,.,0,7
tt1615065,.,0,1
tt0110997,.,0,23
tt1086772,.,0,23
tt0408985,.,0,7
tt0450232,.,0,23
tt0113419,.,0,11
tt0337921,.,0,1
tt0429589,.,0,13
tt0274166,.,0,1
tt0087182,.,0,11
tt0775552,.,0,7
tt0445922,.,0,11
tt0959337,.,0,10
tt0364970,.,0,13
tt0109836,.,0,6
tt0116421,.,0,13
tt0117108,.,0,13
tt0237572,.,0,11
tt0117331,.,0,7
tt0376108,.,0,7
tt1139328,.,0,10
tt0149624,.,0,13
tt0814022,.,0,12
tt0113987,.,0,6
tt1343727,.,0,1
tt0376136,.,0,23
tt0118956,.,0,11
tt3289724,.,0,23
tt1634122,.,0,7
tt1046997,.,0,11
tt0246464,.,0,23
tt0484740,.,0,20
tt0255477,.,0,12
tt0120107,.,0,7
tt0249516,.,0,12
tt1024648,.,0,8
tt0106977,.,0,21
tt0089880,.,0,19
tt0117665,.,0,21
tt1438254,.,0,7
tt0116731,.,0,23
tt2788710,.,0,1
tt0080855,.,0,15
tt2404463,.,0,19
tt0181536,.,0,11
tt0191754,.,0,13
tt0253867,.,0,13
tt5177088,.,0,1
tt3416532,.,0,10
tt0472399,.,0,23
tt0106918,.,0,6
tt1232829,.,0,19
tt0125439,.,0,6
tt0120630,.,0,6
tt0343135,.,0,23
tt0103859,.,0,11
tt0889583,.,0,1
tt0056937,.,0,15
tt2334871,.,0,1
tt1648179,.,0,7
tt0257756,.,0,13
tt0117057,.,0,11
tt1486185,.,0,23
tt0265349,.,0,23
tt0097742,.,0,11
tt1255919,.,0,7
tt1598828,.,0,7
tt0179626,.,0,13
tt0399295,.,0,6
tt0108255,.,0,7
tt0104412,.,0,23
tt1568338,.,0,1
tt1032751,.,0,12
tt0119640,.,0,7
tt0298203,.,0,6
tt0183790,.,0,13
tt0288045,.,0,7
tt1053810,.,0,12
tt0167404,.,0,2
tt0396269,.,0,6
tt1155076,.,0,18
tt2322441,I-1047,1,9
tt1041829,.,0,19
tt1800241,.,0,8
tt0349205,.,0,19
tt2872732,.,0,19
tt1091191,.,0,21
tt0096874,.,0,21
tt0150377,.,0,6
tt0338459,.,0,19
tt0117913,.,0,21
tt0104694,.,0,6
tt1285016,.,0,8
tt1135503,.,0,6
tt1001508,.,0,1
tt2869728,.,0,13
tt0362120,.,0,19
tt2561572,.,0,19
tt0134084,.,0,18
tt0099088,.,0,6
tt2140479,.,0,6
tt2096672,.,0,19
tt2203939,.,0,19
tt0103874,.,0,6
tt0397313,.,0,13
tt0134119,.,0,6
tt2361509,.,0,23
tt0104691,.,0,0
tt0350258,.,0,21
tt0401792,.,0,21
tt3682448,.,0,21
tt0443274,.,0,23
tt1155056,.,0,1
tt0256380,.,0,19
tt0102138,.,0,0
tt0421729,.,0,19
tt2119543,.,0,19
tt2119532,.,0,8
tt0236493,.,0,19
tt1144884,.,0,1
tt0974661,.,0,23
tt1401152,.,0,1
tt1226229,.,0,1
tt0348836,.,0,1
tt0159273,.,0,23
tt1189340,.,0,23
tt0358135,.,0,23
tt0445990,.,0,23
tt0765446,.,0,7
tt0122718,.,0,13
tt0120177,.,0,7
tt2170439,.,0,23
tt0245844,.,0,21
tt0482571,.,0,21
tt0410297,.,0,23
tt1424381,.,0,13
tt1462769,.,0,7
tt0093428,.,0,11
tt0472043,.,0,21
tt0758766,.,0,1
tt0091396,.,0,11
tt0363988,.,0,23
tt0397101,.,0,23
tt1742044,.,0,23
tt0866439,.,0,7
tt0119978,.,0,6
tt0104839,.,0,11
tt0118607,.,0,6
tt2557490,.,0,13
tt1622979,.,0,1
tt4218572,.,0,10
tt0332047,.,0,7
tt0758730,.,0,1
tt1956620,.,0,13
tt1262416,.,0,1
tt0110989,.,0,2
tt0174480,.,0,7
tt1092026,.,0,1
tt1694020,.,0,7
tt1657507,.,0,1
tt0134273,.,0,23
tt1590193,.,0,23
tt0162983,.,0,13
tt0101761,.,0,11
tt0130121,.,0,7
tt6663582,.,0,1
tt0223897,.,0,13
tt1334512,.,0,13
tt0817538,.,0,7
tt4572514,.,0,1
tt0111143,.,0,13
tt1129442,.,0,1
tt1126618,.,0,1
tt0430308,.,0,1
tt0160009,.,0,13
tt1661382,.,0,23
tt0163983,.,0,1
tt0294870,.,0,23
tt0129280,.,0,7
tt3486626,.,0,13
tt0116654,.,0,13
tt0246544,.,0,7
tt2592614,.,0,1
tt0467200,.,0,13
tt4481514,.,0,12
tt0230838,.,0,23
tt0444682,.,0,1
tt0479997,.,0,1
tt0110971,.,0,7
tt0120800,.,0,23
tt0269095,.,0,23
tt0132512,.,0,11
tt3522806,.,0,23
tt0329691,.,0,7
tt0432283,.,0,10
tt1308728,.,0,13
tt0114436,.,0,1
tt0115907,.,0,13
tt1430615,.,0,11
tt1649419,.,0,10
tt0763831,.,0,23
tt5390504,.,0,1
tt0422720,.,0,20
tt1846589,.,0,1
tt0208988,.,0,13
tt0113552,.,0,11
tt2387499,.,0,7
tt0282687,.,0,13
tt0093278,.,0,11
tt0104850,.,0,13
tt1129445,.,0,20
tt0450405,.,0,23
tt0363282,.,0,12
tt0120646,.,0,13
tt0375173,.,0,1
tt0295254,.,0,7
tt1111948,.,0,7
tt2515034,.,0,13
tt1188729,.,0,13
tt0266489,.,0,23
tt1413495,.,0,23
tt0081400,.,0,11
tt5360952,.,0,12
tt1976009,.,0,13
tt0283160,.,0,7
tt0189192,.,0,12
tt1706620,.,0,10
tt0448134,.,0,3
tt0110074,.,0,20
tt2513074,.,0,20
tt0091757,.,0,11
tt0361500,.,0,12
tt0455782,.,0,20
tt0457495,.,0,17
tt0357054,.,0,20
tt0452694,.,0,1
tt0086393,.,0,7
tt0490084,.,0,7
tt1142977,.,0,1
tt0117608,.,0,23
tt0379786,.,0,1
tt0465602,.,0,1
tt0312329,.,0,13
tt0232500,.,0,19
tt0256415,.,0,19
tt1142988,.,0,7
tt0111280,.,0,7
tt2091256,.,0,13
tt3450650,.,0,7
tt4501244,.,0,1
tt1067583,.,0,13
tt1055292,.,0,13
tt0174856,.,0,21
tt1411250,.,0,1
tt0125022,.,0,13
tt0278435,.,0,23
tt2304933,.,0,1
tt0465580,.,0,13
tt1979320,.,0,10
tt0225071,.,0,13
tt0279889,.,0,7
tt3829920,.,0,23
tt0116259,.,0,23
tt0905372,.,0,1
tt0202470,.,0,23
tt0118158,.,0,11
tt0970411,.,0,12
tt0119210,.,0,11
tt4971344,.,0,20
tt0193560,.,0,20
tt1586265,.,0,23
tt1560747,.,0,10
tt0469903,.,0,11
tt1099212,.,0,9
tt1723121,.,0,19
tt3076658,.,0,21
tt0840361,.,0,21
tt1564349,.,0,13
tt2704998,.,0,23
tt0887883,.,0,23
tt0337563,.,0,19
tt0410377,.,0,13
tt1292566,.,0,1
tt1385867,.,0,7
tt1161864,.,0,13
tt0482603,.,0,13
tt1243974,.,0,23
tt1517451,.,0,8
tt0251160,.,0,1
tt0181316,.,0,7
tt0086006,.,0,6
tt1231587,.,0,1
tt0118771,.,0,11
tt2978462,.,0,13
tt4682786,.,0,23
tt0266465,.,0,23
tt0184858,.,0,23
tt0120834,.,0,11
tt0116410,.,0,20
tt0119177,.,0,11
tt0141399,.,0,7
tt1316616,.,0,20
tt0325537,.,0,7
tt1396484,I-1090,1,5
tt1119646,I-1016,1,21
tt0878804,I-1019,1,21
tt0096895,.,0,2
tt0145660,.,0,9
tt1403865,.,0,21
tt0104714,.,0,6
tt0120812,.,0,19
tt2024432,.,0,19
tt0458352,.,0,6
tt1499658,.,0,19
tt0227538,.,0,19
tt3152624,I-1057,1,19
tt2140373,.,0,21
tt0079945,.,0,13
tt0478087,.,0,6
tt1033643,.,0,13
tt0101540,.,0,6
tt0116209,.,0,10
tt0785006,.,0,7
tt0372237,.,0,19
tt1758830,.,0,1
tt0119488,.,0,21
tt0405325,.,0,7
tt0119360,.,0,23
tt1179056,.,0,1
tt0209958,.,0,1
tt0114508,.,0,13
tt0437863,.,0,7
tt1028576,.,0,23
tt0120744,.,0,23
tt1632708,.,0,1
tt4438848,.,0,13
tt0453556,.,0,7
tt0316465,.,0,13
tt5052474,.,0,1
tt0976238,.,0,23
tt0104797,.,0,0
tt1029360,.,0,1
tt5664636,.,0,7
tt1413492,.,0,13
tt0417001,.,0,13
tt0762114,.,0,13
tt0119008,.,0,6
tt0467197,.,0,23
tt0120804,.,0,1
tt0335245,.,0,1
tt0491152,.,0,7
tt0762121,.,0,7
tt1637688,.,0,1
tt1212436,.,0,23
tt1616195,.,0,6
tt0186894,.,0,23
tt4560436,.,0,23
tt2967224,.,0,7
tt3322364,.,0,23
tt1615160,.,0,1
tt0376541,.,0,10
tt0111301,.,0,7
tt0265087,.,0,7
tt0253474,.,0,10
tt0397065,.,0,7
tt0120681,.,0,13
tt6306064,.,0,1
tt0790686,.,0,1
tt3717252,.,0,1
tt0238546,.,0,7
tt0880578,.,0,1
tt0100403,.,0,11
tt1600195,.,0,1
tt0080745,.,0,11
tt0426592,.,0,7
tt0124298,.,0,23
tt1712170,.,0,13
tt0300051,.,0,12
tt0119668,.,0,11
tt1473832,.,0,1
tt0252503,.,0,13
tt0104427,.,0,11
tt3553442,.,0,7
tt0327679,.,0,7
tt2679042,.,0,1
tt5776858,.,0,10
tt0443701,.,0,13
tt1547234,.,0,1
tt1235522,.,0,23
tt0361089,.,0,23
tt0185014,.,0,10
tt0257516,.,0,12
tt0841046,.,0,7
tt0240510,.,0,11
tt0492389,.,0,12
tt1904996,.,0,1
tt0360201,.,0,13
tt0211938,.,0,23
tt0891527,.,0,23
tt0099587,.,0,11
tt0478304,.,0,8
tt0244000,.,0,13
tt1540128,.,0,23
tt0383060,.,0,7
tt0120824,.,0,20
tt0962736,.,0,20
tt1742334,.,0,1
tt0120724,.,0,12
tt0365929,.,0,1
tt2358925,.,0,13
tt3488710,.,0,20
tt0414993,.,0,23
tt2304771,.,0,17
tt0450314,.,0,7
tt0304711,.,0,13
tt0401445,.,0,23
tt3381008,.,0,1
tt1758810,.,0,1
tt0280665,.,0,20
tt0120479,.,0,12
tt0309820,.,0,3
tt0105211,.,0,11
tt2980210,.,0,3
tt0120152,.,0,20
tt0091767,.,0,12
tt0134154,.,0,3
tt1656186,.,0,20
tt1674784,.,0,3
tt1093357,.,0,7
tt3890160,.,0,21
tt1790864,.,0,18
tt2726560,.,0,1
tt0106226,.,0,0
tt4073790,.,0,1
tt0163579,.,0,7
tt0138304,.,0,23
tt0167203,.,0,7
tt0082979,.,0,0
tt0104257,.,0,21
tt0208003,.,0,23
tt0242445,.,0,13
tt2823054,.,0,7
tt1800741,.,0,1
tt0417148,.,0,1
tt0330793,.,0,1
tt0204626,.,0,13
tt1656190,.,0,1
tt0483607,.,0,3
tt1817771,.,0,12
tt1478338,.,0,1
tt0976051,.,0,10
tt1931435,.,0,23
tt1655460,.,0,13
tt0319343,.,0,19
tt0117333,.,0,6
tt1245492,.,0,19
tt0281373,.,0,13
tt0457510,.,0,7
tt0096061,.,0,11
tt1135084,.,0,1
tt0945513,.,0,21
tt0145531,.,0,13
tt0203019,.,0,6
tt6791096,.,0,1
tt1464174,.,0,7
tt0106246,.,0,11
tt0481369,.,0,23
tt0078723,.,0,11
tt0418647,.,0,13
tt0399146,.,0,10
tt0790628,.,0,23
tt0114214,.,0,23
tt0323033,.,0,23
tt6628394,.,0,1
tt1322312,.,0,13
tt0163988,.,0,23
tt1053424,.,0,13
tt0372873,.,0,12
tt0115725,.,0,13
tt0118829,.,0,11
tt0150216,.,0,20
tt0452624,.,0,17
tt0078788,.,0,0
tt0453562,.,0,21
tt1907668,.,0,6
tt0113862,.,0,11
tt0089755,.,0,6
tt0079574,.,0,11
tt2278388,.,0,8
tt1524930,.,0,1
tt0099052,.,0,11
tt0186151,.,0,6
tt0252501,.,0,13
tt1244659,.,0,20
tt0113161,.,0,23
tt0087332,.,0,21
tt0114709,.,0,21
tt3104988,.,0,6
tt0299658,.,0,10
tt0142342,.,0,19
tt0252866,.,0,19
tt1606389,.,0,19
tt0111257,.,0,6
tt0099810,.,0,21
tt1327773,.,0,6
tt0210945,.,0,21
tt1136608,.,0,21
tt0364725,.,0,19
tt0101272,.,0,19
tt0112281,.,0,19
tt0247638,.,0,19
tt0122933,.,0,13
tt0116313,.,0,6
tt0405159,.,0,21
tt0114369,.,0,21
tt0327056,.,0,21
tt1850457,.,0,13
tt1193138,.,0,10
tt0332280,.,0,21
tt1114677,.,0,1
tt0988595,.,0,19
tt0213203,.,0,7
tt1959563,.,0,1
tt0102713,.,0,11
tt0430105,.,0,13
tt0110322,.,0,21
tt1276104,.,0,6
tt1588173,.,0,1
tt0257360,.,0,10
tt1821658,.,0,13
tt0231775,.,0,13
tt0112431,.,0,11
tt1535438,.,0,23
tt0800039,.,0,1
tt0390022,.,0,13
tt0097481,.,0,7
tt0871426,.,0,13
tt0119313,.,0,7
tt0901476,.,0,7
tt0364751,.,0,12
tt1605783,.,0,21
tt4555426,.,0,10
tt0312004,.,0,19
tt0431308,.,0,13
tt0121164,.,0,23
tt5619332,.,0,7
tt0892318,.,0,1
tt0221027,.,0,21
tt0139462,.,0,13
tt1798684,.,0,23
tt0098382,.,0,13
tt2406566,.,0,1
tt0308506,.,0,7
tt0110622,.,0,7
tt0783233,.,0,8
tt0090264,.,0,6
tt0376105,.,0,7
tt3397884,.,0,10
tt0096933,.,0,6
tt0093058,.,0,0
tt1259528,.,0,1
tt0383010,.,0,13
tt2911666,.,0,1
tt0385726,.,0,11
tt1655441,.,0,13
tt1193631,.,0,1
tt1127180,.,0,1
tt0327137,.,0,13
tt0420223,.,0,23
tt0993842,.,0,13
tt0300532,.,0,7
tt0389722,.,0,1
tt0091419,.,0,11
tt0421206,.,0,23
tt0095631,.,0,11
tt1073498,.,0,12
tt0093894,.,0,11
tt2404311,.,0,23
tt6802308,.,0,1
tt1583420,.,0,23
tt1939659,.,0,1
tt0446046,.,0,13
tt1137450,.,0,23
tt1674771,.,0,7
tt0161083,.,0,23
tt2053463,.,0,1
tt0472033,.,0,7
tt2377322,.,0,1
tt2473602,.,0,23
tt4209788,.,0,10
tt1195478,.,0,7
tt1449283,.,0,7
tt0329028,.,0,12
tt4537896,.,0,23
tt0114857,.,0,23
tt0120776,.,0,11
tt0881320,.,0,1
tt0465624,.,0,7
tt0339412,.,0,7
tt1458175,.,0,23
tt6421110,.,0,12
tt2072233,.,0,23
tt0361841,.,0,13
tt0398712,.,0,20
tt2364841,.,0,1
tt0120008,.,0,7
tt4849438,.,0,10
tt0370032,.,0,12
tt0395972,.,0,13
tt1438176,.,0,1
tt5109784,.,0,10
tt2080374,.,0,10
tt0271367,.,0,7
tt0116320,.,0,7
tt0327247,.,0,13
tt0091225,.,0,12
tt0482572,.,0,13
tt0402901,.,0,12
tt0335121,.,0,12
tt0318283,.,0,12
tt0324554,.,0,13
tt0402399,.,0,20
tt0765447,.,0,17
tt1549920,.,0,1
tt0120710,.,0,11
tt0131646,.,0,7
tt4513674,.,0,3
tt0218817,.,0,13
tt2101341,.,0,20
tt1098327,.,0,7
tt0361620,.,0,12
tt0350261,.,0,20
tt3922818,.,0,1
tt1054606,.,0,3
tt0280380,.,0,23
tt6017942,.,0,12
tt0087843,.,0,15
tt3881784,.,0,20
tt0120683,.,0,12
tt4154916,.,0,17
tt0443680,.,0,10
tt0379889,.,0,20
tt0403016,.,0,7
tt0482546,.,0,20
tt1586752,.,0,20
tt2231253,.,0,20
tt2814362,.,0,3
tt1935194,.,0,17
tt2126235,.,0,23
tt2848292,I-1050,1,19
tt0358273,.,0,21
tt6781982,.,0,7
tt2702724,.,0,7
tt0114746,.,0,21
tt0285823,.,0,13
tt0171433,.,0,13
tt5439796,.,0,1
tt4136084,.,0,10
tt0870111,.,0,10
tt0387575,.,0,12
tt0261289,.,0,7
tt0270288,.,0,20
tt1127896,.,0,20
tt0092804,.,0,15
tt0140397,.,0,20
tt0366627,.,0,13
tt0103639,.,0,21
tt0087469,.,0,21
tt1398426,I-1059,1,21
tt3564472,.,0,6
tt0134067,.,0,7
tt0095016,.,0,0
tt0164334,.,0,7
tt6359956,.,0,1
tt1702439,.,0,1
tt1596363,.,0,21
tt0430922,.,0,7
tt1698641,.,0,7
tt0349825,.,0,21
tt1204975,.,0,23
tt0209475,.,0,23
tt0363547,.,0,1
tt0082398,.,0,11
tt2854926,.,0,7
tt0265666,.,0,21
tt0309698,.,0,13
tt0240890,.,0,23
tt1250777,.,0,1
tt0196229,.,0,23
tt0111438,.,0,23
tt0481141,.,0,23
tt0107120,.,0,11
tt0414387,.,0,10
tt1622547,.,0,7
tt0219653,.,0,23
tt0083658,.,0,0
tt0114287,.,0,23
tt2172934,.,0,23
tt1650554,.,0,13
tt0498399,.,0,23
tt0365907,.,0,23
tt1273678,.,0,13
tt1430612,.,0,12
tt0397078,.,0,7
tt0160484,.,0,7
tt3316948,.,0,13
tt1374989,.,0,7
tt0120133,.,0,19
tt1018765,.,0,23
tt0119485,.,0,15
tt0455538,.,0,20
tt0478311,.,0,19
tt0086034,.,0,11
tt1078588,.,0,23
tt0494652,.,0,7
tt1710396,.,0,7
tt0087892,.,0,15
tt0465551,.,0,10
tt0804522,.,0,23
tt1521197,.,0,17
tt1219289,.,0,23
tt0102975,.,0,13
tt0119468,.,0,23
tt0080455,.,0,0
tt0110213,.,0,11
tt1018785,.,0,7
tt2241351,.,0,23
tt0276751,.,0,20
tt0139414,.,0,23
tt0425210,.,0,20
tt0086197,.,0,15
tt0118929,.,0,20
tt0864761,.,0,17
tt0373908,.,0,13
tt0089908,.,0,11
tt0120769,.,0,23
tt0324127,.,0,13
tt0415965,.,0,12
tt0155711,.,0,11
tt0486674,.,0,20
tt0340376,.,0,20
tt1114740,.,0,7
tt0322330,.,0,19
tt0405422,.,0,6
tt0138097,.,0,10
tt0099938,.,0,11
tt0910936,.,0,19
tt0107818,.,0,0
tt0120631,.,0,13
tt0099582,.,0,11
tt0316356,.,0,6
tt0421239,.,0,1
tt1598822,.,0,1
tt0075784,.,0,15
tt1980209,.,0,23
tt0309593,.,0,1
tt0190590,.,0,11
tt0385267,.,0,23
tt1038686,.,0,7
tt1212450,.,0,13
tt0157472,.,0,7
tt0090022,.,0,11
tt0765010,.,0,13
tt1972779,.,0,7
tt0358349,.,0,12
tt1798603,.,0,12
tt0218922,.,0,23
tt1486192,.,0,1
tt0361925,.,0,13
tt2140379,.,0,23
tt0256524,.,0,12
tt1837703,.,0,1
tt1747958,.,0,20
tt0116322,.,0,7
tt0387131,.,0,10
tt1175491,.,0,17
tt0335345,.,0,5
tt0107614,.,0,19
tt0095953,.,0,0
tt1454029,.,0,8
tt4846340,I-1082,1,21
tt1205489,.,0,21
tt1408253,.,0,19
tt0103855,.,0,6
tt0108052,.,0,8
tt0333780,.,0,13
tt0331632,.,0,13
tt0357413,.,0,19
tt0329101,.,0,1
tt0398808,.,0,6
tt0268397,.,0,7
tt1060277,.,0,19
tt0989757,.,0,13
tt0103060,.,0,19
tt1047540,.,0,7
tt0094226,.,0,0
tt0477348,.,0,8
tt0243155,.,0,17
tt0241303,.,0,20
tt1411238,.,0,13
tt1524137,.,0,1
tt1753383,.,0,23
tt1327194,.,0,1
tt0108358,.,0,21
tt0165929,.,0,13
tt0466909,.,0,1
tt0414982,.,0,1
tt1787759,.,0,12
tt0308644,.,0,21
tt0382077,.,0,23
tt0090859,.,0,12
tt0852713,.,0,7
tt0313911,.,0,7
tt0099685,.,0,0
tt0435651,.,0,13
tt0086250,.,0,0
tt0119807,.,0,13
tt0093389,.,0,0
tt3530002,.,0,23
tt0106400,.,0,7
tt0274558,.,0,10
tt0119695,.,0,11
tt0469494,.,0,8
tt0282120,.,0,13
tt0337711,.,0,7
tt0403508,.,0,7
tt0279493,.,0,7
tt1322269,.,0,23
tt0271027,.,0,13
tt1647668,.,0,1
tt0388500,.,0,7
tt0286788,.,0,7
tt6850820,.,0,1
tt0452625,.,0,12
tt0306685,.,0,7
tt0454945,.,0,7
tt2039393,.,0,23
tt0453451,.,0,1
tt4824302,.,0,13
tt0144120,.,0,13
tt3401882,.,0,7
tt0426931,.,0,13
tt0366174,.,0,1
tt1366344,.,0,7
tt0127536,.,0,10
tt0066473,.,0,16
tt2223990,.,0,1
tt0111161,.,0,8
tt0498381,.,0,1
tt1153706,.,0,7
tt0231402,.,0,7
tt0116778,.,0,11
tt0396652,.,0,12
tt0480255,.,0,23
tt1082601,.,0,20
tt0499556,.,0,1
tt0391304,.,0,7
tt0124718,.,0,11
tt1034389,.,0,1
tt2872750,.,0,3
tt1633356,.,0,12
tt0493405,.,0,23
tt0272338,.,0,10
tt0356150,.,0,7
tt1966359,.,0,12
tt0963794,.,0,12
tt2461150,.,0,23
tt2193215,.,0,13
tt0488658,.,0,12
tt2328900,.,0,3
tt0094799,.,0,11
tt0297162,.,0,12
tt0115472,.,0,12
tt0388980,.,0,11
tt0362478,.,0,13
tt0156841,.,0,7
tt0872230,.,0,12
tt0265208,.,0,7
tt0486321,.,0,17
tt0117011,.,0,7
tt0265808,.,0,12
tt0787475,.,0,7
tt1291584,.,0,10
tt0145653,.,0,11
tt4622512,.,0,20
tt1792647,.,0,3
tt2006295,.,0,13
tt0089489,.,0,11
tt0289408,.,0,7
tt0090728,.,0,11
tt0117039,.,0,20
tt0489281,.,0,20
tt0107007,.,0,15
tt0267248,.,0,7
tt0999913,.,0,13
tt0120620,.,0,11
tt0256276,.,0,20
tt0117104,.,0,7
tt0102984,.,0,13
tt0898367,.,0,10
tt1226837,.,0,3
tt0088103,.,0,11
tt0373416,.,0,12
tt0239949,.,0,12
tt0412080,.,0,3
tt0800240,.,0,1
tt0114614,.,0,12
tt0388183,.,0,12
tt0861689,.,0,3
tt5314190,.,0,3
tt1692486,.,0,20
tt0491203,.,0,17
tt3569230,.,0,20
tt1095217,.,0,3
tt2140037,.,0,20
tt0428251,.,0,12
tt0373450,.,0,20
tt0119934,.,0,11
tt0337692,.,0,20
tt1125929,.,0,20
tt2071441,.,0,3
tt0092007,.,0,13
tt0120082,.,0,19
tt0302886,.,0,13
tt0479143,.,0,1
tt2239832,.,0,13
tt2671706,.,0,10
tt0190138,.,0,13
tt1068242,.,0,23
tt2568862,.,0,23
tt0102685,.,0,11
tt0101889,.,0,0
tt0130018,.,0,7
tt0465494,.,0,1
tt0064418,.,0,15
tt0122459,.,0,11
tt1234548,.,0,23
tt1007028,.,0,23
tt0238948,.,0,12
tt0172493,.,0,11
tt0171580,.,0,23
tt0464154,.,0,23
tt1433108,.,0,1
tt0078504,.,0,15
tt0335559,.,0,7
tt0158811,.,0,7
tt0217756,.,0,7
tt1100089,.,0,10
tt1742650,.,0,12
tt0196857,.,0,23
tt1833673,.,0,17
tt0363473,.,0,20
tt0120645,.,0,12
tt1156398,.,0,21
tt0120484,.,0,19
tt0102510,.,0,7
tt6966692,.,0,8
tt0112442,.,0,11
tt0884732,.,0,13
tt0195714,.,0,1
tt0074751,.,0,11
tt1124035,.,0,23
tt0134847,.,0,13
tt5580266,.,0,10
tt0244970,.,0,23
tt0206314,.,0,1
tt0241025,.,0,17
tt0198386,.,0,12
tt0116999,.,0,20
tt0360139,.,0,12
tt1091751,.,0,12
tt0172396,.,0,20
tt0102005,.,0,11
tt0478134,.,0,23
tt1179258,.,0,17
tt1893256,.,0,3
tt0094012,.,0,11
tt0450385,.,0,1
tt4550098,.,0,10
tt3007512,.,0,20
tt0099653,.,0,6
tt0129387,.,0,6
tt0111070,.,0,19
tt5814060,.,0,19
tt0492956,.,0,19
tt0265662,.,0,11
tt0112579,.,0,21
tt3210686,.,0,1
tt0255798,.,0,13
tt2980648,.,0,7
tt0083987,.,0,0
tt0320691,.,0,13
tt0113957,.,0,23
tt2023453,.,0,7
tt0277027,.,0,20
tt0398017,.,0,1
tt1130080,.,0,23
tt2387559,.,0,23
tt0475290,.,0,23
tt0261392,.,0,1
tt0108101,.,0,15
tt0988047,.,0,20
tt0367652,.,0,7
tt6003368,.,0,7
tt0951216,.,0,12
tt2312718,.,0,23
tt0465502,.,0,12
tt0239948,.,0,7
tt0162677,.,0,11
tt0221218,.,0,13
tt2938956,.,0,12
tt0080934,.,0,11
tt0236348,.,0,12
tt2150592,.,0,12
tt0192255,.,0,12
tt0356721,.,0,17
tt6000478,.,0,20
tt1206543,.,0,1
tt0107978,.,0,12
tt0160236,.,0,12
tt5721088,.,0,12
tt0065611,.,0,15
tt1726592,.,0,20
tt1423995,.,0,20
tt0076740,.,0,15
tt0796335,.,0,17
tt0465538,.,0,10
tt0137363,.,0,20
tt0117119,.,0,13
tt1859650,.,0,3
tt1045658,.,0,8
tt2531344,.,0,7
tt0158983,.,0,21
tt0083943,.,0,11
tt1321509,.,0,7
tt0108308,.,0,7
tt0180734,.,0,23
tt1405500,.,0,11
tt0463998,.,0,13
tt1458169,.,0,12
tt0293662,.,0,1
tt1023111,.,0,23
tt1340800,.,0,10
tt0120596,.,0,7
tt0144814,.,0,12
tt1027862,.,0,23
tt1176740,.,0,20
tt0179098,.,0,23
tt1321860,.,0,20
tt3182620,.,0,3
tt0143746,.,0,12
tt0120907,.,0,20
tt0083642,.,0,11
tt0454919,.,0,12
tt0082971,.,0,21
tt0101414,.,0,21
tt0104431,.,0,19
tt0075860,.,0,0
tt0092644,.,0,19
tt3783958,.,0,8
tt1457767,.,0,21
tt0305669,.,0,19
tt2543472,.,0,21
tt0102926,.,0,21
tt0105793,.,0,19
tt1116184,.,0,19
tt4651520,.,0,13
tt0077766,.,0,11
tt1014775,.,0,19
tt2103254,.,0,13
tt0368578,.,0,7
tt1033575,.,0,10
tt0332379,.,0,6
tt0486822,.,0,13
tt0106965,.,0,11
tt5325452,.,0,7
tt0113855,.,0,7
tt0381707,.,0,7
tt1198138,.,0,7
tt0311289,.,0,13
tt1294226,.,0,7
tt1391137,.,0,7
tt2872518,.,0,13
tt2024544,.,0,8
tt2674426,.,0,1
tt3628584,.,0,13
tt0099487,.,0,0
tt7040874,.,0,1
tt0081353,.,0,11
tt0466342,.,0,7
tt0477071,.,0,23
tt0357507,.,0,12
tt0220099,.,0,7
tt1895587,.,0,8
tt6063050,.,0,12
tt3369806,.,0,13
tt1047494,.,0,13
tt1148204,.,0,1
tt4587656,.,0,7
tt0799949,.,0,7
tt0947802,.,0,23
tt0433386,.,0,7
tt3531824,.,0,13
tt0082198,.,0,6
tt0120703,.,0,13
tt0101452,.,0,11
tt0483726,.,0,23
tt3231054,.,0,7
tt1666186,.,0,7
tt0078869,.,0,11
tt1440728,.,0,1
tt0120094,.,0,11
tt1268799,.,0,7
tt0338013,.,0,8
tt1572315,.,0,1
tt0449467,.,0,10
tt1371150,.,0,7
tt0918927,.,0,10
tt0372588,.,0,1
