antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"['I-1043', 'I-1051']",['I-1052'],0.2056245434623813,0.3951789627465303,0.1154127100073046,0.5612788632326821,1.4203156446682843,0.03415421620661192,1.378600178031188
"['I-1009', 'I-1002']",['I-1011'],0.1848064280496713,0.34696859021183346,0.10372534696859022,0.5612648221343874,1.6176242978988977,0.039603321166111136,1.4884409610487042
"['I-1048', 'I-1007']",['I-1041'],0.1789627465303141,0.42658875091307524,0.10043827611395179,0.5612244897959183,1.3156101481688565,0.0240947816116118,1.306844242105084
"['I-1010', 'I-1045']","['I-1044', 'I-1043']",0.22972972972972974,0.26442658875091307,0.12892622352081812,0.56120826709062,2.1223594410139746,0.06817957475371647,1.676361143752448
"['I-1010', 'I-1043']","['I-1044', 'I-1045']",0.22972972972972974,0.27574872169466763,0.12892622352081812,0.56120826709062,2.035216205687573,0.06557854421258366,1.6505581668625144
"['I-1058', 'I-1047']",['I-1057'],0.1880934989043097,0.4390065741417093,0.10555149744338933,0.5611650485436893,1.2782611505096684,0.02297721487108098,1.2783699748540696
"['I-1056', 'I-1066']",['I-1041'],0.1880934989043097,0.42658875091307524,0.10555149744338933,0.5611650485436893,1.315470807288203,0.025312926690929966,1.3066672269016206
"['I-1052', 'I-1012']",['I-1009'],0.1880934989043097,0.3966398831263696,0.10555149744338933,0.5611650485436893,1.414797332332064,0.030946114021154006,1.3749135406633615
"['I-1008', 'I-1053']",['I-1013'],0.20306793279766253,0.40540540540540543,0.1139517896274653,0.5611510791366906,1.3841726618705035,0.031626952006791303,1.354895879486043
"['I-1041', 'I-1051']",['I-1013'],0.19722425127830534,0.40540540540540543,0.11066471877282688,0.5611111111111111,1.384074074074074,0.030708941227567954,1.3547724940130002
"['I-1065', 'I-1041']",['I-1012'],0.19722425127830534,0.42111029948867784,0.11066471877282688,0.5611111111111111,1.3324563939481546,0.027611555250589462,1.3189891910384555
"['I-1042', 'I-1053']",['I-1057'],0.20635500365230094,0.4390065741417093,0.11577794010226443,0.5610619469026549,1.2780262983523036,0.025186736891867886,1.2780697000400574
"['I-1066', 'I-1057']",['I-1044'],0.20635500365230094,0.44448502556610664,0.11577794010226443,0.5610619469026549,1.2622741254063017,0.024056231028177416,1.265588550625604
"['I-1067', 'I-1007']",['I-1009'],0.18553688823959094,0.3966398831263696,0.10409057706355003,0.5610236220472441,1.414440770870492,0.030499247396568382,1.37447058014262
['I-1006'],['I-1042'],0.4010226442658875,0.44777209642074506,0.22498173849525202,0.5610200364298725,1.252914241227562,0.04541498836012489,1.257979747157722
"['I-1010', 'I-1016']",['I-1067'],0.23046018991964937,0.39883126369612854,0.12929145361577793,0.5610142630744849,1.4066456522874906,0.03737672483847439,1.3694493595947395
"['I-1010', 'I-1016']",['I-1031'],0.23046018991964937,0.3287070854638422,0.12929145361577793,0.5610142630744849,1.7067300581088218,0.053537556271846434,1.5291907186726192
"['I-1042', 'I-1067']",['I-1052'],0.20964207450693936,0.3951789627465303,0.11760409057706354,0.5609756097560975,1.4195482620260582,0.03475795302538043,1.3776479181884587
"['I-1057', 'I-1036']",['I-1016'],0.17969320672023376,0.40175310445580714,0.10080350620891161,0.5609756097560975,1.3963192904656319,0.028611202559438595,1.3626734842951058
"['I-1015', 'I-1012']",['I-1057'],0.17969320672023376,0.4390065741417093,0.10080350620891161,0.5609756097560975,1.2778296335375998,0.021917007130123817,1.2778183588994398
"['I-1013', 'I-1055']",['I-1009'],0.17969320672023376,0.3966398831263696,0.10080350620891161,0.5609756097560975,1.4143197233077303,0.029530013696795518,1.374320266212158
"['I-1044', 'I-1058']",['I-1007'],0.20379839298758218,0.4039444850255661,0.11431701972242513,0.5609318996415771,1.388636113217575,0.03199378281801829,1.3575468463499352
"['I-1055', 'I-1012']",['I-1042'],0.18882395909422936,0.44777209642074506,0.10591672753834916,0.5609284332688588,1.252709665815771,0.02136662752026107,1.2577172958170697
"['I-1055', 'I-1012']",['I-1007'],0.18882395909422936,0.4039444850255661,0.10591672753834916,0.5609284332688588,1.388627531907898,0.029642330621542118,1.3575361288184242
"['I-1052', 'I-1016']",['I-1009'],0.19211102994886778,0.3966398831263696,0.10774287801314829,0.5608365019011408,1.4139690075555464,0.03154398154694288,1.3738849414525094
['I-1010'],['I-1042'],0.408327246165084,0.44777209642074506,0.2289992695398101,0.5608228980322004,1.2524739761926302,0.0461617224987608,1.2574150635470616
"['I-1042', 'I-1066']",['I-1052'],0.21621621621621623,0.3951789627465303,0.1212563915266618,0.5608108108108109,1.41913123844732,0.035812291473357946,1.3771309771309772
['I-1009'],['I-1008'],0.3966398831263696,0.4218407596785975,0.22242512783053323,0.5607734806629834,1.32934873597857,0.055106258213675346,1.3163122326814318
"['I-1049', 'I-1066']",['I-1041'],0.1953981008035062,0.42658875091307524,0.1095690284879474,0.5607476635514019,1.3144923825374473,0.026214396735392526,1.3054256096234247
"['I-1013', 'I-1031']",['I-1002'],0.1804236669101534,0.3575602629656684,0.10116873630387144,0.5607287449392712,1.5682076646003313,0.036656402518246825,1.4625125810827637
"['I-1013', 'I-1031']",['I-1018'],0.1804236669101534,0.3316289262235208,0.10116873630387144,0.5607287449392712,1.690831832206745,0.04133502938114708,1.5215452094266388
"['I-1013', 'I-1031']",['I-1047'],0.1804236669101534,0.4024835646457268,0.10116873630387144,0.5607287449392712,1.3931717818908569,0.02855117569941963,1.3602447883180226
"['I-1054', 'I-1053']",['I-1044'],0.189554419284149,0.44448502556610664,0.10628195763330898,0.5606936416184971,1.2614455141753862,0.02202785673162551,1.2645275075929416
"['I-1012', 'I-1041']",['I-1066'],0.22279035792549307,0.4130752373995617,0.12490869247626005,0.5606557377049181,1.3572726877418795,0.032879512485853676,1.3359108402472666
"['I-1012', 'I-1041']","['I-1044', 'I-1045']",0.22279035792549307,0.27574872169466763,0.12490869247626005,0.5606557377049181,2.0332124633590274,0.06347453607240787,1.6484823871875103
"['I-1056', 'I-1012']",['I-1066'],0.18371073776479183,0.4130752373995617,0.10299488677867057,0.5606361829025845,1.3572253481761951,0.02710853016363056,1.3358513827512242
"['I-1042', 'I-1045']",['I-1008'],0.26515704894083275,0.4218407596785975,0.14864864864864866,0.5606060606060606,1.3289518562245834,0.0367945976893127,1.3158106848693985
"['I-1042', 'I-1058']",['I-1013'],0.20197224251278306,0.40540540540540543,0.11322132943754565,0.5605786618444846,1.3827606992163952,0.031340690581011965,1.3531309086864638
['I-1007'],['I-1044'],0.4039444850255661,0.44448502556610664,0.2264426588750913,0.5605786618444846,1.261186833303368,0.046895384121214745,1.2641966290614939
"['I-1052', 'I-1043']",['I-1016'],0.2202337472607743,0.40175310445580714,0.12344777209642074,0.560530679933665,1.3952118196894316,0.03496818042846905,1.3612938792948992
"['I-1055', 'I-1056']",['I-1044'],0.18115412710007306,0.44448502556610664,0.10153396639883126,0.5604838709677419,1.2609735733029395,0.021013669583349562,1.2639239785284913
"['I-1045', 'I-1036']",['I-1009'],0.18115412710007306,0.3966398831263696,0.10153396639883126,0.5604838709677419,1.413079961979445,0.02968101459799878,1.372782651235416
"['I-1044', 'I-1051']",['I-1066'],0.2085463842220599,0.4130752373995617,0.1168736303871439,0.5604203152364273,1.3567027613769567,0.030728283215796307,1.335195376274304
"['I-1008', 'I-1054']",['I-1006'],0.18444119795471148,0.4010226442658875,0.10336011687363039,0.5603960396039604,1.3974174466626992,0.02939501995826399,1.362538579485256
"['I-1052', 'I-1065']",['I-1044'],0.18444119795471148,0.44448502556610664,0.10336011687363039,0.5603960396039604,1.2607759707770285,0.02137876628528712,1.2636714508518747
"['I-1044', 'I-1006']","['I-1043', 'I-1045']",0.22680788897005114,0.26040905770635503,0.127100073046019,0.5603864734299517,2.1519469344336715,0.06803724439896039,1.6823662093932366
"['I-1067', 'I-1050']",['I-1057'],0.20270270270270271,0.4390065741417093,0.11358655953250547,0.5603603603603603,1.2764281752634496,0.024598740449726555,1.2760301284891447
"['I-1048', 'I-1044']",['I-1012'],0.21183345507669832,0.42111029948867784,0.11869978086194302,0.5603448275862069,1.3306367198014175,0.029494531152873205,1.316690299202223
"['I-1010', 'I-1041']","['I-1044', 'I-1045']",0.22096420745069395,0.27574872169466763,0.12381300219138057,0.5603305785123966,2.0320332767774065,0.06288240444657636,1.6472632457696466
"['I-1066', 'I-1045']",['I-1007'],0.22096420745069395,0.4039444850255661,0.12381300219138057,0.5603305785123966,1.3871474900243599,0.034555729203627636,1.3556901750358363
"['I-1012', 'I-1003']",['I-1011'],0.17859751643535426,0.34696859021183346,0.10007304601899196,0.5603271983640081,1.6149219674954256,0.03810531752608234,1.4852667878437833
"['I-1044', 'I-1043', 'I-1041']",['I-1047'],0.17859751643535426,0.4024835646457268,0.10007304601899196,0.5603271983640081,1.3921741099098495,0.028190480967216797,1.3590024971546026
"['I-1015', 'I-1057']",['I-1002'],0.17859751643535426,0.3575602629656684,0.10007304601899196,0.5603271983640081,1.5670846467013833,0.036213671077351406,1.4611768902780842
"['I-1044', 'I-1043', 'I-1041']","['I-1012', 'I-1045']",0.17859751643535426,0.23776479181884588,0.10007304601899196,0.5603271983640081,2.3566449602467805,0.05760884470437705,1.733641938607369
"['I-1009', 'I-1053']",['I-1007'],0.17859751643535426,0.4039444850255661,0.10007304601899196,0.5603271983640081,1.3871391221705733,0.027929564215667696,1.355679752662782
"['I-1067', 'I-1041']",['I-1006'],0.1968590211833455,0.4010226442658875,0.11029948867786706,0.5602968460111317,1.3971700950623667,0.03135456345532747,1.3622312014374962
"['I-1044', 'I-1057']",['I-1007'],0.21512052593133674,0.4039444850255661,0.12052593133674215,0.5602716468590833,1.387001599548074,0.033629181270979386,1.3555084877217822
"['I-1056', 'I-1010']",['I-1006'],0.18188458728999268,0.4010226442658875,0.10189919649379109,0.5602409638554218,1.3970307459345581,0.02895935834754859,1.3620580966008589
"['I-1067', 'I-1045']",['I-1050'],0.21840759678597516,0.40613586559532505,0.12235208181154127,0.560200668896321,1.3793430138832077,0.03364892343827451,1.3503070432471314
"['I-1049', 'I-1065']",['I-1042'],0.18517165814463113,0.44777209642074506,0.10372534696859022,0.5601577909270217,1.2509886064911788,0.02081064540346321,1.2555136641914002
"['I-1054', 'I-1012']",['I-1041'],0.17932797662527392,0.42658875091307524,0.10043827611395179,0.560081466395112,1.312930697765254,0.02393897856160704,1.3034487189892596
"['I-1044', 'I-1045', 'I-1041']","['I-1013', 'I-1043']",0.18845872899926955,0.22534696859021183,0.10555149744338933,0.560077519379845,2.4854007261945146,0.0630828941590397,1.7608853048786373
"['I-1058', 'I-1051']",['I-1057'],0.18845872899926955,0.4390065741417093,0.10555149744338933,0.560077519379845,1.275783900217983,0.022816876458319202,1.2752097257395507
"['I-1056', 'I-1041']",['I-1012'],0.19758948137326515,0.42111029948867784,0.11066471877282688,0.5600739371534196,1.329993443127548,0.027457753095918663,1.3158795293135517
"['I-1012', 'I-1050']",['I-1066'],0.204163623082542,0.4130752373995617,0.11431701972242513,0.5599284436493739,1.3555120059345587,0.029982082649249453,1.3337030174538416
"['I-1049', 'I-1008']",['I-1006'],0.204163623082542,0.4010226442658875,0.11431701972242513,0.5599284436493739,1.3962514378069086,0.03244278373096014,1.36109082055028
"['I-1052', 'I-1042']",['I-1066'],0.21658144631117604,0.4130752373995617,0.1212563915266618,0.5598650927487353,1.355358641862102,0.03179195917533233,1.3335110506592336
"['I-1052', 'I-1042']",['I-1007'],0.21658144631117604,0.4039444850255661,0.1212563915266618,0.5598650927487353,1.3859951391917154,0.033769510730401506,1.3542563999227561
"['I-1048', 'I-1043']",['I-1016'],0.21658144631117604,0.40175310445580714,0.1212563915266618,0.5598650927487353,1.3935551126782157,0.034244123103618115,1.3592352837460016
"['I-1055', 'I-1058']",['I-1057'],0.18005843681519357,0.4390065741417093,0.10080350620891161,0.5598377281947262,1.275237687019268,0.02175666871736205,1.2745150181941813
"['I-1013', 'I-1050']",['I-1006'],0.19247626004382762,0.4010226442658875,0.10774287801314829,0.5597722960151803,1.3958620641981454,0.030555539251963942,1.360608045137402
"['I-1031', 'I-1016']",['I-1047'],0.183345507669832,0.4024835646457268,0.10262965668371074,0.5597609561752989,1.390767239571659,0.028836103194976315,1.3572545273658154
"['I-1009', 'I-1047']",['I-1042'],0.183345507669832,0.44777209642074506,0.10262965668371074,0.5597609561752989,1.250102363791165,0.02053265434506428,1.2543819348270862
"['I-1048', 'I-1050']",['I-1047'],0.183345507669832,0.4024835646457268,0.10262965668371074,0.5597609561752989,1.390767239571659,0.028836103194976315,1.3572545273658154
"['I-1041', 'I-1007']",['I-1047'],0.20818115412710006,0.4024835646457268,0.11650840029218408,0.5596491228070176,1.3904893813481072,0.03271890728704739,1.3569098332746445
"['I-1049', 'I-1047']",['I-1042'],0.19905040175310446,0.44777209642074506,0.11139517896274653,0.5596330275229358,1.249816663423979,0.0222659632763674,1.254017531044558
"['I-1010', 'I-1045']",['I-1047'],0.22972972972972974,0.4024835646457268,0.12856099342585828,0.5596184419713831,1.3904131525568484,0.03609855289913724,1.3568152990535662
"['I-1012', 'I-1036']",['I-1042'],0.18991964937910885,0.44777209642074506,0.10628195763330898,0.5596153846153846,1.249777261889823,0.021241238079332564,1.2539672919703608
"['I-1049', 'I-1054']",['I-1057'],0.18407596785975164,0.4390065741417093,0.10299488677867057,0.5595238095238095,1.2745226210284446,0.022184326746741617,1.2736066965431465
"['I-1013', 'I-1010']",['I-1031'],0.23630387143900658,0.3287070854638422,0.13221329437545654,0.5595054095826894,1.702139790486004,0.05453853751091822,1.523952686683839
"['I-1065', 'I-1042']",['I-1010'],0.2056245434623813,0.408327246165084,0.11504747991234478,0.5595026642984015,1.3702310329597704,0.031085376336398005,1.3431925822945876
"['I-1043', 'I-1051']",['I-1007'],0.2056245434623813,0.4039444850255661,0.11504747991234478,0.5595026642984015,1.3850979157766936,0.03198657959481603,1.3531421569782511
['I-1013'],['I-1042'],0.40540540540540543,0.44777209642074506,0.22680788897005114,0.5594594594594594,1.2494290375203914,0.04527866069137071,1.2535234621124192
"['I-1042', 'I-1057']",['I-1010'],0.23046018991964937,0.408327246165084,0.12892622352081812,0.5594294770206023,1.370051796138112,0.03482304882024545,1.3429694520497557
"['I-1055', 'I-1042']",['I-1013'],0.1997808619430241,0.40540540540540543,0.11176040905770636,0.5594149908592322,1.379890310786106,0.030768167729453344,1.3495570259055736
"['I-1044', 'I-1056']",['I-1016'],0.1997808619430241,0.40175310445580714,0.11176040905770636,0.5594149908592322,1.392434768156889,0.03149782756123941,1.357846688226861
"['I-1048', 'I-1010']",['I-1009'],0.19065010956902848,0.3966398831263696,0.10664718772826881,0.5593869731800767,1.4103144867099908,0.03102775055077979,1.369365134817544
"['I-1065', 'I-1045']",['I-1013'],0.21219868517165816,0.40540540540540543,0.11869978086194302,0.559380378657487,1.3798049340218013,0.03267328687343295,1.3494510135135132
"['I-1044', 'I-1012']","['I-1043', 'I-1045']",0.2337472607742878,0.26040905770635503,0.13075237399561723,0.559375,2.1480627629733515,0.06988247007594331,1.678504266198343
"['I-1044', 'I-1012']",['I-1066'],0.2337472607742878,0.4130752373995617,0.13075237399561723,0.559375,1.354172192749779,0.034197168759781044,1.332027830015179
"['I-1013', 'I-1001']",['I-1041'],0.18151935719503287,0.42658875091307524,0.10153396639883126,0.5593561368209256,1.3112303960750806,0.024099850546457857,1.3013031543205553
"['I-1042', 'I-1043', 'I-1045']",['I-1009'],0.18151935719503287,0.3966398831263696,0.10153396639883126,0.5593561368209256,1.41023674274005,0.029536149775819684,1.3692693063296544
"['I-1042', 'I-1043', 'I-1045']","['I-1044', 'I-1012']",0.18151935719503287,0.2337472607742878,0.10153396639883126,0.5593561368209256,2.392995472837022,0.05910431387698282,1.7389388648181687
"['I-1042', 'I-1043', 'I-1045']","['I-1044', 'I-1010']",0.18151935719503287,0.23593864134404674,0.10153396639883126,0.5593561368209256,2.370769508693025,0.058706535884590495,1.7339657317443322
"['I-1013', 'I-1036']",['I-1011'],0.18151935719503287,0.34696859021183346,0.10153396639883126,0.5593561368209256,1.612123265911257,0.038552450936712473,1.481993656003282
"['I-1008', 'I-1053']",['I-1045'],0.20306793279766253,0.44485025566106645,0.11358655953250547,0.5593525179856115,1.2573950691663418,0.02325173771090104,1.2598500320508041
"['I-1010', 'I-1047']",['I-1057'],0.20306793279766253,0.4390065741417093,0.11358655953250547,0.5593525179856115,1.274132441135278,0.024438402036964804,1.2731116113355494
"['I-1013', 'I-1002']",['I-1041'],0.19393718042366692,0.42658875091307524,0.10847333820306793,0.559322033898305,1.311150452751335,0.025741918650532145,1.3012024498510983
"['I-1066', 'I-1043']",['I-1057'],0.21548575602629658,0.4390065741417093,0.12052593133674215,0.559322033898305,1.2740630023407313,0.025926267807301506,1.2730235432938133
"['I-1047', 'I-1041']",['I-1016'],0.20635500365230094,0.40175310445580714,0.1154127100073046,0.5592920353982301,1.3921287208366857,0.03250894667000327,1.3574678553512811
"['I-1002', 'I-1044']",['I-1015'],0.1848064280496713,0.34404674945215485,0.10336011687363039,0.5592885375494071,1.6256178511786377,0.03977806602527745,1.4883961649202226
"['I-1042', 'I-1067']",['I-1057'],0.20964207450693936,0.4390065741417093,0.11723886048210373,0.559233449477352,1.2738612185266136,0.025204611556851317,1.2727676934492447
"['I-1006', 'I-1050']",['I-1047'],0.1880934989043097,0.4024835646457268,0.10518626734842951,0.5592233009708738,1.3894313956971438,0.02948172542273582,1.3555989612663029
"['I-1002', 'I-1057']",['I-1015'],0.1789627465303141,0.34404674945215485,0.10007304601899196,0.5591836734693877,1.625313055158369,0.038501494802207485,1.488042096150204
"['I-1009', 'I-1015']",['I-1041'],0.1789627465303141,0.42658875091307524,0.10007304601899196,0.5591836734693877,1.3108261112664241,0.023729551516651973,1.3007940372805236
"['I-1046', 'I-1012']",['I-1009'],0.1789627465303141,0.3966398831263696,0.10007304601899196,0.5591836734693877,1.4098019318224526,0.02908928315123406,1.3687335984633282
"['I-1008', 'I-1036']",['I-1044'],0.1789627465303141,0.44448502556610664,0.10007304601899196,0.5591836734693877,1.2580483960223365,0.020526785052084634,1.2601960068176283
"['I-1009', 'I-1015']",['I-1042'],0.1789627465303141,0.44777209642074506,0.10007304601899196,0.5591836734693877,1.2488131304724173,0.019938521823898797,1.2527392257121985
"['I-1008', 'I-1036']",['I-1015'],0.1789627465303141,0.34404674945215485,0.10007304601899196,0.5591836734693877,1.625313055158369,0.038501494802207485,1.488042096150204
"['I-1047', 'I-1051']",['I-1052'],0.19138056975894813,0.3951789627465303,0.10701241782322864,0.5591603053435115,1.4149546358877398,0.031382842776047526,1.3719749935966152
"['I-1012', 'I-1045']",['I-1066'],0.23776479181884588,0.4130752373995617,0.1329437545653762,0.5591397849462365,1.353602768508219,0.034729006739549054,1.3313171444351406
"['I-1044', 'I-1047']",['I-1066'],0.21621621621621623,0.4130752373995617,0.12089116143170198,0.5591216216216216,1.3535587975243148,0.0315775965885535,1.3312622967795382
"['I-1008', 'I-1015']",['I-1053'],0.18224981738495252,0.414536157779401,0.10189919649379109,0.5591182364729459,1.3487803801435472,0.026350057439035388,1.3279384421276315
"['I-1046', 'I-1042']",['I-1013'],0.19466764061358657,0.40540540540540543,0.10883856829802775,0.5590994371482175,1.379111944965603,0.029919254535762926,1.3485911443358247
"['I-1049', 'I-1045']",['I-1010'],0.21950328707085465,0.408327246165084,0.12271731190650109,0.5590682196339434,1.3691670709818757,0.03308813917267513,1.3418691511501302
"['I-1002', 'I-1016']",['I-1036'],0.18553688823959094,0.3524470416362308,0.10372534696859022,0.5590551181102362,1.5862102729386807,0.038333419594154414,1.4685576020035478
['I-1010'],['I-1008'],0.408327246165084,0.4218407596785975,0.22826880934989044,0.5590339892665475,1.3252251624344649,0.056019733630141705,1.3111197376862638
"['I-1045', 'I-1053']",['I-1047'],0.21037253469685901,0.4024835646457268,0.11760409057706354,0.5590277777777778,1.3889456039524097,0.032932602908714886,1.354997900645911
"['I-1052', 'I-1067']",['I-1041'],0.18882395909422936,0.42658875091307524,0.10555149744338933,0.5589941972920697,1.3103819453644578,0.025001320590920417,1.30023515692079
"['I-1058', 'I-1043']",['I-1057'],0.2012417823228634,0.4390065741417093,0.11249086924762601,0.558983666061706,1.2732922443235866,0.024144403815894153,1.2720468215963712
"['I-1058', 'I-1045']",['I-1057'],0.20452885317750183,0.4390065741417093,0.11431701972242513,0.5589285714285714,1.273166745899691,0.024527508575837395,1.2718879290714284
"['I-1045', 'I-1050']",['I-1047'],0.21694667640613585,0.4024835646457268,0.1212563915266618,0.5589225589225589,1.3886841799727463,0.03393891986867724,1.3546746664138867
"['I-1045', 'I-1050']",['I-1010'],0.21694667640613585,0.408327246165084,0.1212563915266618,0.5589225589225589,1.3688103455545317,0.032671152585076746,1.3414260144196188
"['I-1043', 'I-1057']",['I-1010'],0.22680788897005114,0.408327246165084,0.12673484295105916,0.5587761674718196,1.3684518305347424,0.03412300223940205,1.3409809493849736
"['I-1013', 'I-1042']",['I-1057'],0.22680788897005114,0.4390065741417093,0.12673484295105916,0.5587761674718196,1.2728195894657586,0.02716468862600384,1.2714486038613082
"['I-1052', 'I-1044']",['I-1066'],0.21439006574141709,0.4130752373995617,0.1197954711468225,0.5587734241908007,1.3527158580321947,0.031236243844579,1.3302117206426922
"['I-1042', 'I-1058']",['I-1041'],0.20197224251278306,0.42658875091307524,0.11285609934258582,0.5587703435804701,1.3098571924001088,0.026697012689944982,1.2995754948568414
['I-1007'],['I-1013'],0.4039444850255661,0.40540540540540543,0.22571219868517164,0.5587703435804701,1.378300180831826,0.06195092097210428,1.3475852902082406
['I-1007'],['I-1006'],0.4039444850255661,0.4010226442658875,0.22571219868517164,0.5587703435804701,1.3933635707862724,0.06372131316359692,1.3575183513154268
"['I-1047', 'I-1053']",['I-1066'],0.20197224251278306,0.4130752373995617,0.11285609934258582,0.5587703435804701,1.3527084002858771,0.029426367318496113,1.3302024332706652
"['I-1008', 'I-1052']",['I-1009'],0.189554419284149,0.3966398831263696,0.10591672753834916,0.558766859344894,1.4087510689560956,0.03073188482739743,1.3674406142245161
"['I-1067', 'I-1053']",['I-1043'],0.189554419284149,0.443754565376187,0.10591672753834916,0.558766859344894,1.2591799678076705,0.021801088593776094,1.260661050522965
"['I-1052', 'I-1053']",['I-1066'],0.189554419284149,0.4130752373995617,0.10591672753834916,0.558766859344894,1.3526999654167284,0.027616490792413254,1.3301919292123472
"['I-1052', 'I-1053']",['I-1057'],0.189554419284149,0.4390065741417093,0.10591672753834916,0.558766859344894,1.2727983867606654,0.022701091314993746,1.2714217817487024
"['I-1054', 'I-1053']",['I-1045'],0.189554419284149,0.44485025566106645,0.10591672753834916,0.558766859344894,1.2560785393155336,0.021593395658110484,1.2581778048554868
"['I-1044', 'I-1043', 'I-1045']",['I-1047'],0.19284149013878743,0.4024835646457268,0.10774287801314829,0.5587121212121212,1.3881613320134192,0.03012734765049535,1.354028660373632
"['I-1013', 'I-1031']","['I-1010', 'I-1012']",0.1804236669101534,0.24032140248356465,0.10080350620891161,0.5587044534412955,2.3248218746539013,0.057443837535836026,1.7214735191427477
"['I-1045', 'I-1016']","['I-1044', 'I-1042']",0.23338203067932797,0.26040905770635503,0.13038714390065742,0.5586854460093897,2.145414798280097,0.06961234920585799,1.6758816032824086
"['I-1048', 'I-1044']",['I-1006'],0.21183345507669832,0.4010226442658875,0.1183345507669832,0.5586206896551724,1.3929903900508762,0.03338453846814654,1.3570580715850986
"['I-1055', 'I-1066']",['I-1057'],0.19028487947406866,0.4390065741417093,0.10628195763330898,0.5585412667946257,1.2722845162093885,0.02274564458443004,1.2707720646616063
"['I-1049', 'I-1057']",['I-1042'],0.20598977355734113,0.44777209642074506,0.11504747991234478,0.5585106382978723,1.2473100551872547,0.022811007165339584,1.250829468348192
"['I-1056', 'I-1047']",['I-1043'],0.18115412710007306,0.443754565376187,0.10116873630387144,0.5584677419354839,1.2585059073410327,0.02078076536647598,1.2598070117507363
"['I-1016', 'I-1053']",['I-1006'],0.18115412710007306,0.4010226442658875,0.10116873630387144,0.5584677419354839,1.392608995828192,0.02852182923452147,1.356587983763104
"['I-1016', 'I-1053']",['I-1066'],0.18115412710007306,0.4130752373995617,0.10116873630387144,0.5584677419354839,1.3519758421037622,0.02633845224609839,1.3292907865288468
"['I-1048', 'I-1056']",['I-1057'],0.18115412710007306,0.4390065741417093,0.10116873630387144,0.5584677419354839,1.2721170361225913,0.021640883574036582,1.2705604530854437
"['I-1055', 'I-1056']",['I-1057'],0.18115412710007306,0.4390065741417093,0.10116873630387144,0.5584677419354839,1.2721170361225913,0.021640883574036582,1.2705604530854437
"['I-1009', 'I-1067']",['I-1041'],0.18444119795471148,0.42658875091307524,0.10299488677867057,0.5584158415841584,1.3090261765902615,0.024314346526258954,1.2985322008470717
"['I-1056', 'I-1045']",['I-1057'],0.20343316289262237,0.4390065741417093,0.11358655953250547,0.5583482944344703,1.2718449502176203,0.024278063624203025,1.2702168219636907
"['I-1044', 'I-1067']",['I-1007'],0.2191380569758948,0.4039444850255661,0.12235208181154127,0.5583333333333333,1.3822031344183243,0.03383247223691027,1.349559656545888
"['I-1013', 'I-1058']",['I-1057'],0.19101533966398831,0.4390065741417093,0.10664718772826881,0.5583173996175909,1.2717745758344123,0.022790197853866337,1.2701279728306756
"['I-1013', 'I-1058']",['I-1041'],0.19101533966398831,0.42658875091307524,0.10664718772826881,0.5583173996175909,1.3087954110898663,0.025162192575771236,1.2982427847292712
"['I-1008', 'I-1057']",['I-1009'],0.20672023374726078,0.3966398831263696,0.1154127100073046,0.558303886925795,1.40758383278345,0.03341922065393528,1.3660073046018992
"['I-1008', 'I-1057']",['I-1045'],0.20672023374726078,0.44485025566106645,0.1154127100073046,0.558303886925795,1.255037801644357,0.023453161174520232,1.2568590211833452
"['I-1047', 'I-1045']",['I-1066'],0.22242512783053323,0.4130752373995617,0.1241782322863404,0.5582922824302134,1.3515510780671305,0.03229991980411502,1.3287627525043382
['I-1006'],['I-1010'],0.4010226442658875,0.408327246165084,0.22388604821037253,0.558287795992714,1.3672558009195448,0.06013757622744256,1.3394983169293564
['I-1006'],['I-1008'],0.4010226442658875,0.4218407596785975,0.22388604821037253,0.558287795992714,1.323456264439871,0.05471835130493058,1.30890483685134
"['I-1043', 'I-1045']","['I-1044', 'I-1041']",0.26040905770635503,0.2498173849525201,0.14536157779401024,0.5582047685834503,2.2344512520197175,0.08030686797985873,1.698032395329693
"['I-1056', 'I-1051']",['I-1044'],0.18517165814463113,0.44448502556610664,0.10336011687363039,0.5581854043392505,1.2558024955471387,0.021054087669095667,1.2573486251695711
"['I-1052', 'I-1042']",['I-1006'],0.21658144631117604,0.4010226442658875,0.12089116143170198,0.5581787521079258,1.3918883636352466,0.03403709713306381,1.3557006562989644
"['I-1048', 'I-1043']",['I-1052'],0.21658144631117604,0.3951789627465303,0.12089116143170198,0.5581787521079258,1.412470816332256,0.03530273012830809,1.368927004165296
"['I-1052', 'I-1042']",['I-1010'],0.21658144631117604,0.408327246165084,0.12089116143170198,0.5581787521079258,1.3669887506900724,0.032455055889008474,1.3391677214660502
"['I-1052', 'I-1042']",['I-1013'],0.21658144631117604,0.40540540540540543,0.12089116143170198,0.5581787521079258,1.3768409218662168,0.03308787238663061,1.3457808953992159
"['I-1052', 'I-1041']",['I-1010'],0.21073776479181885,0.408327246165084,0.11760409057706354,0.5580589254766031,1.3666952933407328,0.031554119416634954,1.3388046233833197
"['I-1049', 'I-1043']",['I-1012'],0.21073776479181885,0.42111029948867784,0.11760409057706354,0.5580589254766031,1.3252084457545008,0.028860247332006164,1.3098798321373837
"['I-1054', 'I-1010']",['I-1057'],0.17932797662527392,0.4390065741417093,0.10007304601899196,0.5580448065173116,1.2711536441301157,0.02134688535296593,1.2693445718729066
