movie_id,income_opening,votes,income_usa,income_int,income_ww
tt4154796,357115007,661719,858373000,1939427564,2797800564
tt1298650,90151958,460865,241063875,804600000,1045663875
tt2395427,191271109,697604,459005868,944008095,1403013963
tt4154756,257698183,748996,678815482,1369544272,2048359754
tt0449088,114732820,572118,309420425,654000000,963420425
tt0974015,93842239,352866,229024295,426920914,655945209
tt2379713,70403148,365008,200074175,679546748,879620923
tt3778644,84420489,259822,213767512,179383835,393151347
tt0401729,30180188,247277,73058679,209719421,282778100
tt2975590,166007347,596317,330360194,543274725,873634919
tt6105098,191770759,162301,543638043,1112675054,1656313097
tt0398286,48767052,381931,200821936,385655304,586477240
tt0413300,151116516,476481,336530303,558329927,894860230
tt3498820,179139142,619898,408084349,745200000,1153284349
tt0417741,77835727,439445,302089278,633124489,935213767
tt1170358,73645197,580014,258241522,702000000,960241522
tt2310332,54724334,452340,255119788,690457833,945577621
tt4630562,98786705,191911,225764765,1013000000,1238764765
tt2382320,.,0,.,.,.
tt0499549,77025481,1078016,760507625,2029197650,2789705275
tt0348150,52535096,264816,200120000,190961192,391081192
tt1345836,160887295,1439795,448139099,636300000,1084439099
tt1790809,62983253,242432,172558876,615682261,788241137
tt0830515,67528882,388032,169368427,422323651,591692078
tt0848228,207438708,1216895,623357910,895455078,1518812988
tt0383574,135634554,629595,423315812,642900000,1066215812
tt0770828,116619362,664610,291045518,376954000,667999518
tt0499448,55034805,185646,141621490,275719798,417341288
tt1210819,29210849,213753,89302115,170700000,260002115
tt6723592,.,0,.,.,.
tt0948470,62004688,539822,262030663,495859604,757890267
tt1440129,25534825,228999,65233400,248244317,313477717
tt3371366,44680073,126740,130168683,472724657,602893340
tt0369610,208806270,556312,652270625,996584239,1648854864
tt1409024,54592779,322482,179020854,475192631,654213485
tt1055369,108966307,373138,402111870,434407829,836519699
tt2109248,100038390,290074,245439076,858614996,1104054072
tt0376994,102750665,465130,234362462,224898484,459260946
tt0955308,36063385,245047,105487148,216971858,322459006
tt0360717,50130145,376718,218080025,332437332,550517357
tt0385752,25783232,173653,70107728,297154830,367262558
tt1825683,202003951,561637,700059566,646853595,1346913161
tt0120338,28638131,993202,659363944,1548844451,2208208395
tt3606756,182687905,225556,608581744,634223615,1242805359
tt3748528,155081681,519590,532177324,523879949,1056057273
tt2277860,135060273,224264,486295561,542275328,1028570889
tt1979376,120908065,150731,434038008,639356805,1073394813
tt0435761,110307189,715841,415004880,653874642,1068879522
tt1300854,174144585,719976,408992272,806400000,1215392272
tt3896198,146510104,522765,389813101,479300000,869113101
tt0316654,88156227,518755,373524485,421586185,795110670
tt1014759,116101023,368698,334191110,691300000,1025491110
tt1074638,88364714,607463,304360277,806166704,1110526981
tt0903624,84617303,734164,303003568,714000000,1017003568
tt1453405,82429469,304416,268488329,475100000,743588329
tt1623205,79110453,194518,234770996,255588055,490359051
tt1877832,90823660,638387,233921534,513941241,747862775
tt1872181,91608337,400753,202853933,506142403,708996336
tt1216475,66135507,147872,191450875,368704508,560155383
tt6806448,60038950,131293,173956935,586625355,760582290
tt1104001,44026211,303554,172062763,228000000,400062763
tt1190080,65237614,337740,166112167,591565581,757677748
tt4123430,62163104,194147,159555901,492664185,652220086
tt0438488,42558390,331119,125322469,240169323,365491792
tt1133985,53174303,258273,116601172,102934320,219535492
tt6565702,32828348,123078,65845974,180510921,246356895
tt1399103,97852865,374098,352390543,771403536,1123794079
tt2345759,31668375,163725,80101125,329852780,409953905
tt1351685,27202226,126921,65187603,132500000,197687603
tt2820852,147163560,344990,353007020,1165715774,1518722794
tt1408101,70165559,452758,228778661,238602923,467381584
tt0816711,66411834,571012,202359711,329154939,531514650
tt1343092,50085184,450725,144840419,208800000,353640419
tt1663662,37285325,452566,101802906,309200000,411002906
tt1979388,39155217,95385,123087120,210683917,333771037
tt0371746,102118668,896884,318604126,266567421,585171547
tt0468569,158411483,2173344,535234033,468275260,1003509293
tt0367882,100137835,406135,317101119,469534294,786635413
tt1217209,66323594,352838,237282182,317324350,554606532
tt3731562,61025472,252647,168052812,393019247,561072059
tt2660888,59253211,217362,158848340,176953893,335802233
tt4777008,36948713,51334,113929605,375816221,489745826
tt1856101,32753122,412480,92054159,167303249,259357408
tt6450804,29033832,87298,62253077,188238086,250491163
tt6139732,91500929,182623,355559216,695400000,1050959216
tt3501632,122744989,532010,315058289,538900000,853958289
tt1587310,69431298,326404,241407328,517129407,758536735
tt3183660,74403387,384615,234037575,580000000,814037575
tt0910970,63087526,944782,223808164,308699861,532508025
tt0293564,49100158,146593,140125968,116459914,256585882
tt0918940,38527856,156091,126643061,222258964,348902025
tt0970179,11364505,291357,73864507,106183277,180047784
tt2239822,17007624,150688,40479370,174618986,215098356
tt1617661,18372372,171184,47482519,134500000,181982519
tt4912910,61236534,261997,220159104,567297448,787456552
tt3385516,65769562,373401,155442489,387095057,542537546
tt4779682,45402195,130153,145443742,384086973,529530715
tt1631867,28760246,567950,100206256,270335000,370541256
tt4154664,153433423,394382,426829839,702900000,1129729839
tt3040964,103261464,248775,364001123,598853424,962854547
tt2096673,90440272,567084,356461711,501100000,857561711
tt2250912,117027503,470359,334201140,545965210,880166350
tt1386697,133682248,565160,325100054,420959833,746059887
tt1049413,68108790,882822,293004164,438459213,731463377
tt2380307,50802605,320987,209726015,597400000,807126015
tt5848272,56237634,112358,201091711,328199119,529290830
tt0892782,59321095,140534,198351526,183335854,381687380
tt3606752,53688680,66096,152901115,230640254,383541369
tt1046173,54713046,194328,150201498,152267519,302469017
tt0120891,27687484,148129,113805681,107423654,221229335
tt0859163,40457770,145353,102491776,303268449,405760225
tt0413099,31192615,133855,100289690,73841639,174131329
tt0114898,21171780,171645,88246220,176000000,264246220
tt6673612,21844045,16038,72644290,112824734,185469024
tt1972591,15371270,178403,39175066,100455270,139630336
tt1335975,9910310,139967,38362475,113354340,151716815
tt4881806,148024610,240399,417719760,890751228,1308470988
tt2015381,94320883,996325,333172112,439600000,772772112
tt1228705,128122480,686304,312433331,308723058,621156389
tt1843866,95023721,698443,259746958,454654931,714401889
tt2103281,72611427,399367,208545589,502098977,710644566
tt0338348,23325035,163883,188042855,124140582,312183437
tt1735898,56217700,264464,155136755,245884991,401021746
tt0181852,44041440,363056,150358296,282700000,433058296
tt0338526,51748040,235060,120150546,180000000,300150546
tt3861390,45990748,55744,114766307,238400000,353166307
tt3741700,47776293,108354,110500138,272799777,383299915
tt1964418,33028165,165737,93436322,113191196,206627518
tt0437086,28525613,190307,85710210,317261058,402971268
tt2567026,26858726,85178,77042381,199885731,276928112
tt0892791,70838207,174201,238736787,517507886,756244673
tt1211837,85058311,553897,232641920,443762646,676404566
tt2245084,56215889,388240,222527828,429600000,652127828
tt0892769,43732319,633620,217581232,277289760,494870992
tt1772341,49038712,360733,189412677,307098844,496511521
tt0816692,47510360,1372934,188017894,477252582,665270476
tt1628841,41039944,159909,103144286,281025138,384169424
tt2771200,174750616,253795,504014165,759506961,1263521126
tt6320628,92579212,260577,390532085,741395911,1131927996
tt1477834,67873522,323678,335061807,811832833,1146894640
tt0413267,121629270,265582,322719944,484610992,807330936
tt1375666,62785337,1924665,292576195,542049503,834625698
tt1951266,102665981,265897,281723902,367262885,648986787
tt0831387,93188384,363313,200676069,328400000,529076069
tt1270798,55101604,625205,146408305,209000000,355408305
tt0421715,26853816,556750,127509326,202122632,329631958
tt0963966,17619622,147494,63150991,154835329,217986320
tt0409182,22155410,94257,60674817,121000000,181674817
tt0803096,24166110,232756,47365290,391534534,438899824
tt1302006,.,247813,.,915347,915347
tt1860357,20223544,139789,61433527,61170297,122603824
tt1340138,27018486,247603,89760956,342389938,432150894
tt2557478,28116535,97535,59874525,231055623,290930148
tt0346491,13687087,157355,34297191,133000000,167297191
tt3450958,56262929,213244,146880162,342712105,489592267
tt0213149,59078912,300679,198539855,250700000,449239855
tt0418279,70502384,580490,319246193,389026399,708272592
tt4520988,130263358,62060,476076353,955019152,1431095505
tt0451279,103251471,514672,412563408,408569970,821133378
tt2294629,243390,544382,400738009,870015613,1270753622
tt2948356,75063401,404133,341268248,682515947,1023784195
tt0373889,77108414,475306,292137260,650939197,943076457
tt0330373,102685961,510285,290201752,606898042,897099794
tt0234215,91774413,493197,281553689,457023240,738576929
tt0480249,77211321,652881,256393010,329139674,585532684
tt3521164,56631401,243501,248757044,388760321,637517365
tt0448157,62603879,426405,227946274,396287998,624234272
tt0372784,48745440,1241089,206852432,153798948,360651380
tt0367594,56178450,403743,206459076,269366408,475825484
tt0382932,47027395,604573,206445654,420104041,626549695
tt1981115,85737841,564401,206362140,438240376,644602516
tt2381249,55520089,324487,195042377,493816615,688858992
tt5013056,50513488,501037,190068280,337200000,527268280
tt0800369,65723338,710805,181030624,268295994,449326618
tt0479952,63106589,193033,180174880,419505894,599680774
tt0458525,85058003,449601,179883157,194942603,374825760
tt1078912,54173286,166549,177243721,224987342,402231063
tt1302011,47656302,238874,165249063,499588484,664837547
tt1392190,45428128,815949,153636354,216461666,370098020
tt5884052,54365242,113090,144105346,285579676,429685022
tt0242653,48475154,428318,139270910,288029350,427300260
tt1677720,41769050,329241,137690172,441599964,579290136
tt0371606,40049778,81652,135386665,174657158,310043823
tt0317919,47743273,315785,133501348,265886397,399387745
tt0808151,46204168,260347,133375846,357500000,490875846
tt0332452,46865412,465942,133298577,350862688,484161265
tt0938283,40325019,141088,131772187,187941694,319713881
tt0389790,38021044,133146,126631277,160963300,287594577
tt0436339,31706934,40546,119436770,173381071,292817841
tt0397892,26223128,180705,114053579,213961450,328015029
tt1646987,33457188,176362,83670083,221600000,305270083
tt0442933,27515871,157647,82280579,112800000,195080579
tt1077368,29685274,236993,79727149,158475519,238202668
tt2334879,24852258,197666,73103784,132336603,205440387
tt0780653,31479235,99882,62189884,80444474,142634358
tt2034800,18469620,117169,45157105,289329747,334486852
tt3332064,15315435,57596,35088320,116437653,151525973
tt1305591,6914488,20250,21392758,18157000,39549758
tt6304710,.,0,.,.,.
tt0424095,18814323,106757,64665672,114691454,179357126
tt1277953,60316738,153375,216391482,530529789,746921271
tt1229238,12785204,439997,209397903,485315327,694713230
tt1646971,49451322,290214,177002924,437583346,614586270
tt0120855,34221968,191366,171091819,277100000,448191819
tt0864835,32207057,59122,111506430,158300000,269806430
tt1446192,23773465,150195,103412758,203488144,306900902
tt0318649,18068372,88642,68671925,53000000,121671925
tt1289401,46018755,195058,128350574,100658084,229008658
tt0246460,47072040,196322,160942139,271000000,431942139
tt0796366,79204289,564872,257730019,129109595,386839614
tt0120591,36089972,381462,201578182,353021818,554600000
tt0458339,65058524,700613,176654505,193915271,370569776
tt2267968,41282042,123795,143528619,377642206,521170825
tt0122151,34048124,147386,130444603,154955397,285400000
tt1583421,40501814,168509,122523060,253217645,375740705
tt0325710,24271354,380791,111110575,345700000,456810575
tt0369441,14383515,128526,110550000,92468919,203018919
tt1528100,24115934,154387,65014513,203300000,268314513
tt3691740,18775350,72745,55483770,144162910,199646680
tt1025100,20552372,51512,48546770,118076935,166623705
tt2404233,14123903,99631,31153464,107683292,138836756
tt1745960,.,0,.,.,.
tt0145487,114844116,659794,407677927,418000000,825677927
tt0409459,55214334,479357,107509799,79466451,186976250
tt0382992,13251545,50357,32116746,44300000,76416746
tt0800080,55414050,415900,134806913,130766946,265573859
tt0286716,62128420,244144,132177234,112898200,245075434
tt0173840,11408853,78783,32131830,53000000,85131830
tt1673434,141067634,220558,292324737,537400000,829724737
tt0481499,43639736,182176,187168425,385900000,573068425
tt1663202,474560,657975,183637894,349300408,532938302
tt0143145,35519007,180233,126930660,234800000,361730660
tt1192628,38079323,223671,123477607,122246993,245724600
tt0311113,25105990,193360,93926386,118985751,212912137
tt1860353,21312625,78456,83028130,203868448,286896578
tt3949660,35316382,80339,82051601,163276773,245328374
tt1402488,21237068,39686,64006466,93950000,157956466
tt0430357,25723815,105999,63478838,100339718,163818556
tt5523010,20352491,25016,54858851,115165449,170024300
tt0407304,64878725,399163,234280354,372556181,606836535
tt1911658,25447444,75077,83350911,283591620,366942531
tt1951264,158074286,589651,424668047,440200000,864868047
tt0304141,93687367,512143,249757726,547149597,796907323
tt0440963,69283690,588989,227471070,216572326,444043396
tt5095030,75812205,275709,216648740,406495920,623144660
tt0441773,60239130,396138,215434591,416475940,631910531
tt0478970,57225526,533219,180202163,338656286,518858449
tt2224026,52107731,88185,177397510,208600386,385997896
tt5028340,23523121,67636,171958438,177600000,349558438
tt0448694,34077439,137961,149260504,405726973,554987477
tt1001526,46016833,215465,148415853,173471355,321887208
tt0172156,46522560,218590,138540870,134731112,273271982
tt2357291,39327869,75181,131538435,361307856,492846291
tt0944835,36011243,284116,118311368,172339126,290650494
tt1959490,43720472,234776,101200044,251631021,352831065
tt0983193,9720993,207697,77591831,296402120,373993951
tt1815862,27520040,185972,60522097,190977568,251499665
tt0455824,14800723,115683,49554002,165526808,215080810
tt0790736,12691415,113315,33618855,45457823,79076678
tt2386490,55022245,86615,160799505,361436718,522236223
tt1324999,138122261,213657,281287133,408132918,689420051
tt0130623,38854851,49992,137748063,218400000,356148063
tt3315342,88411916,600178,226277068,389184326,615461394
tt2692250,17100520,98570,113746621,240010000,353756621
tt1951265,121897634,392048,337135885,429439246,766575131
tt0241527,90294621,594741,317871467,657176139,975047606
tt7975244,59251543,80264,307964423,472429821,780394244
tt0382625,77073388,383308,217536138,550284321,767820459
tt1596343,86198765,339418,210031325,420132129,630163454
tt1291150,65575105,195236,191204754,293800000,485004754
tt1515091,39637079,404834,186848418,348815025,535663443
tt0319262,68743584,398620,186740799,369578651,556319450
tt3874544,50198902,100212,175003033,352962903,527965936
tt0800320,61235105,262484,163214888,330000000,493214888
tt1679335,46581142,66100,153707064,190443070,344150134
tt0120685,44047541,176179,136314294,239685706,376000000
tt1446714,51050101,550753,126477084,275971181,402448265
tt1194173,38142825,275121,113203870,167152050,280355920
tt0118688,42872605,224614,107325195,130992619,238317814
tt5758778,24905015,91190,68420120,236448841,304868961
tt1386703,25577758,233303,58877969,152978119,211856088
tt2094766,10278225,174480,54647948,186111734,240759682
tt3095734,10950705,14268,33370166,28272632,61642798
tt0120657,10267756,112806,32698899,29000000,61698899
tt7504726,.,16682,1000000,.,.
tt0170016,55820330,193860,260044825,85096578,345141403
tt0177971,41325042,150295,182618434,146093000,328711434
tt4196776,59215365,197714,162192920,253975396,416168316
tt0454876,22451514,554246,124987022,495924981,620912003
tt0259324,45388836,215141,115802596,113742993,229545589
tt2231461,35753093,127327,101028233,327028047,428056280
tt0305357,37634221,116632,100814328,126385672,227200000
tt1535108,29807393,405541,93050117,193141974,286192091
tt1483013,37054485,465695,89107235,198809398,287916633
tt3717490,40300288,97341,85364450,57167102,142531552
tt0243585,15115152,47654,64956806,101043194,166000000
tt1234721,21681430,210175,58607007,184374792,242981799
tt0296572,24289165,208292,57712751,49500000,107212751
tt3113456,25685737,669,56117548,111731639,167849187
tt0811080,18561337,66394,43945766,49448696,93394462
tt0399201,12409070,292722,35818913,127200000,163018913
tt1341188,7484696,42494,30212620,19415557,49628177
tt1013743,20139985,173244,76423035,182328335,258751370
tt1270797,80255756,320880,213511408,640117197,853628605
tt0198781,62577067,770513,289423425,270334294,559757719
tt1430132,53113752,413724,132556852,283900000,416456852
tt0118928,18479435,76561,67163857,111036143,178200000
tt2381991,19445035,92488,48003015,117146287,165149302
tt0245562,14520412,63370,40914068,36714197,77628265
tt1320261,6307691,63072,42779261,189238587,232017848
tt3411444,13401586,43742,84410380,205428533,289838913
tt5463162,125507153,436516,324591735,462088822,786680557
tt1454468,55785112,733274,274092705,419605968,693698673
tt0477347,30433781,298057,250863268,328583139,579446407
tt2126355,54588173,200570,155190832,301067707,456258539
tt0472181,35611637,79903,142614158,421135165,563749323
tt0337978,33369559,378401,134529403,247758744,382288147
tt0349903,39153380,341369,125531634,237457442,362989076
tt0120347,25143007,173406,125304276,214200000,339504276
tt0187393,22413710,244227,113330342,101969658,215300000
tt1253863,45038460,270950,106580051,224200000,330780051
tt0338751,858021,318571,102608827,105762065,208370892
tt1355644,14869736,326443,100014699,202224973,302239672
tt0990407,33526876,151088,98780042,130375461,229155503
tt1935859,28871140,147326,87242834,208744042,295986876
tt0433035,27319677,288373,85463309,178417032,263880341
tt2283336,30035838,85768,80001807,172992753,252994560
tt0429493,25669455,239339,77222099,100019072,177241171
tt2017020,17548389,35629,71017784,277529739,348547523
tt1111422,23373102,178811,65452312,86912058,152364370
tt1731141,27017351,216232,61737191,66246092,127983283
tt0299172,13880771,18694,50026353,26456108,76482461
tt0120179,16158942,71486,48097081,102370919,150468000
tt0320661,19635996,256716,47398413,171454940,218853353
tt1219827,18676033,185985,40563557,127347133,167910690
tt0327437,7576132,81018,24004159,48000000,72004159
tt0120737,47211490,1568706,315544750,571666235,887210985
tt0312528,38329160,48420,101018283,32800000,133818283
tt0248667,14710892,89891,58183966,29500000,87683966
tt3659388,54308575,714155,228433663,426837780,655271443
tt3640424,12701743,132434,40098064,79168597,119266661
tt0343818,52179887,479326,144801023,203828562,348629585
tt0164912,15018223,119460,140015224,158800000,298815224
tt0780521,786190,115232,104400899,166596479,270997378
tt0443649,35867488,122219,94784201,174281477,269065678
tt3416828,21373064,52094,64063008,338093674,402156682
tt0141907,3029858,4534,6712451,3652318,10364769
tt4649466,39023010,250032,100234838,308568858,408803696
tt0187078,25336048,251813,101643008,131000000,232643008
tt0172495,34819017,1265367,187683805,270000000,457683805
tt1620680,33123609,37657,100478608,32923274,133401882
tt1152836,25271675,267590,97104620,115178089,212282709
tt0381061,40833156,555439,167365000,427055283,594420283
tt0181689,35677125,482985,132024714,226800000,358824714
tt4701182,21654047,118138,127195589,338000000,465195589
tt1371111,9612247,333814,27108272,103564882,130673154
tt0295297,88357488,514428,262233381,616991754,879225135
tt0103064,31765506,948480,203464105,311928555,515392660
tt0112462,52784433,226680,184031112,152498032,336529144
tt0133152,68532960,204918,180011740,182200000,362211740
tt0368891,35142554,292189,173005002,158318408,331323410
tt1853728,30122888,1267819,162805434,287036132,449841566
tt8579674,576216,164576,147587469,179540630,327128099
tt0970866,30833665,102250,148438600,162211974,310650574
tt0111503,25869770,226729,146282411,219017589,365300000
tt0765429,43565135,375801,130164645,137820811,267985456
tt0844471,30304648,193370,124870275,111957402,236827677
tt1386588,35543162,229224,119219978,51716492,170936470
tt0339291,30061756,189083,118627117,94328907,212956024
tt0993846,18410067,1089906,116949183,272969720,389918903
tt0848537,33531068,97192,107518682,155275759,262794441
tt0116213,24566446,99714,101295562,133104438,234400000
tt0116583,21037414,133563,100138851,225361149,325500000
tt0120917,9812302,167931,89296573,80000000,169296573
tt1764651,28591370,283599,85028192,226951064,311979256
tt0386117,32695407,97752,77233467,21890189,99123656
tt0449010,23239907,118984,75030163,174457952,249488115
tt1267297,29800263,140688,72688614,170700000,243388614
tt1243957,16472458,212851,67631157,211100212,278731369
tt0146675,20523595,102429,66889043,145137932,212026975
tt5814534,13354798,6648,66757013,104859751,171616764
tt0327162,21406781,58015,59475623,36746348,96221971
tt0423294,17640249,65540,58867694,86528051,145395745
tt0450259,8648324,476173,57377916,114000000,171377916
tt6924650,17897419,29633,56846802,67824248,124671050
tt1219342,16112211,75476,55675313,84041404,139716717
tt0120201,22058773,257058,54768952,66331048,121100000
tt0457400,18837350,62441,49438370,20110271,69548641
tt0316396,11139495,63249,48417850,46837635,95255485
tt6428676,15853646,7619,45216793,69899191,115115984
tt0327554,16728411,106069,40202379,41943000,82145379
tt2333784,15879645,161029,39322544,170138834,209461378
tt0133240,12083248,95061,38120554,53679446,91800000
tt0947810,14309295,125158,35497337,62025683,97523020
tt1981128,13707376,86184,33700160,187095849,220796009
tt2058673,9800252,55575,28782481,97922110,126704591
tt5697572,6619870,26345,27166770,46529215,73695985
tt1390411,11053366,113284,25020758,64672551,89693309
tt2209764,10886386,209367,23022309,80016949,103039258
tt0362165,7511675,50450,17018422,42900000,59918422
tt1571234,7559850,90467,15951040,69336377,85287417
tt0180052,2182900,23497,4411102,2683893,7094995
tt3089630,.,0,.,.,.
tt2452042,44213073,40331,130178411,119913199,250091610
tt3513498,34115335,45278,105806508,84324528,190131036
tt4532826,9195670,55655,30824628,54385384,85210012
tt0209163,68139035,289983,202007640,233032755,435040395
tt0217505,9496870,383889,77730500,105394121,183124621
tt2316204,36160621,239084,74262031,164259216,238521247
tt1661199,67877361,150514,201151353,333400000,534551353
tt1667889,46629259,182420,161321843,718443294,879765137
tt0265086,179823,348162,108638745,51052340,159691085
tt1261945,31001870,71251,95347692,199333086,294680778
tt0814255,31236067,169800,88768303,134282571,223050874
tt1790886,26588460,120977,86907746,18000000,104907746
tt0477080,22688457,177640,81562942,84157979,165720921
tt0119116,17031345,415424,63570862,200327899,263898761
tt0138749,12846652,78427,50802661,14897339,65700000
tt0380510,116616,150055,44114232,50780216,94894448
tt2638144,11203815,39391,26410477,65259171,91669648
tt1121096,7217640,68236,17725785,91149182,108874967
tt0266543,70251710,900927,380529370,555900000,936429370
tt0167260,72629713,1558973,377845905,742578709,1120424614
tt0167261,62007528,1406878,342548984,585049265,927598249
tt0146316,47735743,190119,131144183,142186002,273330185
tt5026378,36206331,849,128261724,276300000,404561724
tt0163025,50771645,283823,181166115,184733885,365900000
tt1318514,54806191,482738,176760185,294226015,470986200
tt0416236,19004058,84413,71195053,91644614,162839667
tt0317705,70467623,625500,261441092,370000000,631441092
tt1606378,24834845,192565,67349198,236900000,304249198
tt0318974,9124701,19041,22406362,1505000,23911362
tt0112760,2371415,24928,10017322,8500000,18517322
tt0359950,12765508,281973,58236838,129624345,187861183
tt2283362,36169328,284295,404508916,559987277,964496193
tt0119654,51068455,493902,250690539,337100000,587790539
tt0120363,300163,496027,245852179,265506097,511358276
tt0266915,67408222,191265,226164286,121261546,347425832
tt0988045,62304277,562264,209028679,289409533,498438212
tt1080016,41690382,212524,196573705,663128152,859701857
tt1502397,62504105,33475,185315645,186978770,372294415
tt0161081,29702959,113442,155464351,133229638,288693989
tt1436562,39225962,197174,143619809,343900000,487519809
tt7131622,41082018,367497,142494147,229135053,371629200
tt0407887,26887467,1120989,132384315,157276304,289660619
tt0160127,40128550,169226,125305545,134430545,259736090
tt0120762,22745143,233762,120620254,182879746,303500000
tt3794354,58018348,6908,80301671,42945619,123247290
tt0942385,25812796,362813,110515313,80629943,191145256
tt1568346,12768604,400297,102515793,136858177,239373970
tt0118884,20584908,242399,100920329,64979671,165900000
tt0960144,38531374,183120,100018837,102892154,202910991
tt0112864,22162245,350144,100012499,266089167,366101666
tt2404435,34703397,175065,93432655,69092501,162525156
tt2974918,14287159,15436,85886987,163630969,249517956
tt0230011,329011,96674,84052762,101996258,186049020
tt0985699,21027007,219562,83107829,120824345,203932174
tt2120120,24011616,124884,78765986,165275818,244041804
tt0338094,24278410,39811,75817994,79932634,155750628
tt0164052,26414386,117987,73209340,117990660,191200000
tt0373926,22822455,94696,72708161,90045676,162753837
tt1854564,14401054,105188,68559554,132300000,200859554
tt0325703,21783641,125212,65653758,91439185,157092943
tt3110958,22383146,228560,65075540,263249467,328325007
tt0266987,21689125,139105,62362560,80687000,143049560
tt0120053,16278873,59844,61363304,108036696,169400000
tt0183523,22855247,68308,60874615,45125385,106000000
tt1365519,23633317,177364,58250803,215226698,273477501
tt0182789,8234926,105353,58220776,29200000,87420776
tt0349683,15193907,155107,51877963,152000000,203877963
tt0120461,14581740,69189,47546796,72553204,120100000
tt0118972,14274503,55515,42885593,98014407,140900000
tt0267626,12778459,57142,35168966,30547160,65716126
tt0816462,10021215,92690,21295021,42061112,63356133
tt1509767,8674452,100203,20377913,119500000,139877913
tt7232438,4095718,736,8224288,2327129,10551417
tt1041804,65944,3336,195459,20270557,20466016
tt5519340,.,157454,.,.,.
tt0478855,.,783,.,.,.
tt0117998,41059405,166610,241688385,254011615,495700000
tt0352248,18320205,169681,61649911,43371577,105021488
tt3829266,24632284,106526,51024708,108462855,159487563
tt0120667,56061504,303253,154696080,178436670,333132750
tt0212985,58003121,243108,165092266,185008014,350100280
tt0329575,20854735,64374,120277854,28437488,148715342
tt0162222,28883406,491190,233632142,193598374,427230516
tt0366548,41533432,161932,198000317,187000000,385000317
tt0240772,38107822,488582,183417150,267311379,450728529
tt0372183,52521865,417595,176087450,134913674,311001124
tt0118571,37132505,172250,172956409,142311944,315268353
tt1013752,70950500,249941,155064265,208000000,363064265
tt0451079,45012998,124508,154529439,144948447,299477886
tt1840309,54607747,409663,150947895,125067070,276014965
tt0837562,42522194,211954,148313048,230192764,378505812
tt0448115,53505326,210143,140371656,223292877,363664533
tt0461770,34440317,169500,127706877,212677264,340384141
tt1599348,40172720,197444,126181630,82360532,208542162
tt0496806,36133403,305996,117144465,194600000,311744465
tt1230414,22100820,82961,112735375,111879369,224614744
tt0120660,20038573,218909,111549836,139100000,250649836
tt0400717,23624548,81773,85105259,106826899,191932158
tt0471042,24025190,127920,78046570,72376376,150422946
tt0211181,19883351,33011,66957026,116654745,183611771
tt1667353,18132085,80982,64935167,108678315,173613482
tt0457939,12778913,230699,63280000,141910324,205190324
tt0463985,23973840,228112,62615510,95178695,157794205
tt0397535,682504,133809,57010853,104500000,161510853
tt0215750,13810266,231899,51396781,45574512,96971293
tt0107362,15338241,130238,50016394,87282095,137298489
tt0327850,18533765,97974,47641743,33190150,80831893
tt1430607,12068931,48115,46462469,103254655,149717124
tt1293847,20130142,81245,44898413,300134946,345033359
tt0119643,15017995,201705,44619100,98321000,142940100
tt1287468,12279363,13157,43585753,69440630,113026383
tt0233469,15058432,69965,40048332,38305176,78353508
tt0284490,15011430,58880,37948765,41000000,78948765
tt0113492,12291536,106060,34687912,78800000,113487912
tt0443706,13395610,417849,33080084,50000000,83080084
tt0446029,10609795,353767,31611316,16445448,48056764
tt0298814,12053131,88402,31111260,43009532,74120792
tt1804538,8776159,14137,28681080,7000000,35681080
tt1485796,8805843,213714,174340174,266633348,440973522
tt0267913,54155312,92019,153294164,123000000,276294164
tt0144528,42518830,46805,123307945,43000000,166307945
tt1821694,18048422,153264,53262560,88244795,141507355
tt0389860,40011365,291685,137355633,100329456,237685089
tt0413895,11457353,34844,82985708,61000000,143985708
tt0489099,27354808,278317,80172128,142468684,222640812
tt0411477,34539115,248707,75986503,84401560,160388063
tt0398165,47606480,155403,158119460,33439045,191558505
tt1320253,34825135,315120,103068524,165199650,268268174
tt7713068,33010017,42728,65524015,83590089,149114104
tt0216216,13020883,113004,34543701,61481197,96024898
tt0315327,67953330,355389,242704995,241763613,484468608
tt1392170,152535747,812424,408010692,269912687,677923379
tt1411697,85946294,445400,254464305,332000000,586464305
tt0117060,45436830,370075,180981886,276716108,457697994
tt4116284,53003468,123584,175750384,134909634,310660018
tt2510894,48464322,98141,169700110,299800188,469500298
tt0103776,45687710,261654,162833635,103990656,266824291
tt5113040,46652680,37271,158874395,275565120,434439515
tt0120616,43369635,375973,155385488,261000000,416385488
tt0327084,38457003,152457,155019340,188377907,343397247
tt0275847,35260212,157578,145771527,100028473,245800000
tt0120647,41152375,155291,140464664,209000000,349464664
tt2191701,41508572,133104,133668525,113355283,247023808
tt1615918,23244744,29417,133107389,215981134,349088523
tt0425061,38683480,194891,130319208,96420208,226739416
tt0358082,36045301,126652,128200012,132500000,260700012
tt1130884,41062440,1052732,128012934,171448848,299461782
tt0337741,16064723,106644,124685242,142000000,266685242
tt0369436,31069826,60748,120146040,48165518,168311558
tt0119094,23387530,335884,112276146,128923854,241200000
tt0960731,27450296,84537,110101975,111366960,221468935
tt0257044,22079481,233985,104054514,79300000,183354514
tt1564367,30514732,209281,103028109,111946844,214974953
tt0287978,40310418,201042,102543518,80239000,182782518
tt1059786,29150721,170261,101440743,79144516,180585259
tt0118880,24131738,264029,101117573,123000000,224117573
tt1302067,16411322,19507,100246011,104528679,204774690
