movie_id,prd_company
tt2554274,"Legendary Pictures, DDY"
tt1430626,"Columbia Pictures, Sony Pictures Animation, Aardman Animations"
tt0402022,"MTV Films, Lakeshore Entertainment"
tt0115857,The Zanuck Company
tt0116277,Tri-Star Pictures
tt0414055,Working Title Films
tt0780567,"Paramount Pictures, Nickelodeon Films, di Bonaventura Pictures"
tt0279111,Ted Turner Pictures
tt0120390,"Rysher Entertainment, Metro-Goldwyn-Mayer"
tt4047068,"Warner Bros., Dark Castle Entertainment, IM Global, Millar/Gough Ink, After Dark Films"
tt0405676,.
tt0167456,"Universal Pictures, StudioCanal, Working Title Films"
tt0447666,.
tt0338216,"Lucky You Pictures, Inc."
tt0130089,.
tt0160184,"Universal Pictures, Imagine Entertainment"
tt0463034,"Stuber-Parent, Avis-Davis"
tt0814314,"Columbia Pictures, Relativity Media, Overbrook Entertainment, Escape Artists"
tt0099674,"Paramount Pictures, Zoetrope Studios"
tt0368709,"Cruise/Wagner Productions, Vinyl Films"
tt0299930,Revolution Studios
tt0162650,"Scott Rudin Productions, New Deal"
tt0377818,Village Roadshow Productions
tt1197624,"Overture Films, The Film Department"
tt1355683,"Warner Bros., Cross Creek Pictures, Le Grisbi, Free State Pictures, Head Gear Films, RatPac Entertainment, Dune Entertainment, Vendian Entertainment"
tt0118617,Fox Animation Studios
tt0203009,Bazmark
tt0249478,"De Line Pictures, Jonathan D. Krane"
tt0418689,"Malpaso Productions, DreamWorks Pictures, Amblin Entertainment"
tt0462322,"Dimension Films, Troublemaker Studios"
tt0120603,.
tt1790885,"Columbia Pictures, Mark Boal, First Light, Annapurna Pictures"
tt0264464,"DreamWorks Pictures, Amblin Entertainment"
tt0795421,"Universal Pictures, Littlestar, Playtone"
tt0452594,Wild West Picture Show
tt0817230,"New Line Cinema, Wayne Rice, Karz Entertainment"
tt0112641,"Universal Pictures, Syalis D.A., Legende Enterprises, De Fina, Cappa"
tt1488555,"Relativity Media, Universal Pictures, Original Film, Big Kid Pictures"
tt0120863,Phoenix Pictures
tt0125664,Jersey Films
tt1179034,"EuropaCorp, M6 Films, Grive Productions, Apipoulai Productions, Canal Plus, TPS Star"
tt0245803,Lakeshore Entertainment
tt0183505,Twentieth Century Fox
tt4244998,"Studio 8, Columbia Pictures"
tt0790604,"Regency Enterprises, New Regency, Corduroy Films"
tt1385826,"Gambit Pictures, Electric Shepherd, Universal Pictures, Media Rights Capital"
tt1259571,"Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Sunswept Entertainment"
tt0126029,"DreamWorks Animation, PDI"
tt1637725,"Universal Pictures, Media Rights Capital, Fuzzy Door, Bluegrass Films, Smart Entertainment"
tt2294449,"Columbia Pictures, Metro-Goldwyn-Mayer Pictures, LStar Capital, MRC, Original Film, Cannell Studios"
tt0102798,Morgan Creek Productions
tt0116695,Tri-Star Pictures
tt1528854,"Paramount Pictures, Red Granite Pictures, Gary Sanchez Productions"
tt0119822,Gracie Films
tt0129290,"Blue Wolf, Bungalow 78 Productions, Farrell/Minoff"
tt1489889,"New Line Cinema, Universal Pictures, RatPac Entertainment, Dune Entertainment, Perfect World Pictures, Bluegrass Films, Principato-Young Entertainment"
tt1229340,"Gary Sanchez Productions, Apatow Productions"
tt1650062,"Amblin Entertainment, Bad Robot"
tt0280590,"Columbia Pictures, New Line Cinema, Happy Madison, Out of the Blue Entertainment"
tt0195685,Jersey Films
tt6343314,"Metro-Goldwyn-Mayer Pictures, Warner Bros., New Line Cinema, Chartoff Winkler Productions"
tt5117670,"Columbia Pictures, Olive Bridge Entertainment, Sony Pictures Animation, Animal Logic, 2.0 Entertainment"
tt0251127,Paramount Pictures
tt0110148,Geffen Pictures
tt7959026,"Malpaso Productions, Imperative Entertainment, Warner Bros., Bron Creative"
tt1068680,"Warner Bros., Village Roadshow Productions, Heyday Films, Zancuk Company"
tt2024469,"Silver Pictures, Anton Capital Entertainment, Lovefilm"
tt0120686,"Columbia Pictures, 1492 Pictures"
tt0427229,"Scott Rudin Productions, Aversano Films"
tt0454848,"Universal Pictures, Imagine Entertainment, Brian Grazer Productions"
tt4877122,Sony Pictures Animation
tt1570728,"Warner Bros., Carousel Films, Di Novi Pictures"
tt6294822,"DreamWorks Pictures, Amblin Entertainment, 20th Century Fox, Participant Media, Star Thrower Entertainment"
tt0120784,Icon Productions
tt0112715,The Kennedy/Marshall Company
tt0448011,"Escape Artists, Mystery Clock Cinema"
tt0377109,Parkes+Macdonald Productions
tt1389137,"20th Century Fox, Dune Entertainment, LBI Entertainment, Vinyl Films"
tt1210166,Columbia Pictures
tt0388419,"Revolution Studios, 1492 Pictures"
tt0775408,.
tt0114069,Warner Bros.
tt1075417,"Walt Disney Pictures, Gunnfilms"
tt0356618,Revolution Studios
tt0400497,"Walt Disney Pictures, Robert Simonds Productions"
tt0300471,"Touchstone Pictures, Spyglass Entertainment"
tt0381971,"Universal Pictures, Imagine Entertainment"
tt1605630,"Universal Pictures, Relativity Media, Practical Pictures, Zide Pictures"
tt1428538,"Paramount Pictures, Metro-Goldwyn-Mayer Pictures, MTV Films, Gary Sanchez Productions"
tt1464540,"Reliance BIG Entertainment, Bay Films, DreamWorks Pictures"
tt0250797,Regency Enterprises
tt3532216,"Cross Creek Pictures, Imagine Entertainment, Quadrant Pictures, Vendian Entertainment, Hercules Film Fund, Universal Pictures, Brian Grazer Productions"
tt0365737,Participant Media
tt0318627,"Constantin Film, Impact Pictures, Screen Gems"
tt2262227,Guillermo del Toro
tt0118548,"Castle Rock Entertainment, Malpaso Productions"
tt0408345,"Village Roadshow Productions, Beacon Pictures, Jon Shestack, Thunder Road Film, Warner Bros."
tt0119174,Propaganda Films
tt0119173,"Hollywood Pictures, Trap-Two Zero Productions"
tt2106361,Broken Road
tt1872194,"Team Downey, Big Kid Pictures"
tt0384537,"Davis Films, Konami"
tt1206885,"Millennium Media, Balboa Productions"
tt0191397,"Replacement Productions, Inc."
tt0120768,"Regency Enterprises, Mandeville Films, New Regency"
tt2005151,"Warner Bros., Joint Effort, The Mark Gordon Company"
tt0109254,"Paramount Pictures, Mace Neufeld, Robert Rehme, Eddie Murphy Production"
tt0099700,Warner Bros.
tt0119874,Walter Parkes
tt0313443,.
tt0317198,Working Title Films
tt0163978,.
tt0110725,"Seagal/Nasso Productions, Warner Bros"
tt1186367,"Warner Bros., Legendary Pictures, Dark Castle Entertainment, Silver Pictures, Anarchos Productions"
tt0350028,"Touchstone Pictures, Beacon Pictures, Mandeville Films, Ashok Amritraj"
tt3799694,"Warner Bros., Silver Pictures, Waypoint Entertainment"
tt0126916,"Beacon Pictures, Renaissance Pictures, Tig Productions"
tt0141109,"Azoff Entertainment, Canton Company"
tt1392197,"Davis Entertainment, Regency Enterprises, 20th Century Fox"
tt0117765,Castle Rock Entertainment
tt1212419,"Malpaso Productions, The Kennedy/Marshall Company"
tt0264935,Castle Rock Entertainment
tt0112401,Silver Pictures
tt5478478,"Waypoint Entertainment, Bloom   , Le Grisbi"
tt1608290,"Paramount Pictures, Red Hour Productions, Scott Rudin Productions"
tt1571569,"Paramount Vantage, Grosvenor Park, Bedford Falls"
tt0367959,"Metro-Goldwyn-Mayer Pictures, Weinstein Company, Dino De Laurentiis, Quinta Communications, Ingenious Film Partners"
tt0160916,Castle Rock Entertainment
tt1517260,"Open Road Films, IAV International, Silver Reel Entertainment, Nick Wechsler, Chockstone Pictures, Fickle Fish"
tt0264395,"Columbia Pictures, Intermedia Film"
tt2199571,Vertigo Entertainment
tt0309377,Malpaso Productions
tt0963178,"Columbia Pictures, Relativity Media, Atlas Entertainment"
tt0116225,Rysher Entertainment
tt0315297,Kopelson Entertainment
tt5294550,"Imperative Entertainment, Tri-Star Pictures, Scott Free Films, RedRum Films"
tt0362270,Touchstone Pictures
tt0129167,Warner Bros. Feature Animation
tt2274648,"Columbia Pictures, Revolution Studios, Lawrence Gordon/Lloyd Levin Productions, Dark Horse Entertainment"
tt1240982,"Stuber Pictures, Universal Pictures"
tt4477936,"Vendian Entertainment, Open Road Films, Endgame Entertainment, Wild Bunch, TG Media, Moritz Borman, Kopeloff"
tt1462041,"Bobker/Kruger Films, Morgan Creek Productions"
tt1124037,"STX Entertainment, Route One, Union Investment Partners, Vendian Entertainment"
tt1034032,Lakeshore Entertainment
tt0331933,"Walt Disney Pictures, Orr & Cruickshank Productions"
tt0289992,"Intermedia Films, Dirty Hands, Saturn Films"
tt1559547,"Alcon Entertainment, Belle Pictures, 3 Arts Entertainment"
tt0378109,"Metro-Goldwyn-Mayer Pictures, Columbia Pictures, Mandalay Pictures"
tt0765443,"Focus Features, BBC Films, Kudos Films, Serendipity Point Films, Scion Films"
tt0109190,Hughes Entertainment
tt0151137,"Gaumont, Columbia Pictures"
tt0113010,Silver Pictures
tt1502404,"Summit Entertainment, Millennium Films, Michael De Luca, Nu Image, Saturn Films"
tt0119592,Arnold Kopelson Productions
tt0114345,"Hollywood Pictures, Cinergi Pictures, Lightmotive, Allied Stars, "
tt0421054,.
tt0113451,.
tt0891592,"Hyde Park Entertainment, Capcom, Adlabs Films, Ashok Amritraj"
tt0266452,Film4 Productions
tt4701724,"Aardman Animations, StudioCanal, BFI, Amazon Prime Instant Video"
tt0315824,Shangri-La Entertainment
tt0181151,"Brillstein-Grey Entertainment, Columbia Pictures"
tt4426464,"AIC Movie Inc, Ambi Media Group, Assemblage Entertainment , Entertainment Studios Motion Pictures"
tt7134096,"Paramount Pictures, Eon Productions, Global Road Entertainment, Ingenious Media, TMP"
tt1014763,"Scott Free Films, Worldview Entertainment"
tt1374992,"Upside Down Films, Onyx Films, Transfilm Intl., Studio 37, Kinologic Films, Jouror Productions, France 2 Cinema, Canal Plus, Cine Plus, France Television"
tt2072227,Phoenix Pictures
tt7547410,"Walden Media, Nickelodeon Films, Paramount Pictures, Paramount Players, Burr! Productions"
tt0267804,.
tt1823672,"Columbia Pictures, MRC, LStar Capital"
tt0098987,Silver Pictures
tt1781769,"Focus Features, Working Title Films"
tt0097576,Lucasfilm
tt0298130,"Parkes+Macdonald Productions, Benderspink Productions"
tt0181865,.
tt0258000,.
tt1560220,"Columbia Pictures, Pariah Productions, 2.0 Entertainment"
tt0155267,"United Artists, Irish DreamTime"
tt7401588,"Paramount Pictures, Closest to the Hole, Leverage, Two Grown Men Productions"
tt0145681,"Anthony Bregman, Martin Bregman"
tt0120188,TTK Productions
tt0808510,"20th Century Fox, Walden Media, Mayhem Pictures, Blumhouse"
tt0250687,"Alphaville, Zucker Pictures"
tt0381849,"Relativity Media, Tree Line Film"
tt0272152,"Intermedia, Lawrence Gordon Productions"
tt0230030,"20th Century Fox, Regency Enterprises"
tt0120780,Jersey Films
tt0087089,American Zoetrope
tt5033998,"2.0 Entertainment, Brownstone, Cantillon Company, Columbia Pictures, Perfect World Pictures"
tt0462499,"Lionsgate, Weinstein Company, Millennium Entertainment, Nu Image"
tt1355631,"Bank Leumi, Lipsync Productions, Good Films"
tt0099422,Touchstone Pictures
tt2543164,"Paramount Pictures, FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment"
tt0115798,"Brillstein Entertianment Partners, Licht/Mueller Film Corp."
tt0106220,"Paramount Pictures, Scott Rudin Productions"
tt1757737,"BBC Worldwide, Greenlight Media, BBC Natural History Unit, Disney Nature"
tt0200027,"Columbia Pictures, Gracie Films"
tt0307479,"Twentieth Century Fox, Lightstorm Entertainment"
tt1075747,"Warner Bros., Legendary Pictures, Mad Chance, Weed Road Pictures"
tt0117002,.
tt0490215,"SharpSword Films, AI Film, Catchplay, IM Global, Verdi Productions, EFO Films, YLK, G and G, Sikelia Productions, Fabricia de Cine "
tt0119738,"Jerry Zucker, Predawn"
tt0265029,Revolution Studios
tt0117731,.
tt0278504,Alcon Entertainment
tt1392214,"Alcon Entertainment, 8:38 Productions, Madhouse Entertainment"
tt0115956,20th Century Fox
tt0119528,"Universal Pictures, Imagine Entertainment"
tt0120623,"Disney-Pixar, Walt Disney Pictures"
tt1397280,"20th Century Fox, EuropaCorp, M6 Films, Grive Productions, Canal Plus, Cine Plus"
tt0109813,Amblin Entertainment
tt0306047,.
tt0212346,"Castle Rock Entertainment, Village Roadshow Productions"
tt4765284,"Universal Pictures, Gold Circle Films, Brownstone"
tt0373051,"New Line Cinema, Walden Media, Charlotte Huggins"
tt0107798,Warner Bros.
tt0368933,Walt Disney Pictures
tt0825232,"Zadan/Meron, Reiner Greisman"
tt0109446,"Regency Enterprises, Warner Bros., Alcor Films"
tt1204342,Walt Disney Pictures
tt0105112,"Mace Neufeld, Robert Rehme"
tt0369735,"Benderspink Productions, Spring Creek Prod"
tt0139654,Training Day Productions
tt3631112,"Marc Platt Productions, DreamWorks Pictures, Reliance Entertainment, Entertainment One"
tt0177789,DreamWorks Pictures
tt0257106,.
tt0120611,"Amen Ra Films, Imaginary Forces"
tt0393162,"MTV Films, Tollin/Robbins"
tt1038919,Columbia Pictures
tt0264472,Scott Rudin Productions
tt0118615,"CL Cinema Line Films Corporation, Columbia Pictures"
tt0401855,Lakeshore Entertainment
tt3224458,"Big Beach, Tri-Star Pictures, Tencent Pictures "
tt0200550,"Touchstone Pictures, Jerry Bruckheimer Films"
tt0314331,Working Title Films
tt0116669,.
tt0111255,.
tt1711525,"DreamWorks Pictures, Reliance Entertainment, Bluegrass Films, Entertainment 360"
tt0117918,"Warner Bros., Regency Enterprises"
tt0371724,"Touchstone Pictures, Spyglass Entertainment, Hammer & Tongs, Everyman Pictures"
tt0432021,"Screen Gems, Constantin Film, Impact Pictures"
tt0396592,Davis Entertainment
tt1615065,"Universal Pictures, Relativity Media, Moritz Borman"
tt0110997,.
tt1086772,"Gulfstream Pictures, Happy Madison"
tt0408985,ImageMovers
tt0450232,Millennium Films
tt0113419,"Paramount Pictures, Columbia Pictures, The Kennedy/Marshall Company, Scholastic Productions"
tt0337921,Electric Entertainment
tt5606664,"Intrepid Pictures, Vertigo Entertainment, Warner Bros."
tt0429589,Legendary Pictures
tt0274166,"Universal Pictures, StudioCanal, Working Title Films"
tt0087182,.
tt0775552,"20th Century Fox, Regency Enterprises, Josephson Entertainment"
tt0445922,"Revolution Studios, Team Todd"
tt0959337,"Evamere Entertainment, BBC Films, Neal Street"
tt0364970,"Babylon A.D., SAS, Babylon Films, StudioCanal, M6 Films, Canal Plus, Cinecinema"
tt3513548,"Malpaso Productions, Appian Way Productions"
tt0109836,Tri-Star Pictures
tt0116421,.
tt1946502,"OddLot Entertainment, STX Films, Huaxia Film & Distribution Coroporation"
tt0117108,"Columbia Pictures, Trevor Albert Productions"
tt0237572,Franchise Pictures
tt0117331,"The Ladd Company, Village Roadshow Pictures"
tt0376108,"Robert Simonds Productions, Runteldat Entertainment"
tt1139328,"Summit Entertainment, R.P. Films, France 2 Cinema, Elfte Babelsberg Film GmbH, Runteam II Limited"
tt0149624,Miramax Films
tt0814022,"IEG Virtual Studios, Saturn Films, Blue Star Entertainment"
tt0113987,"Hollywood Pictures, Illusion Entertainment Group"
tt1343727,"Lionsgate, IM Global, DNA Films, Reliance Entertainment"
tt0376136,"Infinitum Nihil, GK Films"
tt0118956,"Hollywood Pictures, Cinergi Pictures"
tt3289724,"Universal Pictures, ImageMovers, DreamWorks Pictures, Perfect World Pictures"
tt1634122,"Working Title Films, Relativity Media, StudioCanal"
tt1046997,"Touchstone Pictures, On My Own, RAI Cinema, Forty Acres and a Mule"
tt0246464,"Touchstone Pictures, Jacobson Company"
tt0484740,Stone Village Pictures
tt0255477,"Enrico Mazzanti, Walt Disney"
tt0120107,"Cinergi Pictures, Hollywood Pictures"
tt0249516,Threshold Entertainment
tt1024648,"Warner Bros., GK Films, Smoke House Pictures"
tt0106977,Warner Bros.
tt0089880,"Anabasis Investments, Tri-Star Pictures"
tt0117665,Propaganda Films
tt1438254,"Universal Pictures, Relativity Media, Marc Platt Productions"
tt0116731,.
tt2788710,"Point Grey, Sony Pictures, LStar Capital"
tt0080855,Partisan Productions
tt2404463,"20th Century Fox, Chernin Entertainment, TSG Entertainment, Ingenious Media"
tt0181536,Columbia Pictures
tt0191754,"Columbia Pictures, Tall Trees"
tt0253867,Columbia Pictures
tt5177088,"Cantillon Company, Yellow Bird, Scott Rudin Productions, Pascal Pictures, Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Regency Enterprises, Rose Line Productions Limited, Studio Babelsberg"
tt3416532,"Focus Features, Participant Media, River Road Entertainment, Apaches Entertainment, Telecinco Cinema, A Monster Calls AIE, La Trini"
tt0472399,"Millennium Films, Chartoff Winkler Productions, Nu Image"
tt0106918,"John Davis, Scott Rudin Productions, Mirage"
tt1232829,"Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Relativity Media, Original Film, Cannell Studios"
tt0125439,"PolyGram Filmed Entertainment, Working Title Films, Notting Hill Pictures"
tt3281548,"Columbia Pictures, Regency Enterprises, Pascal Pictures"
tt0120630,"Aardman Animations, DreamWorks Animation"
tt0343135,Jersey Films
tt0103859,.
tt0889583,"Universal Pictures, Media Rights Capital, Four by Two Films"
tt0056937,.
tt2334871,"Feigco Entertainment, Chernin Entertainment, 20th Century Fox"
tt1648179,"Columbia Pictures, Broken Road, Happy Madison, Hey Eddie"
tt0257756,"Twentieth Century Fox, Regency Enterprises, New Regency"
tt0117057,"Phoenix Pictures, Barwood Films"
tt1486185,"Warner Bros., Appian Way"
tt0265349,Lakeshore Entertainment
tt0097742,"Eon Productions, United Artists"
tt1255919,"Mosaic Media, Gary Sanchez Productions, Columbia Pictures, Mimran Schur Pictures"
tt1598828,"Lionsgate, Lakeshore Entertainment, Sidney Kimmel Entertainment, Abishag Producitons"
tt0179626,Tribeca Film
tt0399295,"VIP Medienfonds 3, Ascendant Pictures, Saturn Films, Rising Star Productions, Copag V, Endgame Entertainment"
tt0108255,"Hollywood Pictures, Lightmotive Entertainment, Allied Film Makers, Cinergi Pictures Entertainment"
tt0104412,.
tt1568338,"Summit Entertainment, di Bonaventura Pictures"
tt1032751,"Boram Entertainment, Wellmade Star M, Sidus FNH, Fuse+Media and Culture, Unplugged Studios, Mike's Movies/OzWorks"
tt0119640,The Bubble Factory
tt1634037,.
tt0298203,Image Entertainment
tt2066051,"MARV Films, Paramount Pictures, New Republic Pictures, Rocket Pictures"
tt0183790,Columbia Pictures
tt0288045,Emperor Multimedia Group
tt1053810,"Fox 2000 Pictures, Red Hour Productions, Deuce Three Productions, Sunswept Entertainment, Dune Entertainment, Ingenious Media"
tt0167404,"Hollywood Pictures, Spyglass Entertainment"
tt0396269,Tapestry Films
tt1155076,"Columbia Pictures, Overbrook Entertainment, Jerry Weintraub, China Film Group"
tt6146586,"Thunder Road Film, Lionsgate, 87Eleven Inc."
tt2322441,"Focus Features, Michael De Luca, Trigger Street Productions"
tt8946378,"Lionsgate, MRC, T-Street"
tt1041829,"Touchstone Pictures, Mandeville Films"
tt1800241,"Atlas Entertainment, Columbia Pictures, Annapurna Pictures"
tt0349205,Robert Simonds Company
tt2872732,"EuropaCorp, TF1 Film Productions, Canal Plus, Cine Plus, TF1 International"
tt1091191,"Emmett/Furla Films, Herrick Entertainment, Envision Entertainment, Entertainment/Single Berry, Closest to the Hole, Leverage"
tt0096874,Amblin Entertainment
tt0150377,.
tt0338459,Troublemaker Studios
tt0117913,"TTK Productions, Regency Enterprises"
tt0104694,.
tt1285016,"Columbia Pictures, Relativity Media"
tt1135503,"Columbia Pictures, Easy There Tiger, Amy Robinson, Laurence Mark"
tt1001508,"New Line Cinema, Flower Film"
tt2869728,"Universal Pictures, Cube Vision, Will Packer Productions"
tt0362120,.
tt2561572,"Gary Sanchez Productions, Warner Bros., RatPac Entertainment, Dune Entertainment"
tt0134084,"Konrad Pictures, Craven/Maddalena Films"
tt0099088,"Amblin Entertainment, Universal Pictures"
tt2140479,"Warner Bros., Electric City Entertainment, Zero Gravity Management, RatPac Entertainment, Dune Entertainment"
tt2096672,"Conundrum Entertainment, Charles B. Wessler Entertainment"
tt2203939,LBI Entertainment
tt0103874,"Columbia Pictures, American Zoetrope, Osiris Films"
tt0397313,"Walt Disney Pictures, Spyglass Entertainment, Mandeville Films"
tt0134119,"Mirage Enterprises, Timnick Film"
tt2361509,Waverly Films
tt0104691,.
tt0350258,"Universal Pictures, Bristol Bay Productions"
tt0401792,Troublemaker Studios
tt3682448,"DreamWorks Pictures, Fox 2000 Pictures, Reliance Entertainment, Participant Media, Afterworks Limited, Studio Babelsberg, Amblin Entertainment, Marc Platt Productions"
tt0443274,"Columbia Pictures, Relativity Media, Original Film"
tt1155056,"DreamWorks Pictures, De Line Pictures, Bernard Gayle Productions, Montecito Picture Company"
tt0256380,Twentieth Century Fox
tt0102138,"Camelot Pictures, Ixtlan Productions, A. Kitman Ho, Regency Enterprises"
tt0421729,"Regency Enterprises, 20th Century Fox, Deep River Films, Firm Films, Runteldat Entertainment, New Regency"
tt6189022,Lionsgate
tt2119543,"Amblin Entertainment, Mythology Entertainment"
tt2119532,"Cross Creek Pictures, Pandemonium, Permut Presentations, Demarest Films, Summit Entertainment, Argent Pictures, Vendian Entertainment"
tt0236493,Lawrence Bender
tt1144884,"New Line Cinema, Practical Pictures, Parallel Zide"
tt0974661,"New Line Cinema, Offspring Entertainment"
tt1401152,.
tt1226229,"Universal Pictures, Relativity Media, Spyglass Entertainment, Judd Apatow"
tt0348836,"Gothica Productions, Inc."
tt0159273,Davis Entertainment
tt1189340,"Lionsgate, Lakeshore Entertainment, Sidney Kimmel Entertainment, Stone Village"
tt0358135,Simon Fields Productions
tt0445990,Walt Disney Pictures
tt0765446,"Weinstein Company, CRF Productions, Rainmaker Entertainment"
tt0122718,"DreamWorks Pictures, Universal Pictures, Mike Finnell"
tt0120177,Dippe Goldman Williams
tt2170439,"RatPac Entertainment, Benderspink Productions"
tt0245844,Spyglass Entertainment
tt0482571,"Touchstone Pictures, Warner Bros."
tt0410297,"Warner Bros., Vertigo Entertainment"
tt1424381,"Twentieth Century Fox, Troublemaker Studios, Davis Entertainment"
tt1462769,"Walt Disney Pictures, Scott Sanders"
tt0093428,"Eon Productions, United Artists"
tt0472043,"Icon Distribution, Inc."
tt0758766,Castle Rock Entertainment
tt0091396,Northern Lights Films
tt0363988,"Columbia Pictures, Pariah Productions"
tt0397101,Double Feature Films
tt1742044,"GK Films, Malpaso Productions"
tt0866439,"Columbia Pictures, Relativity Media, Original Film"
tt0119978,"Constellation, Douglas/Reuther, American Zoetrope"
tt0104839,"Hollywood Pictures, Cinergi Pictures"
tt0118607,DreamWorks Pictures
tt2557490,Bluegrass Films
tt1622979,"New Line Cinema, Practical Pictures, Zide Pictures"
tt4218572,"New Regency, See-Saw Films, Regency Enterprises, 20th Century Fox, Lammas Park"
tt0332047,.
tt0758730,Davis Entertainment
tt1153702,"Revolution Studios, Walden Media, Beacon Pictures, Ecosse Films"
tt1956620,"Escape Artists, Media Rights Capital, LStar Capital"
tt1262416,"Corvus Corax Productions, Dimension Films, Outerbanks Entertainment"
tt0110989,.
tt0174480,Lakeshore Entertainment
tt1092026,"Relativity Media, Working Title Films, Big Talk Pictures"
tt1694020,"Paramount Pictures, Skydance Productions, Michaels/Goldwyn"
tt1657507,"EuropaCorp, TF1 Film Productions, Grive Productions, Canal Plus, Cinecinema"
tt0134273,Global Entertainment Productions
tt1590193,"StudioCanal, The Picture Company, Ombra Films, Lionsgate"
tt0162983,.
tt0101761,"Bill Graham Films, Carolco Pictures, Imagine Entertainment"
tt0130121,"Castle Rock Entertainment, Simian Films"
tt6663582,"Lionsgate, Imagine Entertainment, Hercules Film Fund, Bron Creative"
tt0223897,"Bel-Air Entertainment, PathÏ±?,USA,Mimi Leder,Kevin Spacey"
tt1334512,"Warner Bros., MBST Entertainment, Benderspink Productions, Langley Park Pictures"
tt0817538,"Paramount Pictures, Apatow Productions, Roth Productions, Arnold Productions"
tt4572514,"CBS Films, Lionsgate, Closest to the Hole, Leverage, Bluegrass Films, Hutch Parker"
tt0111143,"Bregman/Baer Productions, inc."
tt1129442,"EuropaCorp, TF1 Film Productions, Grive Productions, Apipoulai Productions, Current Entertainment, Canal Plus"
tt1126618,"Bad Robot, Paramount Pictures"
tt0430308,MTV Films
tt2139881,"Point Grey, Denver & Delilah Films, Good Universe, Lionsgate"
tt0160009,Franchise Pictures
tt1661382,"Warner Bros., Gerber Pictures, Callahan Filmworks"
tt0163983,Icon Productions
tt0294870,1492 Pictures
tt0129280,.
tt3486626,"Toonbox Entertainment, Red Rover Films, Gulfstream Pictures"
tt0116654,.
tt0246544,.
tt2592614,"Screen Gems, Constantin Film, Davis Films, Impact Pictures"
tt0467200,"Universal Pictures International, Columbia Pictures, BBC Films, Relativity Media, Ruby Films, Scott Rudin Productions"
tt4481514,"New Line Cinema, Gary Sanchez Productions, Good Universe, Village Roadshow Productions, RatPac Entertainment, Dune Entertainment"
tt0230838,.
tt0444682,"Village Roadshow Pictures, Dark Castle Entertainment"
tt0479997,"Rogue Pictures, Atlas Entertainment"
tt0110971,"Touchstone Pictures, Cinergi Pictures Entertainment"
tt0120800,"Warner Bros. Feature Animation, Warner Bros. Family Entertainment"
tt0269095,Franchise Pictures
tt0132512,.
tt3522806,"Summit Entertainment, Millennium Films, Chartoff Winkler Productions"
tt0329691,"Village Roadshow Pictures, Original Film"
tt0432283,"American Empirical, 20th Century Fox, Regency Enterprises"
tt1308728,"Huayi Brothers Pictures Ltd, STX Entertainment, On The Day Productions, Henson Alternative, Black Bear"
tt0114436,"Carolco Pictures, Chargeurs, United Artists"
tt0115907,Castle Rock Entertainment
tt1430615,"Universal Pictures, Anonymous Content, Working Title Films"
tt1649419,"Summit Entertainment, Mediaset Espana, Apaches Entertainment, Telecinco Cinema"
tt0763831,"DreamWorks Pictures, Work After Midnight, Saturn Films"
tt5390504,"Annapurna Pictures, First Light"
tt0422720,"?ãlisabeth VigÏ±ïe Le Brun, Basilica of St Denis, Louis XVI of France"
tt1846589,"Original Film, Millennium Films, G-Base, Relativity Media, Millennium Media"
tt0208988,MGM-British Studios
tt0113552,20th Century Fox
tt2387499,"Fox 2000 Pictures, Parkes + MacDonald Image Nation"
tt0282687,"Regency Enterprises, Davis Entertainment, New Regency"
tt0093278,Delphi V Productions
tt0104850,Regency Enterprises
tt1129445,"Fox Searchlight Pictures, Avalon Studio Productions"
tt0450405,"Universal Pictures, Relativity Media, Donners√¢?¬ô Company, Depth of Field"
tt0363282,Dualstar Productions
tt0120646,Mandalay Entertainment
tt0375173,"Paramount Pictures, Charles Shyer"
tt0295254,Franchise Pictures
tt1111948,"Dimension Films, Friendly Films"
tt2515034,"Silver Pictures, Nostromo Pictures, Prone Gunman AIE, Prone Gunman Limited, TF1 Film Productions, Canal Plus"
tt1188729,"Overture Films, Constantin Film, Impact Pictures"
tt0266489,"Red Hour Productions, Flower Films"
tt1413495,"Relativity Media, Reliance Entertainment, Demarest Films, IM Global, E Stars Distribution, Emjag, Gaumont, Film 360, Deepak Nayar"
tt0081400,ITC Entertainment
tt5360952,"Foresight Unlimited, Parkside Pictures, Windfall Productions, Signature Pictures, RSVP Entertainment, Head Gear Films, Metrol Technology, Lipsync Productions, Double Negative Films"
tt5292922,.
tt1976009,"20th Century Fox, Davis Entertainment"
tt3864056,"Warner Bros., Color Force, Amazon Studios"
tt0283160,.
tt0189192,"Gaumont, Hollywood Pictures"
tt1706620,"Moho Films, Opus Picture"
tt0448134,.
tt0110074,Hudsucker Pictures
tt2513074,"Film4, Ink Factory, Studio 8, Tri-Star Pictures, LStar Capital, Bona Film Group, Marc Platt Productions"
tt0091757,.
tt0361500,"Electric Eye Entertainment, Fathom Studios"
tt0455782,"Intermedia, QED International, "
tt0457495,"Isle of Man Film, UK Film Council, Entertainment Film Distributors, Samuelson Productions, VIP Medienfonds 4, Rising Star Productions"
tt1326972,.
