movie_id,release_date,genre,country,language
tt1272878,02-Aug-13,"Action, Comedy, Thriller",USA,english
tt4500922,26-Jan-18,"Action, Adventure, Sci-Fi, Thriller",USA,english
tt7616798,11-Jan-19,"Adventure, Drama, Family","China, USA",english
tt4701660,08-Feb-16,"Comedy, Drama, Fantasy, Romance",China,mandarin
tt0290002,22-Dec-04,"Comedy, Romance",USA,english
tt1490017,07-Feb-14,"Animation, Action, Adventure, Comedy, Family, Fantasy","USA, Denmark, Australia",english
tt0892737,,Documentary,USA,english
tt0486946,02-Mar-07,"Action, Adventure, Comedy",USA,english
tt0822832,25-Dec-08,"Comedy, Drama, Family",USA,english
tt0120689,10-Dec-99,"Crime, Drama, Fantasy, Mystery",USA,english
tt0120382,05-Jun-98,"Comedy, Drama, Sci-Fi",USA,english
tt3263904,09-Sep-16,"Biography, Drama",USA,english
tt0258463,14-Jun-02,"Action, Mystery, Thriller","USA, Germany, Czech Republic",english
tt1078940,09-Oct-09,Comedy,USA,english
tt0113189,17-Nov-95,"Action, Adventure, Thriller","UK, USA",english
tt0317740,30-May-03,"Action, Crime, Thriller","USA, France, UK, Italy","english, italian"
tt0317303,09-May-03,"Comedy, Family",USA,english
tt0144214,18-Jun-99,"Crime, Drama, Mystery, Thriller","USA, Germany",english
tt0120794,18-Dec-98,"Animation, Adventure, Drama, Family, Fantasy, Musical",USA,"english, hebrew"
tt0369339,06-Aug-04,"Crime, Drama, Thriller",USA,english
tt0239395,04-Jul-01,"Action, Comedy, Family, Fantasy","USA, Australia",english
tt0313737,20-Dec-02,"Comedy, Romance","USA, Australia",english
tt0120587,02-Oct-98,"Animation, Adventure, Comedy, Family",USA,english
tt0277296,19-Apr-02,"Action, Adventure, Fantasy, Thriller","USA, Germany, Belgium",english
tt1245526,15-Oct-10,"Action, Comedy, Crime, Thriller",USA,english
tt0335438,05-Mar-04,"Comedy, Crime",USA,english
tt0099371,27-Jun-90,"Action, Drama, Sport",USA,english
tt0452598,21-Dec-05,"Adventure, Comedy, Family","USA, Canada",english
tt0879870,13-Aug-10,"Drama, Romance",USA,english
tt0790724,21-Dec-12,"Action, Crime, Thriller",USA,english
tt0328107,23-Apr-04,"Action, Crime, Drama, Thriller","USA, UK, Mexico, Switzerland",english
tt0218967,22-Dec-00,"Comedy, Drama, Fantasy, Romance",USA,english
tt1598778,09-Sep-11,"Action, Drama, Sci-Fi, Thriller","United Arab Emirates, USA",english
tt0146838,22-Dec-99,"Drama, Sport",USA,english
tt0119314,15-May-98,"Drama, Romance, Western",USA,english
tt0327597,06-Feb-09,"Animation, Drama, Family, Fantasy, Thriller",USA,english
tt0349710,01-Oct-04,"Action, Drama, Thriller",USA,English
tt0149261,28-Jul-99,"Action, Adventure, Sci-Fi, Thriller","USA, Mexico",english
tt0257568,17-Jan-03,"Action, Adventure, Comedy, Crime, Family","USA, Australia",english
tt0949731,13-Jun-08,"Drama, Mystery, Sci-Fi, Thriller","India, USA",english
tt3300542,04-Mar-16,"Action, Thriller","UK, Bulgaria, USA",english
tt0160797,07-Apr-00,"Drama, Thriller, War","UK, Germany, Canada, USA",english
tt0393735,10-Mar-06,"Comedy, Family, Fantasy",USA,english
tt0116705,22-Nov-96,"Comedy, Family",USA,english
tt0167190,02-Apr-04,"Action, Fantasy, Horror, Sci-Fi",USA,english
tt3393786,21-Oct-16,"Action, Thriller","China, USA",english
tt1469304,25-May-17,"Action, Comedy, Crime","UK, China, USA",english
tt0120873,06-Mar-98,"Action, Crime, Thriller",USA,english
tt0120633,08-Jan-99,Drama,USA,english
tt2446980,25-Dec-15,Drama,USA,english
tt1623288,17-Aug-12,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",USA,english
tt0119395,14-Nov-97,"Action, Crime, Drama, Thriller","USA, UK, France, Germany, Japan",english
tt0338337,25-Dec-03,"Action, Mystery, Sci-Fi, Thriller","USA, Canada",english
tt0118055,01-Mar-96,"Drama, Romance",USA,english
tt0420238,19-Dec-08,"Animation, Adventure, Comedy, Family, Fantasy","UK, USA",english
tt0787474,26-Sep-14,"Animation, Adventure, Comedy, Family, Fantasy",USA,english
tt1648190,04-Aug-17,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",USA,english
tt0290095,27-Sep-02,"Action, Comedy, Sci-Fi",USA,"cantonese, english"
tt1205537,17-Jan-14,"Action, Drama, Thriller","USA, Russia",english
tt0114781,14-Jul-95,"Action, Thriller",USA,English
tt6266538,25-Dec-18,"Biography, Comedy, Drama",USA,english
tt0118583,26-Nov-97,"Action, Horror, Sci-Fi",USA,english
tt0822854,23-Mar-07,"Action, Drama, Thriller",USA,english
tt0120791,16-Oct-98,"Comedy, Drama, Fantasy, Romance",USA,english
tt1321870,11-Jan-13,"Action, Crime, Drama, Thriller",USA,english
tt2398241,07-Apr-17,"Animation, Adventure, Comedy, Family, Fantasy","USA, Hong Kong, Canada",english
tt1213641,12-Oct-18,"Biography, Drama, History","USA, Japan",english
tt1045778,19-Jun-09,Comedy,USA,english
tt1226273,29-Jan-10,"Crime, Drama, Mystery, Thriller","UK, USA",english
tt0253754,13-Dec-02,"Action, Adventure, Sci-Fi, Thriller",USA,english
tt0253556,12-Jul-02,"Action, Adventure, Fantasy, Thriller","USA, UK, Ireland",english
tt0762125,20-Nov-09,"Animation, Adventure, Comedy, Family, Sci-Fi","Spain, UK, USA",english
tt1135487,20-Mar-09,"Comedy, Crime, Romance, Thriller","USA, Germany",english
tt1034331,12-Sep-08,"Crime, Mystery, Thriller",USA,english
tt1057500,11-Dec-09,"Biography, Drama, History, Sport",USA,english
tt0473705,17-Apr-09,"Crime, Drama, Mystery, Thriller","USA, UK, France",english
tt0120764,12-Feb-99,"Comedy, Family, Sci-Fi",USA,english
tt0443632,21-Apr-06,"Action, Crime, Thriller",USA,English
tt2083383,21-Sep-12,"Drama, Sport",USA,english
tt0138524,10-Oct-03,"Comedy, Crime, Romance",USA,english
tt0120004,10-Jan-97,"Horror, Mystery, Sci-Fi, Thriller","UK, USA, Japan, Germany",English
tt0120749,03-Apr-98,"Action, Crime, Drama, Thriller",USA,English
tt0181875,22-Sep-00,"Adventure, Comedy, Drama, Music",USA,"English, French"
tt5719748,08-Feb-19,"Action, Crime, Drama, Thriller","UK, Norway, Canada, USA, France, Germany",english
tt0289848,06-Dec-02,"Comedy, Crime",USA,english
tt0821642,24-Apr-09,"Biography, Drama, Music","UK, France, USA",english
tt1538403,21-Aug-13,"Action, Fantasy, Horror, Mystery, Romance","USA, Germany, Canada, UK",english
tt0146984,03-Nov-00,"Drama, Fantasy, Sport",USA,english
tt0259288,22-Feb-02,"Drama, Fantasy, Mystery, Romance, Thriller","USA, Germany",english
tt0822847,13-May-11,"Action, Horror, Thriller",USA,english
tt0455499,16-Jun-06,"Adventure, Comedy, Family, Fantasy","UK, USA",english
tt0329774,29-Apr-05,"Action, Adventure, Crime, Sci-Fi, Thriller",USA,english
tt0119081,15-Aug-97,"Horror, Sci-Fi, Thriller","UK, USA",english
tt0165982,02-Jul-03,"Animation, Adventure, Family, Fantasy",USA,english
tt0382628,08-Jul-05,"Drama, Horror, Mystery",USA,english
tt0118661,14-Aug-98,"Action, Adventure, Sci-Fi, Thriller",USA,English
tt0387877,15-Sep-06,"Crime, Drama, Mystery, Thriller","USA, Germany, France",english
tt0131369,26-Mar-99,"Comedy, Drama",USA,english
tt0831887,25-Dec-08,"Action, Crime, Fantasy, Thriller",USA,english
tt0272020,19-Oct-01,"Action, Drama, Thriller",USA,english
tt0134983,14-Jan-00,"Horror, Sci-Fi, Thriller","USA, Switzerland",english
tt0454824,22-Sep-06,"Action, Drama, History, Romance, War","UK, USA",english
tt1837709,14-Feb-14,"Drama, Fantasy, Mystery, Romance",USA,english
tt0120701,09-Oct-98,"Comedy, Drama",USA,english
tt0765476,11-Jul-08,"Adventure, Comedy, Family, Romance, Sci-Fi",USA,english
tt0326905,12-Aug-05,"Action, Drama, War","USA, Australia","english, filipino, japanese, tagalog"
tt2822672,24-Feb-17,"Animation, Adventure, Comedy, Family, Music","China, USA","english, mandarin"
tt3045616,23-Jan-15,"Action, Comedy, Crime, Mystery, Romance","UK, USA",english
tt0294357,24-Oct-03,"Adventure, Drama, Romance, War","Germany, USA",english
tt2479478,11-Dec-15,"Comedy, Western",USA,english
tt2296777,23-Mar-18,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance","UK, USA, India, Canada, France, Belgium",english
tt6811018,25-Jan-19,"Action, Adventure, Family, Fantasy","UK, USA",english
tt1431045,12-Feb-16,"Action, Adventure, Comedy, Sci-Fi",USA,english
tt2179136,16-Jan-15,"Action, Biography, Drama, War",USA,english
tt1051904,16-Oct-15,"Adventure, Comedy, Family, Fantasy, Horror","USA, Australia",english
tt0095956,25-May-88,"Action, Adventure",USA,"English, Russian"
tt0114319,15-Dec-95,"Comedy, Drama, Romance","Germany, USA",english
tt0485985,20-Jan-12,"Action, Drama, History, War",USA,english
tt0425123,16-Sep-05,"Comedy, Drama, Fantasy, Romance",USA,english
tt2234155,07-Jun-13,Comedy,USA,english
tt0158622,28-Apr-00,"Comedy, Family, Romance, Sci-Fi",USA,english
tt0379865,04-Apr-08,"Comedy, Drama, Romance, Sport","USA, Germany",english
tt5442430,24-Mar-17,"Horror, Sci-Fi, Thriller",USA,english
tt1314228,18-Dec-09,"Comedy, Drama, Romance",USA,english
tt1000774,30-May-08,"Comedy, Drama, Romance",USA,english
tt1220634,10-Sep-10,"Action, Adventure, Horror, Sci-Fi","Germany, France, USA, Canada, UK",english
tt1232200,15-Jun-12,Comedy,USA,english
tt0118971,17-Oct-97,"Drama, Mystery, Thriller","USA, Germany",english
tt5280288,12-Jun-12,Documentary,USA,english
tt0116136,31-May-96,"Action, Adventure, Fantasy",USA,english
tt0367479,12-Nov-04,"Action, Comedy, Crime, Drama",USA,english
tt0238112,17-Aug-01,"Drama, Music, Romance, War","UK, France, USA","english, german, greek, italian"
tt2180411,25-Dec-14,"Adventure, Comedy, Drama, Fantasy, Musical",USA,english
tt0305224,11-Apr-03,Comedy,USA,english
tt0395699,04-Mar-05,"Action, Comedy, Drama, Family","Canada, USA",english
tt0351977,02-Apr-04,"Action, Crime",USA,english
tt7286456,04-Oct-19,"Crime, Drama, Thriller","USA, Canada",english
tt0109830,06-Jul-94,"Drama, Romance",USA,english
tt0952640,14-Dec-07,"Animation, Comedy, Family, Fantasy, Music",USA,english
tt1727824,02-Nov-18,"Biography, Drama, Music","UK, USA",english
tt0386588,11-Feb-05,"Comedy, Romance",USA,english
tt0212338,06-Oct-00,"Comedy, Romance",USA,english
tt0454921,15-Dec-06,"Biography, Drama",USA,english
tt0114148,23-Jun-95,"Animation, Adventure, Drama, Family, Musical, Romance",USA,"algonquian, english"
tt0078346,15-Dec-78,"Action, Adventure, Drama, Sci-Fi","USA, UK, Canada, Switzerland",english
tt0117218,28-Jun-96,"Comedy, Romance, Sci-Fi",USA,english
tt4465564,10-Feb-17,"Drama, Romance","USA, China, Japan",english
tt1535109,11-Oct-13,"Biography, Crime, Drama, Thriller",USA,"english, somali"
tt0119190,16-Jul-97,"Action, Adventure, Comedy, Family, Romance",USA,english
tt0328828,01-Aug-03,Comedy,"USA, Germany",english
tt3402236,10-Nov-17,"Crime, Drama, Mystery","Malta, USA",english
tt0455944,26-Sep-14,"Action, Crime, Thriller",USA,english
tt4477536,09-Feb-18,"Drama, Romance, Thriller",USA,english
tt0112642,26-May-95,"Comedy, Family, Fantasy",USA,english
tt1279935,09-Apr-10,"Comedy, Crime, Romance, Thriller",USA,english
tt0252076,13-Dec-02,"Comedy, Drama, Romance",USA,english
tt0112740,12-May-95,"Action, Drama, Thriller, War",USA,english
tt0408790,23-Sep-05,"Drama, Mystery, Thriller",USA,english
tt0109635,09-Dec-94,"Drama, Thriller",USA,english
tt0120632,10-Apr-98,"Drama, Fantasy, Romance","USA, Germany",english
tt1109624,16-Jan-15,"Adventure, Comedy, Family, Fantasy","UK, France, USA",english
tt0449089,28-Apr-06,"Adventure, Comedy, Family","UK, Germany, USA",english
tt0111282,28-Oct-94,"Action, Adventure, Sci-Fi","USA, France",english
tt0131325,13-Aug-99,Comedy,USA,english
tt0422704,01-Apr-04,Documentary,USA,english
tt0098439,22-Dec-89,"Action, Comedy, Crime, Thriller",USA,english
tt0104070,31-Jul-92,"Comedy, Fantasy, Horror",USA,english
tt0184894,26-May-00,"Action, Adventure, Comedy, Western","USA, Hong Kong",english
tt0116253,15-Mar-96,"Action, Adventure, Thriller",USA,english
tt1621039,01-Nov-13,"Animation, Adventure, Comedy, Family, Sci-Fi",USA,english
tt0349773,22-May-92,"Documentary, Short",UK,english
tt0865556,18-Apr-08,"Action, Adventure, Fantasy","USA, China","cantonese, english, mandarin"
tt0293508,10-Dec-04,"Drama, Musical, Romance, Thriller","UK, USA",english
tt2281587,21-Mar-14,"Adventure, Comedy, Crime, Family, Musical, Mystery",USA,"english, german, russian"
tt0116250,10-Jan-97,"Biography, Drama, History, Musical",USA,"english, spanish"
tt4302938,19-Aug-16,"Animation, Action, Adventure, Family, Fantasy","USA, Japan",english
tt0122690,25-Sep-98,"Action, Crime, Thriller","UK, France, USA",english
tt1126591,24-Nov-10,"Drama, Music, Musical, Romance",USA,english
tt0116409,11-Oct-96,"Adventure, Drama, Thriller","Germany, USA",english
tt0824747,31-Oct-08,"Biography, Crime, Drama, History, Mystery, Thriller",USA,english
tt1298649,27-Jul-12,"Comedy, Sci-Fi",USA,english
tt0269347,14-Mar-03,"Action, Crime, Drama, Thriller",USA,"English, Serbo-Croatian"
tt0128278,04-Jun-99,"Drama, Thriller",USA,English
tt0338466,12-Dec-03,Comedy,USA,English
tt0839980,29-Feb-08,"Comedy, Sport",USA,english
tt2798920,23-Feb-18,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller","UK, USA",english
tt2554274,16-Oct-15,"Drama, Fantasy, Horror, Mystery, Romance, Thriller","Canada, USA, Mexico",english
tt1430626,27-Apr-12,"Animation, Adventure, Comedy, Family","UK, USA",english
tt0402022,02-Dec-05,"Action, Adventure, Crime, Sci-Fi, Thriller","USA, Germany, Brazil, Italy",english
tt0115857,02-Aug-96,"Action, Drama, Sci-Fi, Thriller",USA,english
tt0116277,16-Aug-96,"Action, Drama, Sport, Thriller",USA,"English, Spanish"
tt0414055,12-Oct-07,"Biography, Drama, History, War","UK, France, Germany, USA","english, french, spanish"
tt0780567,12-Jun-09,"Comedy, Drama, Family, Fantasy","USA, Germany",english
tt0279111,21-Feb-03,"Biography, Drama, History, War",USA,English
tt0120390,10-Jan-97,"Action, Thriller",USA,english
tt4047068,16-Jul-13,"Documentary, Short",USA,english
tt0405676,22-Sep-06,"Drama, Thriller","Germany, USA",English
tt0167456,30-Jul-04,"Action, Adventure, Comedy, Family, Sci-Fi","UK, France, USA",english
tt0447666,30-Oct-04,Documentary,France,french
tt0338216,04-May-07,"Drama, Romance, Sport","USA, Germany, Australia",english
tt0130089,03-Feb-98,Sci-Fi,USA,English
tt0160184,17-Jan-02,"Crime, Horror, Mystery, Thriller","Germany, USA",English
tt0463034,14-Jul-06,"Comedy, Romance",USA,english
tt0814314,19-Dec-08,Drama,USA,english
tt0099674,25-Dec-90,"Crime, Drama",USA,"english, german, italian, latin"
tt0368709,14-Oct-05,"Comedy, Drama, Romance",USA,english
tt0299930,01-Aug-03,"Comedy, Crime, Romance",USA,english
tt0162650,16-Jun-00,"Action, Crime, Thriller","Germany, USA",english
tt0377818,05-Aug-05,Comedy,USA,english
tt1197624,16-Oct-09,"Action, Crime, Drama, Thriller",USA,english
tt1355683,18-Sep-15,"Biography, Crime, Drama","USA, UK",english
tt0118617,21-Nov-97,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",USA,english
tt0203009,01-Jun-01,"Drama, Musical, Romance","Australia, USA",english
tt0249478,02-Nov-01,"Crime, Mystery, Thriller",USA,english
tt0418689,20-Oct-06,"Action, Adventure, Drama, History, War",USA,english
tt0462322,06-Apr-07,"Action, Horror, Thriller","USA, Canada","english, spanish"
tt0120603,16-Oct-98,"Drama, History, Horror",USA,english
tt1790885,11-Jan-13,"Drama, Thriller","USA, United Arab Emirates",english
tt0264464,25-Dec-02,"Biography, Crime, Drama","USA, Canada","english, french"
tt0795421,18-Jul-08,"Comedy, Musical, Romance","USA, UK, Germany",english
tt0452594,02-Jun-06,"Comedy, Drama, Romance",USA,english
tt0817230,12-Feb-10,"Comedy, Romance",USA,english
tt0112641,22-Nov-95,"Crime, Drama","France, USA",english
tt1488555,05-Aug-11,"Comedy, Fantasy",USA,english
tt0120863,15-Jan-99,"Drama, War",USA,english
tt0125664,22-Dec-99,"Biography, Comedy, Drama","UK, Germany, Japan, USA",English
tt1179034,05-Feb-10,"Action, Crime, Thriller",France,"english, french"
tt0245803,16-Apr-03,"Action, Comedy, Fantasy, Romance","USA, Canada","English, Tibetan, Punjabi, German"
tt0183505,23-Jun-00,Comedy,USA,english
tt4244998,17-Aug-18,"Adventure, Drama, Family",USA,english
tt0790604,22-Nov-06,"Comedy, Family",USA,english
tt1385826,04-Mar-11,"Romance, Sci-Fi, Thriller",USA,english
tt1259571,20-Nov-09,"Adventure, Drama, Fantasy, Mystery, Romance",USA,english
tt0126029,18-May-01,"Animation, Adventure, Comedy, Family, Fantasy",USA,english
tt1637725,29-Jun-12,Comedy,USA,english
tt2294449,13-Jun-14,"Action, Comedy, Crime",USA,english
tt0102798,14-Jun-91,"Action, Adventure, Drama, Romance","USA, UK",english
tt0116695,13-Dec-96,"Comedy, Drama, Romance, Sport",USA,english
tt1528854,25-Dec-15,"Comedy, Family",USA,english
tt0119822,25-Dec-97,"Comedy, Drama, Romance",USA,english
tt0129290,25-Dec-98,"Biography, Comedy, Drama, Romance",USA,English
tt1489889,17-Jun-16,"Action, Comedy, Crime","USA, China",english
tt1229340,18-Dec-13,Comedy,USA,english
tt1650062,10-Jun-11,"Action, Mystery, Sci-Fi, Thriller",USA,english
tt0280590,28-Jun-02,"Comedy, Romance",USA,english
tt0195685,17-Mar-00,"Biography, Drama",USA,english
tt6343314,21-Nov-18,"Drama, Sport",USA,english
tt5117670,09-Feb-18,"Adventure, Comedy, Family, Fantasy","USA, Australia",english
tt0251127,07-Feb-03,"Comedy, Romance","USA, Germany",English
tt0110148,11-Nov-94,"Drama, Horror",USA,"English, French"
tt7959026,14-Dec-18,"Crime, Drama, Thriller",USA,english
tt1068680,19-Dec-08,"Comedy, Romance","USA, UK",english
tt2024469,28-Feb-14,"Action, Mystery, Thriller","UK, France, USA, Canada",english
tt0120686,25-Dec-98,"Comedy, Drama",USA,english
tt0427229,10-Mar-06,"Comedy, Romance",USA,english
tt0454848,24-Mar-06,"Crime, Drama, Mystery, Thriller",USA,english
tt4877122,28-Jul-17,"Animation, Adventure, Comedy, Family, Fantasy",USA,english
tt1570728,29-Jul-11,"Comedy, Drama, Romance",USA,english
tt6294822,12-Jan-18,"Biography, Drama, History, Thriller","USA, UK",english
tt0120784,05-Feb-99,"Action, Crime, Drama, Thriller",USA,english
tt0112715,09-Jun-95,"Action, Adventure, Mystery, Sci-Fi",USA,english
tt0448011,20-Mar-09,"Action, Drama, Mystery, Sci-Fi, Thriller","USA, UK, Australia",english
tt0377109,18-Mar-05,"Horror, Mystery",USA,english
tt1389137,23-Dec-11,"Comedy, Drama, Family",USA,english
tt1210166,23-Sep-11,"Biography, Drama, Sport",USA,english
tt0388419,24-Nov-04,"Comedy, Family",USA,english
tt0775408,16-Mar-06,Documentary,USA,english
tt0114069,10-Mar-95,"Action, Drama, Thriller",USA,english
tt1075417,13-Mar-09,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",USA,english
tt0356618,24-Sep-04,"Drama, Mystery, Sci-Fi, Thriller",USA,english
tt0400497,22-Jun-05,"Adventure, Comedy, Family, Fantasy, Romance, Sport",USA,english
tt0300471,07-Feb-03,"Action, Adventure, Comedy","USA, Hong Kong",english
tt0381971,10-Feb-06,"Animation, Adventure, Comedy, Family, Fantasy","USA, Germany, Taiwan, France, UK, Canada, Philippines, South Korea",english
tt1605630,06-Apr-12,Comedy,USA,english
tt1428538,25-Jan-13,"Action, Fantasy, Horror","Germany, USA",english
tt1464540,18-Feb-11,"Action, Adventure, Sci-Fi, Thriller","USA, India",english
tt0250797,10-May-02,"Drama, Romance, Thriller","France, Germany, USA",english
tt3532216,29-Sep-17,"Action, Biography, Comedy, Crime","USA, Japan, Colombia",english
tt0365737,09-Dec-05,"Drama, Thriller","USA, United Arab Emirates",english
tt0318627,10-Sep-04,"Action, Horror, Sci-Fi, Thriller","Germany, France, UK, Canada, USA",English
tt2262227,17-Oct-14,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",USA,english
tt0118548,14-Feb-97,"Action, Crime, Drama, Thriller",USA,english
tt0408345,10-Feb-06,"Action, Crime, Thriller",USA,english
tt0119174,12-Sep-97,"Drama, Mystery, Thriller",USA,english
tt0119173,22-Aug-97,"Action, Drama, War","USA, UK",english
tt2106361,08-Aug-14,"Action, Adventure, Drama, Thriller",USA,english
tt1872194,10-Oct-14,"Crime, Drama",USA,english
tt0384537,21-Apr-06,Horror,"Canada, France, Japan, USA",English
tt1206885,20-Sep-19,"Action, Adventure, Thriller","USA, Bulgaria","English, Spanish"
tt0191397,11-Aug-00,"Comedy, Sport",USA,english
tt0120768,29-Jul-98,"Action, Crime, Drama, Mystery, Thriller","Germany, USA",english
tt2005151,19-Aug-16,"Biography, Comedy, Crime, Drama, War","USA, Cambodia",english
tt0109254,25-May-94,"Action, Comedy, Crime, Thriller",USA,english
tt0099700,15-Jun-90,"Comedy, Fantasy, Horror",USA,english
tt0119874,26-Sep-97,"Action, Thriller",USA,english
tt0313443,03-Oct-03,"Crime, Drama, Mystery, Thriller",USA,English
tt0317198,19-Nov-04,"Comedy, Drama, Romance","UK, France, Germany, Ireland, USA",english
tt0163978,11-Feb-00,"Adventure, Drama, Romance, Thriller","USA, UK","English, French, Swedish, Thai, Serbian"
tt0110725,18-Feb-94,"Action, Adventure, Thriller",USA,"English, Inuktitut"
tt1186367,25-Nov-09,"Action, Thriller","Germany, USA",english
tt0350028,28-May-04,"Comedy, Drama, Romance",USA,english
tt3799694,20-May-16,"Action, Comedy, Crime, Mystery, Thriller",USA,english
tt0126916,17-Sep-99,"Drama, Romance, Sport",USA,English
tt0141109,11-Dec-98,"Comedy, Drama, Family, Fantasy",USA,english
tt1392197,04-Jun-10,"Comedy, Family",USA,english
tt0117765,28-Jun-96,"Comedy, Crime, Drama, Thriller",USA,English
tt1212419,22-Oct-10,"Drama, Fantasy, Romance",USA,english
tt0264935,19-Apr-02,"Crime, Mystery, Thriller",USA,english
tt0112401,06-Oct-95,"Action, Crime, Thriller","France, USA",english
tt5478478,26-Jan-18,"Drama, Western",USA,english
tt1608290,12-Feb-16,"Action, Comedy","USA, Italy",english
tt1571569,02-Jun-09,"Documentary, Short",USA,english
tt0367959,09-Feb-07,"Adventure, Crime, Drama, Thriller, War","UK, Czech Republic, France, Italy, USA","english, french, german, russian"
tt0160916,15-Oct-99,"Comedy, Drama, Romance",USA,"English, Italian"
tt1517260,29-Mar-13,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller","USA, Switzerland",english
tt0264395,28-Mar-03,"Action, Crime, Drama, Mystery, Thriller","Germany, USA",english
tt2199571,13-Mar-15,"Action, Crime, Drama, Thriller",USA,english
tt0309377,09-Aug-02,"Action, Crime, Drama, Mystery, Thriller",USA,english
tt0963178,13-Feb-09,"Action, Crime, Drama, Mystery, Thriller","USA, Germany, UK, France","English, Italian, French, Danish"
tt0116225,09-Aug-96,"Action, Adventure, Sci-Fi, Thriller",USA,English
tt0315297,27-Feb-04,"Crime, Drama, Mystery, Thriller","Germany, USA",english
tt5294550,25-Dec-17,"Biography, Crime, Drama, Mystery, Thriller","USA, Italy, UK",english
tt0362270,25-Dec-04,"Action, Adventure, Comedy, Drama, Romance",USA,english
tt0129167,06-Aug-99,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",USA,english
tt2274648,12-Apr-19,"Action, Adventure, Fantasy, Horror, Sci-Fi","USA, UK, Bulgaria, Canada",english
tt1240982,08-Apr-11,"Comedy, Fantasy",USA,english
tt4477936,13-Jan-15,Documentary,"Denmark, Germany",english
tt1462041,30-Sep-11,"Drama, Mystery, Thriller","USA, Canada",english
tt1124037,24-Jun-16,"Action, Biography, Drama, History, War, Western",USA,english
tt1034032,04-Sep-09,"Action, Sci-Fi, Thriller",USA,english
tt0331933,25-Feb-05,"Comedy, Crime",USA,English
tt0289992,21-Feb-03,"Crime, Drama, Thriller","USA, Germany, UK, Spain","English, Spanish"
tt1559547,14-Feb-13,"Drama, Fantasy, Romance",USA,english
tt0378109,30-Sep-05,"Action, Adventure, Crime, Thriller",USA,english
tt0765443,21-Sep-07,"Action, Crime, Drama, Thriller","UK, Canada, USA","english, russian, turkish, ukrainian"
tt0109190,01-Jul-94,"Adventure, Comedy, Crime, Drama, Family",USA,english
tt0151137,12-Nov-99,"Adventure, Biography, Drama, History, War","France, Czech Republic","english, latin"
tt0113010,03-Nov-95,"Action, Romance, Thriller",USA,"English, Russian"
tt1502404,25-Feb-11,"Action, Fantasy, Thriller",USA,english
tt0119592,07-Nov-97,"Crime, Drama, Thriller",USA,English
tt0114345,13-Oct-95,"Drama, Romance",USA,english
tt0421054,14-Oct-05,"Action, Biography, Crime, Drama, Thriller","France, USA, UK",English
tt0113451,13-Oct-95,"Crime, Drama, Thriller",USA,English
tt0891592,27-Feb-09,"Action, Crime, Thriller","Canada, India, USA, Japan, Thailand",english
tt0266452,29-Mar-02,"Comedy, Crime, Drama, Thriller","UK, Germany, USA",English
tt4701724,16-Feb-18,"Animation, Adventure, Comedy, Family, Fantasy, Sport","USA, UK, France",english
tt0315824,30-Jan-04,"Comedy, Crime",USA,English
tt0181151,03-Mar-00,"Comedy, Sci-Fi",USA,English
tt4426464,01-Nov-19,"Animation, Adventure, Comedy, Family","India, UK, China, Canada, Japan, South Korea, USA",english
tt7134096,31-Jan-20,"Action, Drama, Mystery, Thriller",UK,english
tt1014763,17-Apr-15,"Crime, Drama, History, Thriller","Czech Republic, UK, USA, Russia",english
tt1374992,01-May-13,"Drama, Fantasy, Romance, Sci-Fi","Canada, France",english
tt2072227,08-Jun-12,"Crime, Mystery, Thriller",India,"english, german, japanese, mandarin"
tt7547410,09-Aug-19,"Adventure, Family","USA, Mexico, Australia",english
tt0267804,02-Nov-01,"Action, Sci-Fi, Thriller",USA,English
tt1823672,06-Mar-15,"Action, Crime, Drama, Sci-Fi, Thriller","South Africa, USA",english
tt0098987,11-Jul-90,"Action, Adventure, Comedy, Crime, Music, Mystery",USA,english
tt1781769,07-Sep-12,"Drama, Romance",UK,english
tt0097576,24-May-89,"Action, Adventure",USA,english
tt0298130,18-Oct-02,"Horror, Mystery",USA,english
tt0181865,05-Jan-01,"Crime, Drama, Thriller","USA, Mexico, Germany","english, spanish"
tt0258000,29-Mar-02,"Crime, Drama, Thriller",USA,English
tt1560220,18-Oct-19,"Action, Comedy, Horror",USA,english
tt0155267,06-Aug-99,"Crime, Romance, Thriller",USA,english
tt7401588,16-Nov-18,"Comedy, Drama",USA,english
tt0145681,05-Nov-99,"Crime, Drama, Mystery, Thriller","USA, Canada",english
tt0120188,01-Oct-99,"Action, Adventure, Comedy, Drama, War",USA,english
tt0808510,22-Jan-10,"Comedy, Family, Fantasy, Sport","USA, Canada",english
tt0250687,17-Aug-01,"Adventure, Comedy","USA, Canada",english
tt0381849,07-Sep-07,"Action, Crime, Drama, Western",USA,english
tt0272152,26-Oct-01,"Drama, Sci-Fi","USA, Germany",English
tt0230030,20-Oct-00,"Comedy, Fantasy","USA, Germany",english
