movie_id,reviews_users,reviews_critics
tt0297181,150,110
tt0280486,196,128
tt0419706,870,243
tt2025690,196,202
tt1211956,334,302
tt1448755,183,201
tt0120696,127,83
tt0251114,203,114
tt0246894,294,156
tt1043726,233,175
tt0435705,338,185
tt0308208,280,93
tt0181739,154,79
tt2717822,258,289
tt0430912,325,91
tt1781967,.,.
tt1323594,340,184
tt0427152,315,192
tt2873282,956,346
tt1325004,520,289
tt0164184,568,174
tt2637276,256,300
tt0227445,463,144
tt0480687,170,239
tt0113845,72,45
tt0285531,686,185
tt0132347,452,132
tt0140352,544,212
tt1389072,899,358
tt0758774,291,232
tt1611224,394,407
tt0116830,164,67
tt0462396,180,92
tt0137494,289,147
tt0365474,1,1
tt2369135,396,333
tt0120815,2529,266
tt0207201,406,157
tt0443272,782,562
tt0268380,485,169
tt0112384,373,166
tt0133093,4181,342
tt5220122,252,125
tt1707386,954,505
tt0304669,117,83
tt0100802,450,226
tt0128853,602,159
tt1809398,421,332
tt3079380,489,382
tt1231583,312,312
tt0838283,347,193
tt0113497,241,104
tt0120746,341,135
tt0186566,350,172
tt1823664,265,181
tt0106582,198,96
tt2788732,162,241
tt0115759,213,85
tt0469641,579,244
tt0219854,142,89
tt0304415,283,143
tt1645170,353,319
tt0120663,1606,298
tt1596350,264,245
tt2381941,265,297
tt0359013,531,90
tt1234719,343,241
tt0758794,185,88
tt2719848,334,389
tt1855325,445,258
tt6095472,146,102
tt0119942,156,132
tt0137523,3621,370
tt0452608,230,239
tt0116908,305,107
tt0228750,268,128
tt0406375,228,130
tt0338188,211,131
tt0357277,396,203
tt0375568,83,138
tt1418377,230,325
tt0102070,270,76
tt10597946,.,.
tt0458481,261,359
tt2361317,159,300
tt0219952,72,40
tt0380599,138,124
tt4743226,155,15
tt0430304,200,80
tt0156934,291,96
tt0396171,542,226
tt0107290,1088,356
tt0295178,783,174
tt1411704,100,146
tt1961175,386,222
tt0111756,169,48
tt0109444,149,53
tt0141926,627,170
tt0112346,230,59
tt3460252,1396,686
tt0811138,284,146
tt0233142,407,111
tt2267998,1404,618
tt0445934,268,154
tt4046784,434,276
tt1272878,205,279
