votes
"38,966"
0
"15,692"
"5,641"
"151,194"
"78,426"
"13,652"
"81,074"
"635,560"
"63,748"
"66,608"
"186,132"
"24,008"
"44,236"
"29,500"
"26,985"
"6,854"
"63,335"
"33,201"
"31,004"
"275,943"
"92,476"
"179,064"
"16,128"
"14,938"
"17,132"
"50,353"
"13,097"
"46,036"
"3,302"
"2,578"
"46,597"
"50,553"
"89,625"
"9,385"
"27,477"
"841,331"
"401,616"
"182,610"
"282,090"
"173,342"
"101,673"
"463,791"
"416,735"
"33,953"
"123,097"
"1,188,830"
"137,061"
"54,626"
"107,277"
"177,678"
"66,891"
"21,655"
"45,633"
"40,351"
"27,840"
"226,564"
"252,873"
"211,326"
"65,250"
"7,241"
"96,293"
"123,462"
"27,845"
"72,567"
"77,366"
"8,815"
"27,651"
"600,537"
"32,174"
"187,418"
"16,701"
"13,709"
"426,846"
"105,619"
7
"28,048"
"55,790"
"14,161"
"70,681"
"28,966"
"16,275"
"385,890"
"8,122"
"7,108"
"24,718"
"6,344"
"182,004"
"5,870"
"99,575"
"47,273"
"45,528"
"108,080"
"131,737"
"6,525"
"60,105"
"30,932"
"23,514"
"45,117"
"21,854"
"88,647"
"23,220"
"63,522"
"857,702"
"43,374"
"279,377"
"67,585"
"116,442"
"154,339"
"51,450"
"120,533"
"159,172"
"11,558"
0
"89,851"
"168,720"
"103,521"
"29,344"
"161,898"
"25,670"
"30,026"
"12,421"
"104,433"
"246,004"
"273,273"
"47,707"
"18,608"
"17,944"
"38,960"
"45,365"
"39,498"
"29,094"
"42,847"
"44,125"
"18,444"
"41,437"
"6,497"
"50,279"
"56,692"
"39,552"
"7,510"
"91,157"
"41,515"
"23,187"
"2,442"
"41,357"
"541,807"
"20,073"
"5,864"
"28,337"
"11,008"
"34,490"
"41,064"
"120,325"
"4,769"
"37,906"
"81,170"
"216,788"
"29,080"
"75,554"
"14,302"
"16,111"
"8,270"
"25,837"
"9,757"
"40,210"
"90,741"
"84,627"
"69,706"
"28,854"
"100,212"
"29,147"
"6,502"
"33,982"
"67,262"
"26,476"
"62,492"
"48,484"
"75,645"
"27,661"
"26,423"
"109,453"
"8,093"
"86,878"
"14,758"
"40,585"
"17,770"
"20,730"
"34,091"
"66,972"
"49,740"
"10,993"
"57,229"
"29,299"
"8,879"
"9,377"
"104,840"
"24,225"
"10,970"
"88,513"
"71,997"
"4,686"
"4,339"
"41,789"
"9,180"
"17,065"
"20,365"
"21,453"
"11,226"
"29,595"
"62,481"
"95,213"
"102,837"
"13,347"
"40,894"
"33,464"
"13,751"
"22,586"
"7,763"
"16,088"
"33,793"
"76,085"
"50,169"
"5,326"
"3,426"
"4,767"
"302,260"
"14,767"
"9,091"
"18,866"
46
"50,879"
"17,164"
"2,977"
"4,472"
"7,199"
"13,810"
34990'
"8,335"
"6,328"
"29,685"
"1,121"
47
524
0
"246,552"
"338,128"
"86,691"
"53,973"
"58,910"
"979,688"
"228,624"
"222,292"
"186,146"
"165,072"
"36,030"
"65,519"
"9,297"
"77,163"
"833,660"
"51,632"
"106,461"
"39,322"
"5,141"
"92,832"
"89,181"
"122,103"
"240,138"
"3,534"
"14,243"
"40,523"
"81,141"
"3,530"
"49,754"
"6,006"
"8,269"
"7,768"
"1,683"
"4,106"
0
"101,691"
"168,977"
"112,305"
"248,148"
0
"273,572"
"340,087"
"325,595"
"187,028"
"173,057"
"313,562"
"70,655"
"113,784"
"68,290"
"13,735"
"58,213"
"130,251"
"356,057"
"26,876"
"9,328"
"212,338"
"24,108"
"349,716"
"32,636"
"43,025"
"44,492"
"10,991"
"543,527"
"30,988"
"76,110"
"45,572"
"184,179"
"94,986"
"42,014"
"33,941"
"34,897"
"21,545"
"115,425"
"14,047"
"73,165"
"19,038"
"20,764"
"58,861"
"301,003"
"29,726"
"15,587"
"77,269"
"18,113"
"333,800"
"35,497"
"18,029"
"8,291"
33
"90,811"
"42,084"
"12,003"
"32,460"
"39,736"
"26,969"
"1,692"
"22,548"
"51,771"
"11,630"
"8,961"
"13,877"
"160,143"
"224,789"
"3,087"
"34,905"
"8,610"
"70,657"
"57,148"
"16,028"
"28,745"
"4,685"
"104,321"
"4,213"
"13,038"
"28,918"
"1,033"
"12,395"
"15,347"
"2,884"
"12,304"
"7,609"
"19,844"
"16,584"
517
"36,916"
36
"497,987"
"11,065"
"77,589"
54505
"321,156"
"62,123"
"1,963"
"25,614"
"350,809"
"322,509"
"622,307"
"124,028"
"127,169"
"82,472"
"172,937"
"14,345"
"92,115"
"263,773"
"150,699"
"32,969"
"10,520"
"5,605"
"152,640"
"46,178"
"68,379"
"3,941"
57
"54,750"
"73,771"
0
"108,670"
"10,222"
"13,176"
"10,434"
"14,693"
"59,964"
"9,590"
"40,784"
"2,740"
"5,627"
"17,689"
"23,845"
"95,165"
"18,428"
"3,591"
"4,707"
"2,700"
"18,480"
"16,521"
"4,619"
28292
"2,975"
"14,854"
"68,235"
"137,448"
"95,376"
"343,716"
"55,972"
"62,949"
"44,587"
"391,307"
"184,149"
"152,165"
"33,639"
"40,094"
"301,662"
"222,199"
"48,095"
"21,424"
"65,745"
"34,327"
"37,132"
198
"8,457"
"36,180"
"12,131"
"49,166"
"19,656"
"440,738"
"233,335"
"12,584"
"27,834"
"15,429"
"5,503"
"971,127"
"132,212"
"28,747"
"109,650"
"12,824"
"29,769"
"8,996"
"35,095"
"20,858"
"23,987"
"40,256"
"63,437"
"2,658"
"6,298"
"115,786"
"23,062"
"24,604"
"8,917"
193
"27,041"
"28,661"
"106,865"
0
"10,505"
"5,919"
"6,587"
"8,997"
"17,036"
"18,862"
"5,960"
"11,069"
0
0
"42,582"
"71,042"
"440,516"
"154,225"
"274,540"
"92,271"
"612,388"
"1,021,542"
"245,063"
"107,658"
"271,280"
"102,619"
"17,485"
"73,473"
"644,517"
"243,747"
"208,387"
"273,496"
"163,601"
"22,384"
"15,633"
"226,186"
"39,950"
"105,402"
"100,000"
"11,790"
"168,881"
"47,333"
"178,836"
"41,250"
"33,335"
"81,888"
"76,164"
"79,930"
"34,027"
"58,813"
"218,416"
"106,413"
"16,017"
"93,015"
"114,200"
"252,460"
"376,885"
"541,798"
"30,039"
"2,439"
"146,044"
"18,005"
"38,494"
"30,753"
"81,686"
"9,971"
"46,379"
"372,784"
"35,504"
"54,020"
"14,751"
"38,772"
"26,318"
"18,025"
"247,522"
"84,345"
"25,101"
"34,647"
"226,854"
"16,489"
"60,710"
"71,193"
"196,701"
"60,291"
"20,792"
"15,349"
16
"7,129"
"43,236"
"16,578"
"20,370"
"31,390"
0
"20,030"
"688,741"
"69,584"
"59,135"
"27,966"
"6,319"
"126,695"
"44,720"
"131,875"
"10,510"
"62,154"
"18,675"
"106,620"
"5,035"
"32,645"
"11,888"
"10,126"
"3,071"
"16,182"
"7,833"
"8,107"
"25,961"
"179,930"
"14,951"
"26,328"
"10,402"
"13,993"
"9,383"
"21,389"
"3,981"
"7,570"
"71,102"
"374,216"
6
"300,177"
"37,009"
"35,898"
"13,366"
"68,547"
"4,131"
"14,481"
"207,262"
"38,020"
"42,101"
"16,815"
"42,472"
"10,067"
"132,507"
"8,528"
"6,063"
"48,808"
"6,420"
"5,851"
"7,279"
579
"25,142"
"1,317"
"75,632"
"3,479"
"57,073"
"16,042"
"8,085"
"5,298"
52611
0
21
"122,602"
"1,999"
"555,878"
"49,929"
"201,456"
"1,572"
"353,760"
"270,692"
"70,416"
"767,746"
"36,863"
"92,926"
"86,964"
"21,296"
"51,868"
"54,817"
"214,337"
"92,378"
"6,123"
"57,047"
"15,815"
0
"18,642"
"61,373"
"125,254"
"17,072"
90
"11,770"
"3,689"
"12,217"
"20,536"
"6,523"
"20,552"
"27,275"
"65,300"
"26,486"
"13,082"
"10,609"
"17,015"
95
"8,474"
"16,089"
"35,464"
"23,487"
"40,375"
"13,435"
"13,236"
"102,189"
"13,979"
"7,659"
"9,810"
"23,368"
"7,954"
"2,716"
"77,296"
626
237
"13,170"
"15,184"
"309,059"
"164,230"
"8,840"
"80,807"
"59,347"
"22,192"
"42,129"
"230,192"
"49,741"
"5,592"
0
"6,184"
37
"16,713"
"119,583"
"669,219"
"55,081"
"75,025"
"46,666"
"18,804"
"11,099"
"433,444"
"1,057,242"
"112,879"
"220,808"
"46,923"
"7,947"
"21,644"
"130,644"
"51,796"
"91,551"
"17,903"
"279,756"
"32,591"
"42,909"
"24,414"
"27,584"
"42,478"
"9,195"
"268,940"
31
"295,866"
"6,002"
0
"32,373"
"434,042"
"23,279"
"30,694"
"337,891"
"6,265"
"148,910"
"22,786"
"66,608"
"1,738"
"25,420"
"17,926"
"3,381"
"29,051"
22
"15,162"
"19,823"
8
"67,088"
"1,895"
"15,404"
"31,641"
"1,065"
"15,848"
"96,060"
"10,979"
"5,819"
"3,884"
"32,969"
"32,207"
"23,820"
0
"106,522"
"4,176"
"135,839"
"6,222"
"185,601"
"31,392"
"16,139"
"195,868"
"27,671"
"91,165"
"18,224"
"1,004"
"40,747"
"134,069"
5
"96,725"
"16,399"
"6,251"
"7,881"
"3,135"
"34,636"
2
"75,892"
"523,165"
"345,797"
"326,756"
"361,274"
"42,013"
"24,848"
"48,747"
"108,159"
"28,430"
"86,236"
"264,031"
"64,615"
"81,290"
"106,666"
"233,610"
"49,715"
"90,176"
"182,469"
"382,103"
"192,465"
"30,233"
"299,072"
"11,791"
"127,219"
"90,685"
"55,375"
"37,563"
"90,760"
"66,790"
"110,487"
"50,000"
"6,997"
"51,094"
"117,861"
"226,611"
"45,508"
"186,265"
"76,801"
"13,137"
"25,124"
"137,129"
"25,779"
"3,984"
"73,309"
"11,693"
"7,501"
"12,818"
"71,429"
"20,201"
"24,018"
"20,716"
"36,415"
"108,043"
"3,414"
"7,032"
"76,687"
"2,653"
"277,512"
"33,621"
"16,393"
"4,422"
"46,004"
"20,442"
"69,494"
822
"104,245"
"13,368"
"16,414"
"18,897"
"47,932"
"13,654"
"7,825"
"21,500"
"4,326"
"13,358"
"23,213"
"24,522"
"7,286"
"5,587"
"20,896"
5
0
868
"35,106"
"12,784"
"99,385"
"43,446"
"7,359"
"3,150"
53
"13,821"
"1,705"
"16,335"
"7,405"
0
"13,281"
"1,165"
11
"4,036"
239
"20,861"
"49,162"
"1,373"
"106,408"
"88,948"
"106,301"
"4,279"
"7,606"
"186,679"
"66,342"
"325,463"
"63,437"
"64,198"
"100,286"
"111,122"
"58,887"
"192,203"
"84,294"
"172,631"
"122,715"
"23,220"
"184,478"
"50,270"
"43,859"
"157,671"
"96,781"
"12,121"
"51,508"
"12,925"
"138,808"
"18,414"
"16,310"
"12,080"
"16,970"
"129,616"
48
6
"46,299"
"4,520"
"203,978"
"25,711"
"34,876"
"13,481"
"2,812"
"22,794"
"8,720"
"2,036"
"3,056"
"17,196"
0
"12,540"
"22,540"
"52,493"
"14,175"
"21,858"
"110,137"
"17,140"
"742,549"
"133,857"
"14,684"
"1,235"
"33,891"
"351,133"
"566,801"
"30,393"
904
"1,408"
697
"11,762"
"2,812"
"105,585"
"803,964"
"135,014"
"61,629"
"171,148"
"83,767"
"21,959"
"83,277"
"47,093"
"80,524"
"134,429"
"10,274"
"46,013"
"70,404"
"87,188"
"54,704"
"201,539"
113
"193,992"
"88,901"
"103,891"
"50,204"
"186,215"
"62,498"
"105,596"
"33,710"
"32,737"
"8,835"
"121,599"
"21,135"
"72,825"
"138,758"
"29,420"
"124,928"
"24,488"
"29,974"
"12,278"
"12,700"
"32,623"
"86,241"
"22,411"
"201,742"
"23,136"
"13,950"
"743,097"
"58,077"
"14,615"
"5,186"
"31,326"
"6,205"
"23,108"
"18,404"
"42,999"
"44,629"
"37,764"
"71,502"
"70,925"
"43,048"
"5,706"
"8,501"
154
"84,643"
"122,754"
"38,707"
"57,101"
"23,917"
"21,300"
"25,765"
"23,328"
"5,399"
"8,079"
"6,417"
"10,490"
"160,921"
"112,894"
"27,390"
"10,265"
"42,317"
"19,141"
"104,202"
"9,164"
"16,941"
"20,045"
"80,725"
"80,781"
"94,478"
"6,086"
"2,626"
"42,983"
"3,633"
"60,686"
"17,323"
"232,447"
"31,202"
"6,014"
"43,634"
"14,705"
"39,483"
"26,447"
"40,828"
"23,296"
"6,326"
"104,150"
"34,844"
4094
"11,713"
"35,249"
"43,538"
"983,328"
"77,053"
"6,785"
"1,180"
"28,573"
26
57
0
"3,918"
"12,112"
"17,747"
"8,169"
"17,427"
"49,065"
"48,943"
"28,107"
"10,005"
"6,859"
"2,434"
"25,541"
"10,933"
807
"9,689"
"1,093"
0
"14,832"
"4,407"
"6,705"
"11,066"
38
"16,677"
"12,697"
"12,898"
"1,797"
"12,175"
"2,205"
"10,251"
"14,438"
"14,880"
"21,115"
"21,562"
"9,244"
"3,251"
"36,115"
810
"22,662"
"3,906"
"12,400"
19
0
495
"4,225"
"8,284"
"2,790"
"3,302"
"8,250"
"1,342"
"5,514"
"2,399"
"5,889"
"15,973"
"21,423"
"1,391"
"1,810"
"7,419"
"2,352"
"37,140"
"6,226"
615
"2,435"
160
"7,246"
"22,761"
"3,425"
"148,860"
"87,562"
"17,627"
"34,993"
"91,633"
"16,018"
"134,986"
"44,509"
"10,497"
"2,377"
"35,831"
"90,636"
"158,274"
"29,621"
"49,343"
"13,170"
"11,713"
"57,293"
"15,749"
"1,426"
"125,662"
"36,715"
"130,383"
"98,522"
"67,104"
"29,157"
"113,307"
"13,026"
"49,942"
"8,765"
"82,495"
"45,574"
"116,052"
"72,325"
0
"13,837"
"176,101"
"22,148"
"47,416"
"23,999"
"94,359"
"68,940"
"9,435"
"5,704"
"5,485"
"27,141"
"29,278"
"34,860"
"3,795"
"30,657"
"3,493"
"16,259"
"31,268"
"11,607"
"3,548"
"3,914"
"12,470"
"3,648"
"21,307"
"2,722"
"32,510"
"12,972"
"9,427"
900
0
"30,196"
"2,810"
"25,901"
"88,032"
"10,146"
"70,674"
"170,359"
"227,436"
"81,259"
"53,090"
"78,303"
"428,002"
"115,738"
"19,714"
"7,489"
"8,481"
"6,994"
"85,248"
"73,120"
"27,300"
"24,456"
"21,025"
"42,345"
"22,815"
"1,916"
"93,836"
"19,903"
"35,463"
"5,579"
5
"12,689"
"191,926"
"65,793"
266
"1,721,422"
"163,924"
"30,708"
"65,503"
"421,112"
"340,119"
"345,362"
"109,268"
"25,389"
"9,193"
"306,388"
"22,887"
"8,122"
"26,862"
"94,523"
"31,274"
"4,579"
"74,906"
"43,411"
"51,192"
"39,544"
"17,636"
"48,267"
"17,389"
"56,792"
"55,933"
"20,834"
"451,844"
"25,007"
"41,973"
"11,391"
"14,462"
"1,276"
"38,940"
"116,617"
"129,484"
"6,524"
"7,507"
"9,670"
"37,260"
0
"68,715"
"26,667"
"15,501"
"10,131"
"13,502"
"23,975"
"6,657"
"1,002"
"5,338"
"7,939"
585
"4,335"
"17,023"
"1,680"
"34,551"
"30,031"
"24,632"
"5,948"
"9,599"
5
"3,675"
"18,428"
"2,614"
532
"2,045"
"40,232"
"92,097"
"6,508"
41
"82,286"
"124,912"
"43,370"
"37,444"
"22,873"
"7,497"
"4,080"
"5,872"
942
104
"77,020"
"4,339"
"23,482"
21
"42,968"
260
"5,668"
"19,653"
"3,877"
299
"84,574"
"89,751"
"4,932"
"87,384"
"474,909"
"1,509,742"
"126,569"
"44,602"
"12,703"
"29,025"
"47,501"
"75,112"
"9,350"
"90,477"
"18,687"
"29,372"
"149,894"
"91,656"
"120,164"
"22,620"
13
"164,116"
"49,226"
"89,231"
"582,223"
"1,999"
"1,803"
"89,766"
"9,530"
"7,888"
"1,984"
"78,107"
"60,627"
"89,652"
"15,752"
"16,670"
"14,487"
"37,931"
"5,539"
"72,728"
"22,442"
"35,239"
"125,697"
"101,625"
"48,685"
"33,046"
"8,318"
"26,515"
"14,404"
"11,177"
0
"3,907"
"9,614"
"1,353"
"46,261"
"19,949"
838
"12,786"
"12,220"
"40,974"
0
"1,678"
"8,086"
"3,858"
"2,845"
"10,970"
"24,834"
"4,643"
"5,650"
0
"2,306"
669
"7,995"
"51,895"
"20,113"
"49,655"
"67,990"
"153,256"
"132,733"
"17,459"
0
0
"132,117"
"116,560"
"26,490"
"3,790"
"32,248"
"10,438"
"7,412"
"5,549"
65
"25,326"
"31,469"
"9,222"
"5,207"
"175,764"
"47,513"
"33,029"
"12,940"
"3,599"
"762,799"
"132,055"
"59,249"
"39,039"
950
"33,312"
"112,044"
"220,798"
"363,407"
"45,661"
"124,028"
"192,939"
"149,584"
"43,845"
"11,717"
"90,931"
"23,022"
"100,083"
"64,606"
"3,963"
"281,511"
"79,053"
"117,129"
"7,941"
"940,372"
"275,422"
"63,305"
"7,590"
"11,232"
"52,432"
"168,954"
"24,721"
"18,816"
"15,641"
"5,721"
"14,943"
"23,340"
"8,419"
"60,704"
"6,290"
"32,534"
"72,064"
"24,166"
"25,921"
"14,258"
"1,865"
"19,574"
"76,904"
"11,866"
"15,276"
"20,330"
"12,800"
"35,483"
"12,101"
"48,889"
"5,400"
"30,485"
"32,037"
"29,402"
"10,398"
"11,296"
"3,478"
"52,667"
"3,557"
"2,770"
"73,982"
"8,684"
"2,739"
"2,493"
66
"67,282"
"37,005"
20
"8,156"
"2,325"
0
"3,597"
"6,123"
"11,188"
"15,915"
"77,853"
"33,862"
"159,270"
0
"9,135"
876
918
"3,986"
46
"8,890"
"3,535"
670
"5,815"
143
"228,852"
"51,335"
"13,200"
"49,562"
"221,596"
"47,004"
"11,614"
"6,169"
"44,117"
"109,041"
"16,715"
"2,505"
393
"20,640"
"19,126"
"19,971"
"4,255"
"4,790"
956
"44,249"
"104,363"
"16,168"
"16,073"
"49,686"
"1,309"
"3,693"
"25,488"
"115,843"
"442,130"
0
"223,749"
"146,722"
"106,838"
"106,363"
"78,228"
"102,245"
"60,016"
"45,562"
"26,319"
"66,148"
"128,826"
"111,361"
"23,591"
"8,592"
9
"2,554"
"128,640"
"38,181"
"27,110"
0
"416,430"
"73,283"
"207,284"
"39,069"
"81,993"
"24,281"
"127,154"
"5,973"
"119,519"
"135,429"
"70,585"
"10,742"
"12,529"
"7,402"
"5,699"
"2,792"
"32,362"
"13,452"
0
"41,159"
"52,409"
"6,381"
"7,876"
"2,676"
"29,263"
"3,278"
"8,073"
"15,952"
"31,183"
"75,259"
"487,535"
"9,120"
"26,896"
"13,138"
"17,600"
"41,995"
"10,146"
20
"18,256"
"2,256"
"2,689"
"19,116"
"2,665"
"5,063"
"12,724"
"3,164"
"6,418"
"43,614"
"10,658"
"15,858"
"8,130"
"10,555"
"14,906"
"24,692"
376
"74,959"
"169,936"
"11,307"
"16,648"
"321,147"
"3,213"
"10,722"
"2,966"
"30,661"
"14,389"
"1,061"
"24,304"
"13,901"
0
"57,016"
"16,350"
"42,610"
"45,848"
"6,906"
"61,173"
"13,491"
"7,948"
"340,665"
"5,129"
"3,991"
"2,786"
"14,418"
"5,898"
"66,028"
"19,806"
"1,513"
"3,734"
"1,845"
"28,612"
"4,398"
24
"9,884"
"16,794"
0
"7,500"
"12,138"
"3,573"
6
219
"11,537"
"9,177"
"11,313"
"12,447"
"2,089"
"15,152"
"2,397"
140
"19,136"
242
43
21
686
29
"45,401"
"12,708"
"83,863"
71
"103,119"
"86,251"
"25,945"
"5,867"
"10,356"
"1,595"
0
571
"70,625"
"24,843"
38
"106,784"
"131,259"
"59,792"
"87,646"
"34,796"
"164,735"
"52,967"
"16,066"
"195,360"
"48,391"
"724,557"
992
0
"18,245"
"714,446"
"8,728"
"40,172"
31
0
"18,323"
"7,341"
"3,304"
294
"6,320"
"31,774"
110
"864,743"
"15,184"
19
39
"10,725"
"36,928"
"52,736"
455
"75,961"
"118,526"
"48,788"
"387,784"
"242,352"
"36,100"
"12,073"
"109,729"
"79,878"
"322,367"
"8,326"
"122,508"
"348,122"
"18,821"
"18,742"
"15,398"
"11,430"
"3,424"
"51,463"
"101,201"
"17,094"
"212,156"
"76,098"
"12,965"
"77,667"
"6,442"
"2,832"
515
"31,444"
"16,204"
"14,308"
"2,367"
19
21
"48,270"
"15,630"
"22,260"
"93,717"
"79,513"
"3,694"
"11,857"
"4,715"
0
"17,431"
"54,647"
"20,187"
"60,207"
"21,941"
"3,242"
"38,409"
"59,787"
"3,032"
"4,905"
0
50
"5,302"
"1,450"
"1,706"
0
"1,537"
"3,878"
"1,954"
"30,612"
"3,881"
0
134
"5,619"
"7,277"
"4,589"
0
"7,059"
"1,047"
"2,889"
"1,244"
"273,294"
"28,925"
"6,920"
"136,218"
"6,685"
"24,429"
"4,112"
"68,165"
"39,902"
"7,999"
"4,111"
"19,721"
"28,470"
"94,517"
"198,212"
"95,128"
0
"48,262"
"94,066"
5
"26,835"
"177,655"
"7,102"
"67,017"
"12,462"
"20,905"
"22,642"
"8,811"
"38,522"
"7,718"
"1,999"
"15,829"
"8,906"
"28,037"
"140,570"
"59,999"
"13,015"
"5,521"
352
"33,887"
937
571
0
0
"11,632"
"42,695"
"2,429"
0
"18,782"
"110,418"
"30,791"
112
"3,934"
0
"5,437"
"656,857"
121
"14,065"
"126,510"
"8,775"
741
"178,730"
"51,281"
"64,587"
"33,165"
0
"32,900"
80
"375,312"
"608,090"
0
"107,579"
"95,242"
"12,271"
"191,446"
"163,278"
"206,482"
"5,144"
"191,882"
"11,606"
"24,181"
"15,655"
"136,801"
"33,643"
"35,435"
"1,566"
"151,832"
"30,184"
"42,284"
"39,896"
12443
"26,392"
"3,139"
"6,950"
"19,247"
"22,991"
"126,376"
"2,729"
"9,617"
"9,981"
"64,187"
"8,726"
"1,128"
"26,132"
"10,725"
"128,976"
"10,394"
"54,684"
"12,471"
"2,310"
35
873
"6,725"
"34,892"
194
"8,790"
"96,731"
"3,841"
124
0
"10,740"
"168,107"
"4,898"
"9,284"
"48,188"
907
"22,800"
"18,725"
"4,509"
"63,780"
"1,630"
815
"43,093"
"21,813"
"82,059"
"478,667"
"42,737"
"10,230"
"43,998"
"2,753"
520
"25,242"
"1,571"
28
"9,149"
19
0
"1,291"
0
"1,292"
"12,591"
0
"20,251"
"1,634"
"121,576"
"3,882"
67
823
"17,136"
814
"3,433"
"17,286"
0
120
0
"1,616"
"4,231"
"3,323"
"137,482"
"5,646"
"6,544"
"228,361"
"136,816"
"101,429"
"37,497"
"29,921"
"360,291"
"11,035"
"6,550"
935
"1,214"
"7,400"
364
"1,755"
"119,682"
0
"14,818"
"4,231"
0
"5,662"
"205,757"
"41,669"
"10,228"
"8,128"
"202,989"
"59,100"
"70,314"
"56,524"
"30,415"
"18,173"
"138,037"
"46,484"
"249,698"
"94,971"
"60,203"
"1,058"
"1,535"
"23,486"
599
"5,564"
"1,192"
"8,347"
6
"7,533"
"1,429"
"4,426"
"2,859"
"1,075"
"4,736"
"136,649"
75
"11,024"
667
12
"1,378"
"6,691"
"4,242"
"2,273"
"7,122"
"5,830"
33
"22,672"
"122,018"
"83,982"
"103,438"
"1,693"
66
"1,236"
"1,645"
509
"54,634"
"33,340"
"157,608"
"1,041"
614
"1,549"
"18,163"
"87,574"
"63,056"
"38,247"
"36,656"
0
"52,939"
"281,456"
0
"89,137"
"87,009"
"2,782"
"13,746"
"72,367"
"5,859"
"9,197"
"130,752"
"1,903"
"46,291"
"80,639"
"1,383"
"218,154"
"30,361"
"77,230"
159
"66,752"
"1,786"
"33,815"
"33,710"
"6,168"
"9,270"
"8,045"
"53,294"
"30,865"
448
"8,875"
"28,049"
"7,978"
491
"6,373"
0
"182,827"
"6,319"
"3,728"
"13,389"
11
8
"11,243"
"6,522"
611
"1,207"
627
"72,864"
976
"63,886"
"1,416"
7
620
"72,708"
"3,539"
386
"49,813"
"77,642"
"2,752"
"8,484"
"32,443"
"11,810"
"3,086"
376
"10,381"
"24,348"
"4,273"
"24,269"
0
"4,716"
141
337
"7,979"
"3,006"
35
"1,661"
247
649
"1,836"
533
"3,174"
"674,448"
"50,562"
"5,177"
"1,631"
0
0
"5,807"
"3,768"
628
"46,748"
"159,004"
"193,752"
"78,595"
"428,852"
"27,527"
"94,080"
"33,037"
"2,888"
"1,720"
"4,940"
"6,600"
771
"1,034"
0
"71,956"
"36,315"
"28,692"
0
"3,109"
"9,237"
46
"40,655"
"21,570"
"7,286"
"14,795"
"90,813"
591
"5,178"
302
"5,292"
"62,615"
508
"246,764"
13
"42,429"
"46,458"
"71,862"
"101,146"
"35,859"
"69,874"
"72,669"
"40,544"
"17,091"
"35,403"
"44,454"
"31,741"
"16,940"
"10,316"
"50,773"
0
14
"200,696"
"8,211"
"2,589"
"1,704"
"1,376"
"30,454"
"2,978"
"4,358"
"3,666"
522
"3,218"
964
"171,432"
"2,536"
76
"3,696"
"5,538"
333
"4,624"
0
"12,943"
"15,376"
"1,621"
"1,377"
"4,513"
"3,162"
"11,119"
1849
"114,926"
"54,576"
"31,690"
"9,836"
"23,805"
"13,793"
"2,716"
"19,674"
"361,974"
"46,428"
"26,566"
"117,384"
"31,307"
"74,083"
"2,788"
"865,779"
"23,822"
"125,492"
920
"2,843"
"6,198"
"10,500"
"4,207"
38
"1,502"
"2,280"
"1,585"
134
"1,143"
"38,886"
"85,719"
"59,656"
"65,054"
"44,845"
343
656
40
"25,345"
804
415
"16,870"
"491,116"
"34,046"
"10,651"
8
"78,481"
"62,040"
"29,211"
35
"96,662"
"25,329"
"174,706"
"9,468"
"3,397"
"17,924"
"8,922"
"40,371"
"10,705"
"38,123"
"11,699"
"7,273"
"4,533"
"22,362"
"46,861"
"21,606"
"23,985"
"6,226"
"6,892"
"11,953"
"2,955"
"42,820"
"2,148"
"1,229"
"9,053"
"7,838"
23
"3,593"
"7,762"
"10,066"
"1,632"
"1,627"
521
"108,672"
"4,073"
81492
56
"6,981"
"1,395"
"38,277"
741
"1,786"
"1,571"
"2,965"
"1,733"
"2,106"
"37,646"
"2,731"
563
849
"4,463"
"3,712"
"1,054"
"11,283"
"1,711"
"1,510"
"1,394"
683
"8,334"
"1,956"
"2,439"
292
0
497
"88,114"
7
311
110
"21,076"
101
487
33
724
0
9
336
"133,524"
"70,646"
"35,179"
"15,977"
"7,112"
15149
"9,055"
0
"123,431"
"15,197"
193
69
"2,095"
202
"5,318"
"2,232"
595
"5,162"
6
9
"77,334"
"1,562"
"5,372"
"114,170"
"5,669"
6
"1,740"
223
7
5
902
"93,145"
"22,848"
"3,062"
"81,830"
"9,326"
"12,177"
"1,772"
"75,616"
"15,151"
"8,885"
6
496
396
"16,301"
"222,735"
"15,205"
"16,245"
495
100
763
112
208
9
0
"38,018"
60
119
"3,106"
"111,126"
0
"20,215"
"4,154"
"4,261"
"3,269"
"65,172"
"3,532"
"7,589"
"1,238"
157
32
"3,917"
710
"3,611"
"29,651"
"54,411"
6236
0
"85,608"
"3,359"
20
"3,540"
"1,729"
81
327
46
"2,409"
"32,135"
728
"2,259"
15
30
323
0
69
109
59
621
8
178
548
15
609
71
"10,048"
"8,940"
0
"189,466"
"476,994"
"3,954"
"1,900"
"1,254"
521
"5,167"
5
16
"13,170"
"6,019"
"13,021"
"7,600"
"9,630"
496
291
"639,383"
"215,932"
"87,712"
"3,102"
"8,763"
987
"19,584"
"3,066"
"15,250"
283
"5,726"
"26,199"
"10,346"
292
157
9
"23,293"
35
0
104
0
36
"29,463"
"3,098"
"128,075"
0
"56,845"
"4,116"
"4,968"
"1,548"
0
9
743
68
"10,185"
"9,459"
49
425
392
716
413
662
"20,612"
"1,657"
"7,474"
5
84
8
118
117
0
198
"5,905"
0
675
"2,863"
0
103
236
"1,464"
"72,476"
"4,970"
577
"15,226"
132
"1,437"
52
"4,027"
"2,921"
"1,021"
"7,531"
15
356
"164,784"
443
"26,268"
"8,760"
"87,634"
85
7
143
"106,895"
"5,525"
157
0
601
"25,074"
"18,389"
202
172
"3,473"
"2,696"
"109,293"
"21,164"
100
"18,300"
