movie_id,metascore
tt1135084,45
tt0945513,74
tt0145531,28
tt0203019,56
tt6791096,48
tt1464174,22
tt0106246,.
tt0481369,.
tt0078723,34
tt0418647,59
tt6394270,64
tt0399146,81
tt0790628,44
tt0114214,49
tt0323033,38
tt6628394,60
tt1322312,51
tt0163988,70
tt1053424,32
tt0372873,33
tt0115725,.
tt0118829,.
tt0150216,64
tt0452624,49
tt0306892,.
tt0078788,94
tt4545300,.
tt6859418,.
tt0453562,62
tt1907668,76
tt0113862,59
tt0089755,69
tt0079574,66
tt2278388,88
tt1524930,34
tt0099052,67
tt0186151,67
tt0252501,55
tt1244659,45
tt0113161,82
tt0087332,71
tt0114709,95
tt3104988,74
tt0299658,81
tt0142342,41
tt0252866,43
tt1606389,43
tt0111257,78
tt0099810,58
tt1327773,65
tt0210945,48
tt1136608,81
tt0364725,55
tt0101272,57
tt0112281,45
tt0247638,52
tt0122933,61
tt0116313,58
tt0405159,86
tt0114369,65
tt0327056,84
tt1850457,58
tt1193138,83
tt0332280,53
tt1114677,47
tt0988595,47
tt0213203,62
tt1959563,47
tt0102713,65
tt0430105,49
tt0110322,45
tt1276104,84
tt1588173,60
tt0257360,85
tt1821658,37
tt0231775,32
tt0112431,83
tt1535438,65
tt0800039,67
tt0390022,70
tt0097481,16
tt0871426,55
tt0119313,42
tt0901476,24
tt0364751,29
tt1605783,81
tt4555426,75
tt0312004,87
tt0431308,39
tt0121164,83
tt5619332,46
tt0892318,50
tt0221027,52
tt0139462,39
tt1798684,57
tt0098382,43
tt2406566,63
tt0308506,47
tt0110622,63
tt0783233,85
tt0090264,40
tt0376105,43
tt3397884,82
tt0096933,56
tt0093058,76
tt1259528,49
tt0383010,56
tt0382918,.
tt2911666,68
tt0385726,58
tt1655441,51
tt1193631,45
tt1127180,83
tt7371706,.
tt0327137,52
tt0420223,67
tt0993842,65
tt0300532,61
tt0389722,53
tt0091419,81
tt0421206,52
tt0095631,78
tt1073498,9
tt0093894,45
tt2404311,42
tt6802308,45
tt0119707,11
tt1583420,41
tt1939659,53
tt8623904,50
tt0446046,55
tt1137450,31
tt1674771,38
tt0161083,37
tt2053463,75
tt0472033,60
tt2377322,40
tt2473602,71
tt4209788,71
tt1195478,62
tt1449283,74
tt0118798,75
tt0329028,19
tt4537896,59
tt0114857,39
tt0120776,63
tt0881320,42
tt0465624,50
tt6245710,.
tt0339412,57
tt4463894,40
tt1458175,52
tt6421110,35
tt2072233,34
tt0361841,36
tt0398712,54
tt2364841,36
tt0120008,42
tt4849438,.
tt0370032,18
tt0395972,68
tt1438176,64
tt5109784,75
tt2080374,82
tt0271367,53
tt0116320,.
tt1602001,.
tt5160558,.
tt0327247,24
tt0091225,28
tt0482572,45
tt0402901,30
tt0335121,24
tt0318283,32
tt0324554,40
tt0402399,69
tt0765447,45
tt1549920,54
tt0120710,.
tt0131646,21
tt4513674,64
tt0218817,31
tt2101341,39
tt1098327,45
tt0361620,31
tt0350261,49
tt3922818,33
tt7456310,40
tt1054606,65
tt0280380,42
tt6017942,35
tt0087843,.
tt3881784,76
tt0120683,26
tt4154916,19
tt0443680,68
tt0379889,63
tt0403016,26
tt0482546,57
tt1586752,43
tt2231253,40
tt2814362,1
tt0064552,.
tt2095649,21
tt1935194,.
tt0438859,.
tt0265651,.
tt2126235,33
tt2848292,63
tt0358273,72
tt6781982,43
tt2702724,40
tt0114746,74
tt0285823,56
tt0171433,60
tt5439796,78
tt4136084,71
tt7545266,33
tt0870111,80
tt0387575,46
tt0261289,18
tt0270288,67
tt1127896,55
tt0092804,59
tt10059518,.
tt0140397,62
tt0366627,44
tt0103639,86
tt0087469,57
tt1398426,72
tt3564472,71
tt0134067,.
tt0095016,72
tt0164334,42
tt6359956,42
tt1702439,34
tt1596363,81
tt3387520,61
tt0430922,61
tt1698641,54
tt0349825,68
tt1204975,48
tt0209475,33
tt0363547,59
tt0082398,54
tt2854926,56
tt0265666,76
tt0309698,64
tt0240890,52
tt1250777,66
tt0196229,61
tt0111438,48
tt0481141,50
tt0107120,.
tt0414387,82
tt1622547,49
tt0219653,26
tt0083658,84
tt0114287,55
tt2172934,40
tt1650554,41
tt0498399,59
tt0365907,57
tt1273678,27
tt1430612,40
tt0397078,29
tt0160484,16
tt3316948,50
tt1374989,45
tt0134618,49
tt0120133,.
tt1018765,53
tt0119485,74
tt0455538,35
tt6807754,.
tt0478311,85
tt0086034,63
tt1078588,51
tt0494652,46
tt1710396,44
tt0087892,78
tt0465551,73
tt0804522,55
tt1521197,50
tt1219289,59
tt0102975,65
tt8350360,53
tt0119468,46
tt0080455,60
tt0110213,63
tt1018785,63
tt2241351,55
tt0276751,75
tt0139414,34
tt0425210,53
tt0086197,91
tt1772232,.
tt0118929,66
tt0864761,62
tt0373908,31
tt0089908,42
tt0120769,57
tt0324127,37
tt0415965,48
tt0155711,50
tt5449004,.
tt0486674,.
tt0340376,45
tt4682804,36
tt0073822,.
tt1114740,39
tt0322330,70
tt0405422,73
tt0138097,87
tt0099938,61
tt0910936,64
tt0107818,66
tt0120631,66
tt0099582,55
tt0316356,67
tt0421239,71
tt1598822,22
tt0075784,.
tt1980209,45
tt0309593,38
tt0190590,69
tt0385267,66
tt1038686,32
tt1212450,58
tt0157472,40
tt0090022,64
tt0765010,58
tt1972779,29
tt0358349,32
tt1798603,38
tt0218922,33
tt1486192,44
tt0361925,33
tt2140379,34
tt0385887,60
tt0256524,52
tt1837703,49
tt1747958,45
tt1137470,20
tt0116322,43
tt0387131,82
tt1175491,56
tt0335345,47
tt0107614,53
tt0095953,65
tt1454029,62
tt4846340,74
tt1205489,72
tt1391871,.
tt1408253,41
tt0103855,39
tt0108052,94
tt0333780,47
tt0331632,34
tt0357413,63
tt0329101,37
tt0398808,74
tt0268397,65
tt1060277,64
tt0989757,43
tt0103060,45
tt1047540,36
tt0094226,79
tt0477348,91
tt0243155,66
tt0241303,64
tt1411238,50
tt1524137,51
tt1753383,43
tt1327194,39
tt0108358,50
tt0165929,52
tt0466909,43
tt0414982,41
tt1787759,45
tt0308644,67
tt2180290,.
tt0382077,35
tt0090859,25
tt0852713,55
tt0313911,41
tt0099685,90
tt0435651,47
tt0086250,65
tt0119807,.
tt0093389,76
tt3530002,58
tt0106400,37
tt0274558,80
tt0119695,.
tt0469494,93
tt0282120,69
tt0337711,38
tt0403508,66
tt0279493,69
tt1322269,58
tt0271027,58
tt1647668,56
tt0388500,53
tt0286788,41
tt0388146,.
tt4916630,68
tt6850820,29
tt0452625,19
tt0306685,36
tt0454945,45
tt2039393,55
tt0453451,56
tt4824302,18
tt0144120,48
tt3401882,37
tt0426931,38
tt0366174,40
tt1366344,39
tt0127536,75
tt0066473,46
tt2223990,54
tt0111161,80
tt0498381,25
tt1153706,40
tt0231402,37
tt0116778,43
tt0396652,55
tt0480255,44
tt1082601,61
tt0499556,36
tt0391304,48
tt0124718,63
tt1034389,55
tt2872750,81
tt1633356,22
tt0493405,28
tt0272338,78
tt0356150,45
tt1966359,22
tt0963794,44
tt2461150,47
tt2193215,48
tt0488658,43
tt2328900,60
tt0094799,51
tt0297162,23
tt0091224,.
tt0115472,.
tt0388980,55
tt0362478,47
tt0156841,25
tt0872230,25
tt0265208,47
tt0486321,36
tt0117011,.
tt0265808,25
tt0787475,43
tt1291584,71
tt0145653,54
tt4622512,73
tt1792647,51
tt2006295,55
tt0089489,50
tt1867009,.
tt0289408,65
tt0090728,53
tt0117039,60
tt0489281,61
tt0107007,.
tt0267248,36
tt0999913,45
tt0120620,44
tt0256276,52
tt0117104,35
tt0102984,.
tt6476140,37
tt0898367,64
tt1226837,62
tt1266072,.
tt5968394,54
tt0088103,.
tt0373416,19
tt0239949,21
tt0412080,68
tt0800240,31
tt0114614,46
tt0388183,11
tt0861689,45
tt5314190,58
tt1692486,61
tt0491203,38
tt3569230,55
tt1095217,69
tt2140037,49
tt0428251,25
tt0373450,47
tt0119934,.
tt0337692,56
tt1125929,37
tt7178988,.
tt5932728,25
tt1233301,42
tt1946381,.
tt0066549,.
tt1822382,.
tt2071441,59
tt0092007,71
tt0120082,63
tt1620981,46
tt0302886,54
tt0479143,63
tt2239832,38
tt2671706,79
tt0190138,47
tt1068242,58
tt2568862,50
tt0102685,58
tt0101889,61
tt0130018,21
tt0465494,35
tt0064418,51
tt0122459,54
tt1234548,54
tt1007028,56
tt0238948,25
tt0172493,51
tt0171580,69
tt0464154,53
tt1433108,44
tt0078504,53
tt0335559,52
tt0158811,53
tt0217756,23
tt1100089,81
tt1742650,38
tt0196857,32
tt1833673,61
tt0363473,46
tt0120645,.
tt0790665,.
tt1156398,73
tt0120484,41
tt0102510,65
tt6966692,69
tt0112442,41
tt0884732,35
tt0195714,36
tt0074751,61
tt1124035,67
tt0134847,49
tt5580266,81
tt0244970,32
tt2785390,15
tt0206314,75
tt2138062,.
tt0149691,59
tt0241025,53
tt8115904,.
tt0198386,37
tt0116999,68
tt0360139,46
tt1091751,52
tt0172396,65
tt0102005,.
tt0478134,65
tt1179258,63
tt1893256,43
tt1388882,.
tt0094012,46
tt0450385,64
tt4550098,67
tt3007512,50
tt0099653,52
tt0129387,69
tt0111070,57
tt5814060,46
tt0492956,44
tt0265662,72
tt0112579,66
tt3210686,37
tt0255798,43
tt2980648,55
tt0083987,79
tt0320691,42
tt0113957,51
tt2023453,54
tt0277027,28
tt0398017,40
tt8367814,51
tt1130080,66
tt2387559,44
tt0475290,72
tt0261392,51
tt0108101,.
tt0988047,61
tt0367652,23
tt6003368,39
tt0951216,41
tt2312718,40
tt0465502,40
tt0239948,22
tt0162677,67
tt0221218,34
tt2938956,32
tt0080934,.
tt0236348,47
tt2150592,.
tt0192255,45
tt0356721,55
tt6000478,58
tt1206543,63
tt0107978,40
tt0160236,44
tt5721088,21
tt0065611,.
tt0488888,.
tt1726592,41
tt1423995,58
tt0485244,.
tt0076740,68
tt0796335,59
tt0465538,82
tt0137363,65
tt0117119,49
tt1859650,54
tt1045658,81
tt2531344,69
tt0837563,57
tt0158983,73
tt0083943,44
tt1321509,51
tt0108308,40
tt0180734,48
tt1405500,50
tt0463998,64
tt1298644,35
tt1458169,44
tt0293662,51
tt1023111,39
tt1340800,85
tt0120596,31
tt0144814,42
tt1027862,47
tt1176740,58
tt0179098,59
tt1321860,60
tt3182620,34
tt0143746,21
tt7043012,61
tt5503686,79
tt0120907,68
tt0083642,40
tt0454919,27
tt0082971,85
tt0101414,95
tt6857112,81
tt0104431,.
tt0075860,90
tt0092644,48
tt3783958,94
tt1457767,68
tt0305669,39
tt2543472,66
tt0102926,85
tt0105793,57
tt1116184,56
tt4651520,60
tt6823368,43
tt0077766,51
tt1014775,41
tt2103254,39
tt7343762,60
tt0368578,27
tt1033575,84
tt0332379,82
tt0486822,62
tt0106965,79
tt5325452,30
tt0113855,58
tt0381707,41
tt1198138,25
tt0311289,71
tt1294226,33
tt1391137,43
tt2872518,32
tt2024544,96
tt0303933,63
tt2674426,51
tt7634968,49
tt3628584,67
tt0099487,74
tt7040874,67
tt4355418,.
tt0081353,64
tt0466342,11
tt0283426,38
tt0477071,29
tt0357507,32
tt0220099,53
tt1895587,93
tt8722346,74
tt6063050,32
tt3369806,47
tt1047494,45
tt1148204,42
tt4587656,42
tt0799949,17
tt0947802,47
tt0433386,33
tt3531824,58
tt0082198,43
tt0120703,56
tt0101452,60
tt0483726,39
tt3231054,51
tt1666186,18
tt0078869,52
tt1440728,61
tt0120094,67
tt1268799,61
tt0338013,89
tt1572315,.
tt0449467,69
tt1371150,44
tt0918927,68
tt0372588,64
tt0112722,54
tt0815236,46
tt1013753,84
tt0064782,50
tt2023631,.
tt0288477,28
tt0200465,69
tt0120890,52
tt0814335,33
tt0146882,79
tt0430634,53
tt0479968,24
tt0116260,.
tt0421073,55
tt1213663,81
tt0116367,48
tt1414382,28
tt0479500,53
tt4669788,59
tt2318092,30
tt0475944,19
tt1067774,43
tt0441796,24
tt4799050,51
tt0155975,47
tt0102744,51
tt0114681,86
tt1100119,53
tt0120877,42
tt0800308,64
tt1741273,45
tt0403703,15
tt0490204,61
tt1046163,34
tt0791304,25
tt0083254,.
tt0089457,64
tt0758758,73
tt0124879,39
tt0407121,64
tt0462519,44
tt0113321,56
tt1730768,57
tt1083456,31
tt0373074,78
tt0276033,37
tt2039338,27
tt0455760,34
tt0315733,70
tt0913354,50
tt0419887,61
tt0338325,38
tt0295289,27
tt0059245,.
tt0217630,35
tt0119594,.
tt1232207,61
tt1592525,48
tt1213644,15
tt0770703,35
tt0120483,.
tt2503944,42
tt0326856,31
tt0430431,38
tt0109348,.
tt0995039,72
tt0258068,84
tt1712261,52
tt2547584,60
tt0384680,61
tt0281322,58
tt1160368,38
tt1228987,79
tt0109015,39
tt0799934,52
tt0413015,71
tt0118954,61
tt0144640,36
tt0098625,48
tt0116242,.
tt0804461,36
tt3960412,68
tt2776878,68
tt0780511,47
tt0270846,9
tt1532958,29
tt2865120,29
tt0795368,67
tt0399327,33
tt0462229,33
tt1791528,81
tt2002718,41
tt0065054,53
tt0763304,23
tt0377107,64
tt1190617,20
tt0310357,61
tt0489282,12
tt1810683,30
tt0151568,90
tt1629757,45
tt2937898,79
tt1571222,76
tt0405296,73
tt0976222,66
tt0369226,9
tt0337876,50
tt1781827,54
tt3361792,48
tt1092082,.
tt1054588,57
tt1366365,22
tt0383028,67
tt1034415,64
tt3719896,34
tt0080492,.
tt0266747,20
tt0238380,33
tt1520498,32
tt0889588,49
tt0138946,58
tt1664697,.
tt1175709,57
tt3707106,44
tt0354595,47
tt0110944,.
tt1274300,43
tt0940709,46
tt3319920,32
tt2544766,.
tt1488181,.
tt3247714,28
tt0443533,.
tt1134666,.
tt4280822,22
tt3492042,.
tt2737304,51
tt5580390,87
tt0446755,69
tt2005374,37
tt1270262,52
tt0088763,87
tt0099348,72
tt0175142,48
tt1284575,47
tt1700841,66
tt0098273,66
tt0305711,28
tt1385912,55
tt0356470,25
tt0081505,66
tt0185371,28
tt0455407,56
tt0472198,60
tt8097306,39
tt0889573,52
tt1216492,33
tt0816442,53
tt0452623,72
tt0205461,19
tt0056264,48
tt1838544,36
tt1135985,49
tt0120670,.
tt0810922,42
tt1870529,42
tt6495770,36
tt0058085,.
tt0107719,.
tt0116745,57
tt0485236,.
tt0384806,33
tt0268126,83
tt1058017,58
tt0120669,41
tt8244784,50
tt2004420,68
tt0443453,89
tt0110475,56
tt0094737,73
tt0250494,59
tt0377092,66
tt0088170,56
tt0404032,46
tt0205000,30
tt0337579,59
tt0356680,56
tt0307987,70
tt0093773,45
tt3760922,37
tt3862750,36
tt0118655,51
tt1650043,51
tt0086879,88
tt0926129,17
tt1596346,53
tt0328589,52
tt7334528,57
tt2562232,87
tt0091738,74
tt0280707,90
tt0273923,48
tt2334873,78
tt0475276,90
tt0322589,37
tt0432291,27
tt0117723,25
tt3623726,54
tt0097441,78
tt1478839,43
tt0087078,53
tt2279339,31
tt0065528,70
tt1197628,54
tt0081398,89
tt0899106,33
tt1016075,39
tt4287320,43
tt0090357,65
tt1542344,82
tt0196216,69
tt0210616,52
tt1594972,21
tt0337917,33
tt2357129,44
tt0264796,45
tt2465146,38
tt1032815,32
tt0082085,85
tt0236784,66
tt0082648,.
tt2167202,22
tt0119349,72
tt0340012,65
tt0098519,32
tt0082288,68
tt0109707,70
tt1032755,53
tt0084316,.
tt0116477,.
tt0114272,66
tt2649554,76
tt4540710,64
tt2172935,61
tt0313792,43
tt0118040,.
tt2763304,67
tt0090568,29
tt1922685,40
tt0235737,41
tt0120775,24
tt1321865,94
tt0386741,57
tt1024744,.
tt3212232,.
tt1403241,37
tt0489018,.
tt1085492,19
tt5127300,.
tt0089893,35
tt1748179,36
tt0829482,76
tt1142800,50
tt1023481,50
tt4064028,.
tt0395169,79
tt0486551,46
tt1425922,48
tt0804540,.
tt6644200,82
tt0230600,74
tt0090605,84
tt1924435,30
tt0119345,52
tt0058385,95
tt0375063,94
tt2083355,59
tt0758746,34
tt1981677,66
tt1288558,57
tt2097298,60
tt4648786,66
tt4649416,55
tt0454841,52
tt8364368,60
tt0243736,53
tt0326900,49
tt1148297,.
tt0120770,26
tt1152398,40
tt5210194,.
tt0084827,58
tt0979434,50
tt0325258,36
tt0466856,63
tt0234829,21
tt0120324,82
tt0462395,21
tt0094074,24
tt0159421,59
tt0056800,.
tt0865559,34
tt0465142,45
tt0404390,41
tt1433822,18
tt0375104,45
tt0091934,16
tt0083001,65
tt0312549,55
tt1703957,56
tt0075909,.
tt8332922,.
tt1002563,33
tt0422295,50
tt0102492,56
tt0094291,56
tt0114388,84
tt0443543,68
tt0416508,55
tt0315983,71
tt0815244,45
tt0097165,79
tt0098635,76
tt0215129,55
tt0084855,77
tt0139699,50
tt1748122,84
tt1655442,89
tt1139668,30
tt0295427,12
tt0420294,30
tt1265990,23
tt0425430,34
tt0087553,76
tt0250720,24
tt0101764,.
tt0255819,55
tt0245686,20
tt0430770,27
tt0425112,81
tt0497465,70
tt8385474,43
tt7734218,42
tt0204175,29
tt7690670,52
tt0110413,64
tt1403981,40
tt0283139,61
tt1131734,47
tt0186045,25
tt0093818,74
tt0319524,45
tt2467046,12
tt0367085,33
tt0095687,.
tt1716777,49
tt0139809,36
tt0380277,15
tt0079550,.
tt0091203,24
tt1620935,62
tt0278823,46
tt0134630,40
tt0165710,33
tt0469623,63
tt2398231,68
tt1924429,61
tt4380070,.
tt0120207,.
tt0384686,60
tt0436364,40
tt1545106,57
tt2249221,.
tt2126357,46
tt0247444,24
tt0273435,62
tt5449860,.
tt1442286,.
tt2935476,71
tt0439815,69
tt0099785,63
tt0086960,66
tt0092099,50
tt0084805,88
tt1504320,88
tt0169547,84
tt0190332,94
tt0096320,53
tt0117571,65
tt5140878,62
tt0077663,72
tt0088939,78
tt2084970,73
tt0094721,70
tt0052618,90
tt1179933,76
tt2023587,57
tt0081375,59
tt0080549,87
tt0093409,68
tt1196141,56
tt0373883,47
tt0436697,91
tt0906108,54
tt1596365,62
tt0110367,87
tt7349662,83
tt0455857,27
tt0265298,36
tt0118887,64
tt0120885,73
tt0882977,51
tt0306841,56
tt3850590,49
tt1855199,68
tt0133751,61
tt0108551,.
tt0277371,32
tt2305051,76
tt0056172,100
tt2980516,72
tt0780504,78
tt0192614,24
tt0060491,.
tt5083738,91
tt0328099,43
tt0881891,17
tt0198021,30
tt0844708,42
tt0317132,54
tt0372532,32
tt0093779,77
tt0220506,19
tt0427309,65
tt2247476,41
tt0082186,59
tt0361467,33
tt0120772,51
tt0463854,78
tt0119229,76
tt5719700,41
tt0229260,15
tt0118749,85
tt0493949,56
tt2402157,38
tt0115963,55
tt0416320,72
tt0107943,84
tt0107711,.
tt0192731,16
tt3504988,.
tt0434215,57
tt4139124,63
tt1555064,45
tt0283084,66
tt0419946,45
tt7798646,62
tt0134619,.
tt0118715,71
tt1972571,73
tt1258972,51
tt0087262,50
tt5941692,41
tt1764234,64
tt0240515,13
tt1563738,48
tt0352277,53
tt1172233,68
tt0144964,21
tt4276820,66
tt0417225,55
tt0310910,59
tt8266310,71
tt0164108,56
tt0120598,44
tt0097965,.
tt0119304,45
tt0195778,25
tt0361696,33
tt0088846,88
tt0106664,53
tt0829459,74
tt0085271,57
tt4341582,73
tt0202402,20
tt0278500,60
tt0166252,.
tt0453494,46
tt3203606,60
tt0780536,67
tt3578170,.
tt0166924,84
tt5834262,58
tt1031969,53
tt1142433,35
tt1178663,45
tt0163676,14
tt0120716,40
tt0373469,72
tt0138510,31
tt1727776,32
tt0397044,33
tt1182350,51
tt3164256,29
tt1334260,69
tt2364897,31
tt0335013,73
tt0800241,72
tt0142201,46
tt0090848,34
tt0165773,72
tt0295526,.
tt0114660,46
tt0362084,.
tt1020558,62
tt0117653,.
tt0805570,58
tt1535612,36
tt0484111,49
tt1487931,40
tt4229814,.
tt3856124,.
tt0212803,.
tt6155172,96
tt2503954,32
tt0107048,72
tt2268016,60
tt0117509,60
tt2584018,30
tt0105695,85
tt0100405,51
tt0093010,67
tt1010048,85
tt0072308,69
tt0096969,75
tt0106611,60
tt0775539,44
tt1179891,51
tt0431021,45
tt0083944,61
tt0076752,55
tt7083526,46
tt0146336,35
tt0083169,49
tt2736560,.
tt0103247,62
tt0094947,74
tt2584384,58
tt0167427,42
tt2609790,.
tt0107840,51
tt0298388,58
tt0278295,34
tt0076009,39
tt1305583,38
tt0114825,27
tt0270980,15
tt0971209,63
tt0117894,33
tt0118301,27
tt0120857,53
tt0076451,64
tt0325136,.
tt0109504,65
tt0770772,49
tt2637294,29
tt4126476,30
tt0308055,54
tt0192111,27
tt1663143,37
tt0404203,75
tt0176783,31
tt0120613,70
tt0437232,62
tt2473794,94
tt0218619,20
tt0113463,45
tt0817177,45
tt0077296,.
tt0362582,.
tt0981072,53
tt0466893,61
tt0388795,87
tt0112697,68
tt1106860,.
tt0100758,51
tt0049833,.
tt0859635,41
tt0297884,84
tt1931533,66
tt0180073,70
tt0083678,66
tt1096959,.
tt0182000,44
tt0427498,.
tt2011159,26
tt0093105,67
tt0947798,79
tt0206275,53
tt1702443,52
tt6133466,54
tt4257926,44
tt0184907,34
tt0289879,30
tt0071562,90
tt4052882,59
tt0093870,67
tt0095742,56
tt0937375,63
tt1826590,62
tt0242423,30
tt0096487,50
tt2170593,64
tt2183034,53
tt0147800,70
tt0241760,24
tt0107659,.
tt0118665,6
tt0120609,31
tt0099253,37
tt0116493,.
tt0884328,58
tt5262674,.
tt0120601,90
tt0269341,35
tt5916886,.
tt1814621,48
tt1659337,67
tt0250224,61
tt0120577,33
tt3170832,86
tt4183692,57
tt0498380,89
tt0120654,.
tt3863552,.
tt0120531,.
tt0111127,64
tt0144168,65
tt0172726,43
tt0258470,41
tt0346621,.
tt7545524,66
tt0416185,55
tt2023432,.
tt3312830,64
tt0116269,.
tt1524575,38
tt0419749,65
tt0104215,.
tt0420609,68
tt1478964,75
tt3802576,.
tt0218378,62
tt2404639,64
tt1714209,56
tt0954947,53
tt4878482,53
tt2389374,.
tt1911644,51
tt4939066,50
tt1600196,69
tt0305396,50
tt0985694,60
tt0168786,62
tt0283530,49
tt0108399,59
tt1232783,24
tt0104348,80
tt0083722,62
tt0079753,.
tt1244754,61
tt0805564,70
tt1723611,.
tt0168629,61
tt1194417,51
tt0119843,66
tt0116378,.
tt0473102,42
tt1496422,45
tt5091538,.
tt0095489,66
tt0073195,87
tt0070047,81
tt2582846,69
tt0163651,58
tt1621045,51
tt1929263,47
tt0091129,37
tt0084726,67
tt0303714,66
tt0086567,77
tt0109040,37
tt1591479,40
tt0090329,76
tt0462590,48
tt1706593,69
tt0115641,64
tt0066206,91
tt1636826,48
tt5027774,88
tt3741834,69
tt1563742,42
tt0119396,64
tt0086619,68
tt0481536,57
tt2431286,77
tt0081633,79
tt0275022,27
tt3622592,56
tt1082868,53
tt0265459,64
tt0406759,36
tt0359517,29
tt0278488,29
tt0054331,87
tt0479884,57
tt0104940,64
tt2582782,88
tt0120679,61
tt2215719,57
tt2784678,81
tt0128442,54
tt0061452,48
tt0079758,41
tt2436386,47
tt7329656,43
tt7390646,54
tt1407061,51
tt0164181,67
tt0114608,48
tt0077269,40
tt0365885,63
tt0429591,51
tt1821549,86
tt0332712,23
tt0273799,40
tt1625346,71
tt7510346,35
tt2194499,55
tt7125860,87
tt5322012,32
tt0120722,64
tt1084950,82
tt0082934,61
tt0335119,72
tt5615904,.
tt0385004,89
tt0279781,25
tt5301662,66
tt1042877,65
tt1764183,73
tt0053580,.
tt0156323,7
tt0439289,52
tt1566501,35
tt0470765,68
tt0120533,41
tt0339034,14
tt0091276,56
tt0116414,44
tt0199626,46
tt1404600,.
tt1427984,.
tt0082958,.
tt0129332,46
tt0238924,69
tt1682180,58
tt1416801,50
tt0361715,82
tt1730687,41
tt0279831,.
tt0271259,61
tt0118901,.
tt0399095,42
tt0120618,42
tt4982758,.
tt1486193,31
tt3453052,.
tt1734171,.
tt2968804,29
tt2598580,.
tt1014762,47
tt2910904,47
tt0167423,33
tt2402927,94
tt0098084,38
tt1860213,21
tt1034302,.
tt1210106,.
tt0087363,70
tt0059113,69
tt0964517,79
tt0101921,64
tt0493430,66
tt0104952,68
tt1355630,46
tt0097815,62
tt0281358,35
tt0112818,80
tt0139134,56
tt2381111,88
tt0416212,57
tt5362988,73
tt2404425,51
tt0082517,47
tt5580036,77
tt1233227,30
tt0250310,20
tt6513120,68
tt0105217,.
tt0072684,89
tt1441951,64
tt0253798,22
tt0213790,22
tt0246989,15
tt2042568,93
tt0360772,.
tt2651324,.
tt0362269,79
tt1699755,52
tt0108550,73
tt7008872,69
tt4832640,.
tt0240900,12
tt0377992,52
tt0383694,83
tt0114057,.
tt0114113,.
tt0066090,62
tt0102782,.
tt6986684,.
tt0424908,59
tt3547740,.
tt1592873,.
tt3658772,24
tt5294518,.
tt1132626,20
tt0449999,.
tt0078748,89
tt0084516,79
tt0122541,67
tt0287733,.
tt1709143,46
tt0083866,91
tt0062622,84
tt0419843,47
tt0108320,.
tt0313300,.
tt0085873,.
tt1573072,.
tt0473700,25
tt1502407,67
tt0119217,70
tt0391198,49
tt0083131,68
tt0489270,48
tt4094724,55
tt6857166,53
tt0204946,52
tt5726086,49
tt0160862,51
tt0890870,36
tt0455612,45
tt0375210,30
tt0090863,77
tt3195644,52
tt0104868,46
tt4925292,94
tt5173200,.
tt7784604,87
tt5164432,72
tt0096928,50
tt0056197,75
tt0116483,31
tt3348730,39
tt0263488,49
tt0090060,35
tt0063385,74
tt0265632,43
tt0089530,71
tt0076538,46
tt3882082,42
tt0088944,51
tt5001718,52
tt1314655,44
tt0293815,35
tt2555736,51
tt0089461,.
tt4795124,54
tt0104692,42
tt0981227,64
tt0337909,60
tt0120655,62
tt5690360,30
tt0280460,48
tt0208092,55
tt0098206,36
tt7424200,69
tt1389139,28
tt0086491,44
tt0110399,.
tt2515086,49
tt0283026,29
tt0424993,36
tt2752772,32
tt3387542,34
tt1220198,34
tt0086066,41
tt0127723,52
tt1876451,54
tt4669186,60
tt3379694,.
tt1564585,26
tt3521126,76
tt1540011,47
tt0085407,69
tt0242998,18
tt0420087,75
tt0499554,47
tt2473510,30
tt0846308,63
tt0089348,29
tt0403455,59
tt5563334,55
tt0128445,86
tt0100814,65
tt0380623,27
tt0100168,61
tt0240468,14
tt4196450,69
tt0295700,32
tt0081071,64
tt0142192,56
tt1092633,39
tt1655420,65
tt1126590,62
tt0412019,79
tt0314166,47
tt5125894,36
tt0365485,65
tt0119572,.
tt0219699,62
tt0192071,52
tt0151804,68
tt0157503,28
tt4807408,49
tt0124198,31
tt0368975,33
tt4595882,87
tt0086984,69
tt1470023,43
tt0785007,30
tt0166110,42
tt1307068,59
tt0454970,36
tt9173418,29
tt2582500,25
tt1477837,70
tt1748227,38
tt0120586,62
tt0166896,86
tt0231448,16
tt0082507,.
tt1772288,58
tt1156320,.
tt0204193,.
tt10798734,.
tt0279286,34
tt1801552,24
tt4645330,63
tt6521876,46
tt1472584,22
tt2937696,83
tt0115964,47
tt0165854,73
tt2752688,67
tt0200720,78
tt0093483,.
tt0438315,40
tt1411664,9
tt3850544,43
tt0215545,50
tt0083113,.
tt6049430,.
tt1554091,64
tt0290983,.
tt0171356,42
tt0309912,71
tt2367359,.
tt0432637,68
tt2674454,44
tt0173716,57
tt1777595,37
tt0285861,70
tt0955411,25
tt0784972,32
tt2345112,51
tt0291502,18
tt0884224,37
tt0388182,63
tt0373024,53
tt0253126,39
tt1262981,69
tt2553908,.
tt1183923,50
tt4254584,69
tt2170584,.
tt0953896,.
tt5351480,.
tt1210039,49
tt1220220,34
tt0349416,34
tt2113659,49
tt1007018,47
tt2325977,42
tt1210071,.
tt0887719,.
tt3202120,.
tt8820590,.
tt1320291,.
tt2300975,37
